행정시,업소명,소재지,X,Y
서귀포시,메모리아리조트,제주특별자치도 서귀포시 성산읍 일주동로 5199-3,126.87237915682,33.3741423338119
서귀포시,해마지 휴양펜션,제주특별자치도 서귀포시 성산읍 일주동로 5431,126.861547352476,33.3542912296895
서귀포시,코델리아호스텔,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-16,126.909577689378,33.4594288445327
서귀포시,코델리아리조트,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-20,126.910043268416,33.4589811732474
서귀포시,블루마운틴,제주특별자치도 서귀포시 성산읍 일출로 297,126.934336667848,33.4636981344389
서귀포시,골든튤립제주성산호텔,제주특별자치도 서귀포시 성산읍 일출로 31,126.916260040526,33.4480049001614
서귀포시,(주)다산네트웍스,제주특별자치도 서귀포시 성산읍 중산간동로 3140,126.868443806823,33.4497414570401
서귀포시,블루마운틴커피랜드앤리조트,제주특별자치도 서귀포시 성산읍 중산간동로 4259,126.836672049636,33.3805991017976
서귀포시,더클라우드 가족호텔,제주특별자치도 서귀포시 성산읍 한도로 269-37,126.935143076579,33.4691169590312
서귀포시,썬레이크빌제주휴양펜션,제주특별자치도 서귀포시 성산읍 한도로 49,126.913384848817,33.4675837339217
서귀포시,보물섬,제주특별자치도 서귀포시 성산읍 한도로242번길 10-11,126.93170601591,33.4664267860011
서귀포시,아띠랑스,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,126.909136942196,33.4775159621215
서귀포시,아름다운리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644,126.909993932382,33.4751817848166
서귀포시,봄그리고 가을 가족호텔,제주특별자치도 서귀포시 성산읍 해맞이해안로 2652,126.910501520427,33.4746601215342
서귀포시,봄그리고가을리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,126.911017164766,33.4741447731614
서귀포시,더포그레이스호텔앤리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,126.910448255819,33.4734147824216
서귀포시,취다선리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,126.912703165215,33.471847863554
서귀포시,온더스톤휴양펜션,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,126.917847071706,33.4702545409862
서귀포시,바랑쉬,제주특별자치도 서귀포시 성산읍 환해장성로 496,126.903655635295,33.4010255781983
서귀포시,오션그린,제주특별자치도 서귀포시 성산읍 환해장성로 665,126.908421901045,33.4131444919734
서귀포시,오션스퀘어,제주특별자치도 서귀포시 성산읍 환해장성로 667,126.909036696515,33.4131921889657
서귀포시,온평오션스퀘어,제주특별자치도 서귀포시 성산읍 환해장성로 669,126.908695833566,33.4133508935871
서귀포시,아라온리조트,제주특별자치도 서귀포시 소보리당로 220,126.384644712937,33.2621760004156
서귀포시,중문훼미리콘도미니엄,제주특별자치도 서귀포시 소보리당로164번길 83,126.383636342944,33.2659468911428
서귀포시,비스비제주 앤 팜빌리지,제주특별자치도 서귀포시 속골로 29-10,126.52771954894,33.242864497508
서귀포시,아이리스호스텔,제주특별자치도 서귀포시 솔동산로 16-1,126.563820821442,33.2433851212842
서귀포시,남일모텔,제주특별자치도 서귀포시 솔동산로 26-16,126.56271695353,33.2428399960618
서귀포시,스플래시리조트,제주특별자치도 서귀포시 솔동산로 28,126.563248019668,33.2425292664219
서귀포시,천지연호텔,제주특별자치도 서귀포시 솔동산로 40,126.5623942961,33.2418943123131
서귀포시,셀라모텔,제주특별자치도 서귀포시 솔동산로 9-3,126.564426583388,33.2440230744618
서귀포시,남미호텔,제주특별자치도 서귀포시 솔동산로10번길 19,126.562744561337,33.243027542256
서귀포시,밀라노,제주특별자치도 서귀포시 솔동산로10번길 2,126.563811514918,33.2439626735896
서귀포시,제주 나인 부띠끄,제주특별자치도 서귀포시 솔동산로10번길 23,126.562644740418,33.242581605127
서귀포시,일미모텔,제주특별자치도 서귀포시 솔동산로10번길 39,126.562750246865,33.2413467410685
서귀포시,동원호스텔,제주특별자치도 서귀포시 솔동산로10번길 45,126.56258523026,33.240828353893
서귀포시,정방게스트하우스,제주특별자치도 서귀포시 솔동산로21번길 16-1,126.565436861691,33.2424962695111
서귀포시,호텔연,제주특별자치도 서귀포시 솔동산로22번길 17-2,126.562095907498,33.2439588091094
서귀포시,구덕게스트,제주특별자치도 서귀포시 솔동산로22번길 20,126.562333150324,33.2440876757683
서귀포시,나포리호텔,제주특별자치도 서귀포시 솔동산로22번길 21,126.561926338935,33.2442667501265
서귀포시,신성호텔,제주특별자치도 서귀포시 솔동산로22번길 5,126.563189989164,33.2430865412648
서귀포시,더큐브리조트제주,제주특별자치도 서귀포시 솔오름로105번길 24,126.563646483832,33.2858996134472
서귀포시,쇠소깍휴양펜션,제주특별자치도 서귀포시 쇠소깍로 138,126.622563314034,33.2516770731172
서귀포시,소금막호스텔,제주특별자치도 서귀포시 쇠소깍로 151-14,126.620320196605,33.2505881958239
서귀포시,해와돌바라기 휴양펜션,제주특별자치도 서귀포시 쇠소깍로 209,126.61717991257,33.2524828169276
서귀포시,퍼블리코,제주특별자치도 서귀포시 신서로48번길 20-9,126.507114819076,33.2530015271622
서귀포시,체이슨호텔더스마일,제주특별자치도 서귀포시 신서로48번길 50,126.510145626453,33.2528443571653
서귀포시,더 스테이,제주특별자치도 서귀포시 신서로48번길 52-7,126.510531610836,33.2523847848108
서귀포시,호텔윈스카이,제주특별자치도 서귀포시 신중남로 17,126.508394561178,33.2531830410598
서귀포시,나인브릿지콘도미니엄,제주특별자치도 서귀포시 안덕면 광평로 34-156,126.404250168607,33.3403726049988
서귀포시,바당뜰,제주특별자치도 서귀포시 안덕면 난드르로 49-39,126.364363461962,33.2331348070347
서귀포시,글래드호텔앤리조트(주)제주항공우주호텔,제주특별자치도 서귀포시 안덕면 녹차분재로 216,126.294582661098,33.3024639118627
