사업장명,도로명전체주소,X,Y
하귀하나로약국,제주특별자치도 제주시 애월읍 일주서로 7136,126.412159214346,33.4850611892862
인화온누리약국,제주특별자치도 제주시 동광로 110 (일도이동),126.539246511365,33.5061298401656
숲약국,"제주특별자치도 제주시 1100로 3213-27, 지하2층 202호 (노형동, 천마에코피아2차)",126.481505787404,33.4760038041208
민생약국,제주특별자치도 서귀포시 남원읍 태위로 687,126.719861711025,33.2794969012231
새한약국,제주특별자치도 서귀포시 성산읍 성산중앙로 39,126.933308138528,33.4633253108461
남원약국,제주특별자치도 서귀포시 남원읍 태위로 667,126.717898903729,33.2789329096386
제주사랑약국,제주특별자치도 서귀포시 성산읍 고성오조로 74,126.914951841146,33.4502517271223
최고약국,제주특별자치도 서귀포시 일주동로 8696 (서홍동),126.559359771186,33.2531057421979
삼양온누리약국,"제주특별자치도 제주시 일주동로 393, 1층 (삼양이동)",126.58696097496,33.521537909651
조약국,제주특별자치도 서귀포시 중앙로 108 (동홍동),126.561131164925,33.2542217317913
참약국,"제주특별자치도 제주시 서광로 294, 1층 (이도이동)",126.527884346517,33.5002042667494
동백약국,"제주특별자치도 제주시 애월읍 하귀9길 1, 1층 103호",126.414969308735,33.4867393589107
오름약국,"제주특별자치도 서귀포시 중정로 70, 1층 (서귀동)",126.563831943749,33.24777808645
가까운약국,"제주특별자치도 제주시 원노형남1길 11, 1층 106호 (노형동)",126.481741909052,33.4842475132455
봄여울약국,"제주특별자치도 제주시 신설로7길 57, 제이힐링센터 지하 1층 (이도이동)",126.54722579155,33.4956872529164
달래약국,"제주특별자치도 제주시 한림읍 한림중앙로 71, 1층",126.266712248867,33.4087215576125
한그루약국,"제주특별자치도 제주시 한림읍 한림상로 116, 103호",126.265486208907,33.4099219825896
마트존약국,제주특별자치도 제주시 1100로 3324(노형동),126.481205117721,33.4830200035135
새힘약국,"제주특별자치도 제주시 서광로 262, 1층 (삼도일동)",126.524506360365,33.4996621148119
