학교,자치구,남녀공학구분,주소,X,Y
표선초등학교병설유치원,서귀포시,남여공학,제주특별자치도 서귀포시 표선면 표선동서로 293,126.834313994311,33.3299442739974
풍천초등학교병설유치원,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 풍천로 18,126.850163779358,33.3492786864028
하례초등학교병설유치원,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 일주동로 8002,126.631315327754,33.2649864410971
하원초등학교병설유치원,서귀포시,남여공학,제주특별자치도 서귀포시 월평하원로 149,126.459452260533,33.2533429312036
한마음초등학교병설유치원,서귀포시,남여공학,제주특별자치도 서귀포시 표선면 한마음초등로 408,126.814556284442,33.3523560990901
효돈초등학교병설유치원,서귀포시,남여공학,제주특별자치도 서귀포시 효돈로 161,126.615858002003,33.264755263583
흥산초등학교병설유치원,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 일주동로 6642,126.764849129536,33.3003091007377
남원유치원,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 남한로 27,126.716978438485,33.2816909834036
성모유치원,서귀포시,남여공학,제주특별자치도 서귀포시 안덕면 화순중앙로12번길 1,126.334262320676,33.2501486599695
성신유치원,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 고성오조로 120,126.913618126216,33.4539737372608
예원유치원,서귀포시,남여공학,제주특별자치도 서귀포시 동홍중앙로 28,126.571980090127,33.2531410728203
해성유치원,서귀포시,남여공학,제주특별자치도 서귀포시 중앙로150번길 17,126.561159854297,33.2599027277078
가마초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 표선면 일주동로6285번길 8,126.799489251258,33.3059457743354
가파초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 대정읍 가파로67번길 45,126.2698834228,33.1691668334913
가파초등학교마라분교장,서귀포시,남여공학,제주특별자치도 서귀포시 대정읍 마라로 58,126.266717794223,33.1192937121314
강정초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 말질로 188,126.478665741497,33.2350089674924
남원초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 태위로 647,126.715207313647,33.2789808705014
대정서초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 대정읍 동일하모로 43,126.239559089564,33.2320782454411
대정초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 대정읍 상모대서로 15,126.255687666824,33.2255924861489
덕수초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 안덕면 덕수서로 10,126.304290222261,33.2519597679409
도순초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 도순남로 83,126.477226958113,33.2475799038794
동남초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 고성오조로 55,126.914052457992,33.4493879043062
동홍초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 동홍북로 17,126.569745895071,33.2606436670186
무릉초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 대정읍 서삼중로 106,126.2014268777,33.2728251872828
법환초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 이어도로 879,126.508833357942,33.2377394343897
보목초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 마소물로8번길 9,126.599617502611,33.2450427875401
보성초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 대정읍 추사로55번길 6-1,126.27584491244,33.2499380778188
사계초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 안덕면 산방로 346,126.300133363029,33.233736808484
새서귀초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 신서귀로76번길 6-3,126.51331140565,33.2566772509775
서광초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 안덕면 중산간서로 1842,126.326377686537,33.2883922956031
서귀북초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 중앙로 175,126.558196602368,33.2602308863977
서귀서초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 솜반천로 38,126.556025784451,33.2543212724505
서귀중앙초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 동문동로 54,126.564313665776,33.2525080142823
서귀포초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 솔동산로11번길 17,126.566540815831,33.2445048087613
서호초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 호근남로 40,126.528513295999,33.2537849708132
성산초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 한도로 217,126.931864034662,33.4683628977731
성읍초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 표선면 성읍민속로 65,126.798509288464,33.3842748219806
수산초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 수시로 9,126.884895528995,33.447134942927
시흥초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 시흥상동로 113,126.894918804916,33.4797234881872
신례초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 중산간동로 7116,126.631712260104,33.2846883166056
신산초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 일주동로 5104,126.875568377203,33.3816213649764
안덕초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 안덕면 화순로56번길 32,126.336772941238,33.2502657603049
예래초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 예래로 210-14,126.391555475844,33.2457473336679
온평초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 일주동로 4740,126.897215836942,33.4084465854216
위미초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 태위로 57,126.65282708651,33.274106334124
의귀초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 한신로 213,126.714628023328,33.3111189463249
중문초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 천제연로 231,126.430159576032,33.2530234460838
창천초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 안덕면 창천중앙로 12,126.369647350392,33.2634386044623
태흥초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 태위로 915,126.743413733812,33.2862254142126
토산초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 표선면 토산중앙로 68-9,126.777267640057,33.312575570921
토평초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 토평남로 86,126.589762688831,33.2663043947848
표선초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 표선면 표선동서로 293,126.834313994311,33.3299442739974
풍천초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 풍천로 18,126.850163779358,33.3492786864028
하례초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 일주동로 8002,126.631315327754,33.2649864410971
하원초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 월평하원로 149,126.459452260533,33.2533429312036
한마음초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 표선면 한마음초등로 408,126.814556284442,33.3523560990901
효돈초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 효돈로 161,126.615858002003,33.264755263583
흥산초등학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 일주동로 6642,126.764849129536,33.3003091007377
남원중학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 남한로 36,126.717523663529,33.2822550220913
대정중학교,서귀포시,남여공학,제주특별자치도 서귀포시 대정읍 비행장로 18,126.253232665286,33.2199616211682
무릉중학교,서귀포시,남여공학,제주특별자치도 서귀포시 대정읍 서삼중로 106,126.2014268777,33.2728251872828
서귀중앙여자중학교,서귀포시,여,제주특별자치도 서귀포시 중앙로 120,126.561875777375,33.2556473089753
서귀포대신중학교,서귀포시,남여공학,제주특별자치도 서귀포시 신중로13번길 15,126.506396505624,33.2572716668994
서귀포여자중학교,서귀포시,여,제주특별자치도 서귀포시 일주동로 8820,126.546512149742,33.2558401795332
서귀포중학교,서귀포시,남,제주특별자치도 서귀포시 태평로 474,126.569310394338,33.2472992981048
성산중학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 일주동로 4316,126.91064784497,33.4436126578576
신산중학교,서귀포시,남여공학,제주특별자치도 서귀포시 성산읍 일주동로 5104,126.875568377203,33.3816213649764
안덕중학교,서귀포시,남여공학,제주특별자치도 서귀포시 안덕면 화순로 74,126.337451450177,33.2489277714257
위미중학교,서귀포시,남여공학,제주특별자치도 서귀포시 남원읍 위미상원북로 34,126.663544937572,33.2804971663287
중문중학교,서귀포시,남여공학,제주특별자치도 서귀포시 천제연로232번길 10,126.429445005932,33.2509742078886
표선중학교,서귀포시,남여공학,제주특별자치도 서귀포시 표선면 표선중앙로 31,126.832077669027,33.3293328526732
효돈중학교,서귀포시,남여공학,제주특별자치도 서귀포시 효돈로 207,126.620943382421,33.2655381583467
남주중학교,서귀포시,남,제주특별자치도 서귀포시 동홍로303번길 14,126.564967701836,33.2765216557037
