사업장명,도로명주소,X,Y
씨유 제주캠퍼스점,제주특별자치도 제주시 제주대학로 105-1 (아라이동),126.561128859922,33.4603133411739
씨유 제주문예회관점,제주특별자치도 제주시 동광로 79 (일도이동),126.536557897677,33.5045112818205
GS25제주인제점,제주특별자치도 제주시 고마로 67 (일도이동),126.540180928988,33.5083613256688
GS25제주천수점,"제주특별자치도 제주시 동광로 154, 101호 (일도이동, 일도 월드하우스)",126.542646992693,33.5089264657016
세븐일레븐제주이도탐라점,"제주특별자치도 제주시 오복4길 10, 101호 (이도이동, 성인빌라)",126.536456787494,33.4953146569876
GS25한림오일장점,제주특별자치도 제주시 한림읍 한수풀로 56,126.268705991591,33.418439279397
씨유 제주스카이점,제주특별자치도 제주시 노연로 117-1 (연동),126.492799908786,33.4860015997837
세븐일레븐아라영광점,제주특별자치도 제주시 인다15길 3 (아라일동),126.547594278754,33.4697273267609
세븐일레븐 제주협재돌집점,제주특별자치도 제주시 한림읍 한림로 318,126.239457615127,33.3921646361427
세븐일레븐 제주한림항점,제주특별자치도 제주시 한림읍 한림해안로 139 (한림항 선원복지회관),126.261271759123,33.4154270264793
GS25아라중앙점,"제주특별자치도 제주시 아란2길 79, 1층 (아라일동)",126.541531256408,33.470472039648
GS25 제주광양점,제주특별자치도 제주시 광양10길 2 (이도이동),126.529553300831,33.4993981898168
씨유 제주북성로점,"제주특별자치도 제주시 북성로 62-1, 1층 (삼도이동)",126.518174290124,33.5155914819135
주식회사해마,제주특별자치도 제주시 삼무로 28 (연동),126.48955576516,33.4897014871195
씨유제주대유대림점,"제주특별자치도 제주시 남광로 187, 1층 109호 (일도이동, 대유상가)",126.552888108102,33.5014871200151
세븐일레븐 제주연미마을점,제주특별자치도 제주시 연오로 95 (연동),126.501757869095,33.4846992524412
GS25 외도대박점,제주특별자치도 제주시 우정로16길 30 (외도일동),126.427554301148,33.4861157183281
(주)코리아세븐 제주신성로점,제주특별자치도 제주시 신성로10길 36 (도남동),126.530252680398,33.4936607614069
(주)코리아세븐 제주연동도호점,제주특별자치도 제주시 연동12길 13 (연동),126.493251591814,33.4845624320122
씨유 제주고마로점,제주특별자치도 제주시 고마로3길 33 (일도이동),126.541589052692,33.5122893688022
씨유 제주대학로점,제주특별자치도 제주시 광양10길 1 (이도이동),126.529779007655,33.4992515460391
씨유 이도에코빌점,"제주특별자치도 제주시 중앙로 274, 101호 (이도이동)",126.532325929594,33.4956859185829
지에스25연동달그네,제주특별자치도 제주시 노연로 61 (연동),126.486786853647,33.4861786208647
