user_count,설치장소,행정시,읍면동,주소,X,Y
194255,7코스,서귀포시,강정동,서귀포시 강정동 2639-11,126.487886006079,33.2341331968954
59875,엉또폭포,서귀포시,강정동,서귀포시 염돈로 121-6,126.491986025125,33.2589298749555
209629,전기차충전소_강창학경기장,서귀포시,강정동,서귀포시 중산간서로 95(강정동),126.501775286788,33.2598740836071
34221,한국야구명예전당,서귀포시,강정동,서귀포시 강정동 1479-1,126.498477172172,33.2599818234053
292668,문화공원,서귀포시,강정동,서귀포시 강정동 176(김정문화로 32),126.507973699329,33.2507297622999
210118,중앙도서관,서귀포시,강정동,서귀포시 강정동 176(김정문화로 32),126.507973699329,33.2507297622999
2350,서귀포올림픽기념국민생활관,서귀포시,강정동,서귀포시 강정동 1480,126.499286566609,33.2609429721183
2814,문화2공원,서귀포시,강정동,서귀포시 강정동 138,126.508200533696,33.2577242181249
22377,바다어린이공원,서귀포시,강정동,서귀포시 강정동 199-1,126.502464334962,33.2523095836527
14624,대청공원,서귀포시,강정동,서귀포시 강정동 169-8,126.505284384619,33.2533302953336
1310,문화1공원,서귀포시,강정동,서귀포시 강정동 123,126.508800346904,33.2597535347542
3362,돌고래하우스 캠핑장,서귀포시,강정동,서귀포시 강정동 798,126.499619146881,33.2328114619549
5613,강창학종합경기장,서귀포시,강정동,서귀포시 강정동 1461,126.501288803593,33.2595914573918
6927,강정제1호공원,서귀포시,강정동,서귀포시 강정동 201,126.504256743808,33.2537148943038
1389,서귀포인라인롤러장,서귀포시,강정동,서귀포시 강정동 1460,126.500552844889,33.2583403830867
825,서귀포궁도장,서귀포시,강정동,서귀포시 강정동 1475,126.497619447835,33.2595176304323
1741,서귀포야구장,서귀포시,강정동,서귀포시 강정동 1450,126.502996366187,33.2598933961384
1148,강창학파크 골프장,서귀포시,강정동,서귀포시 강정동 1353,126.499704470955,33.2573285944037
931056,서부두 명품회집거리,제주시,건입동,제주시 서부두길 18-2,126.528402024971,33.5179328710011
20145,전기차충전소_건입동주민센터,제주시,건입동,제주시 만덕로 18,126.531503419813,33.5150497238423
145210,전기차충전소_제주시 평생학습센터,제주시,건입동,제주시 사라봉동길 15,126.547108966215,33.5140901343291
255537,제주항국제여객터미널,제주시,건입동,제주시 건입동 908-18(제주시 임항로 191),126.54357955828,33.5265558203126
130642,제주항연안여객터미널,제주시,건입동,제주시 건입동 918-30(임항로111),126.534894057168,33.5196230143805
2723400,탑동 테마거리,제주시,건입동,제주시 중앙로 1,126.525124799154,33.5181484529192
414973,흑돼지 거리,제주시,건입동,제주시 관덕로15길 31,126.526804310707,33.516064724459
22111,전기차충전소_제주소방서 항만119센터,제주시,건입동,제주시 건입동 902-2,126.53931550165,33.5201622791693
236340,사라봉공원,제주시,건입동,제주시 건입동 387-1(사라봉동길 74) 정상 화장실 외벽,126.545583532529,33.5180757107282
19293,전기차충전소_제주항여객터미널,제주시,건입동,제주시 건입동 918-25(임항로 111),126.53560686607,33.5196997093394
6632,1-12호공원,제주시,건입동,제주시 건입동 671,126.540021607309,33.5167888984347
31630,산지천거리,제주시,건입동,제주시 건입동 1136(산지로 25),126.529218824552,33.5147446196608
306664,20코스,제주시,구좌읍,제주시 구좌읍 김녕항1길 30,126.744624661546,33.5577041599356
102068,21코스,제주시,구좌읍,제주시 구좌읍 종달리 478-14,126.910861195051,33.4971210100645
9825,구좌체육관,제주시,구좌읍,제주시 구좌읍 김녕리 497-1,126.762179075482,33.5562753899747
325840,김녕 성세기 해변,제주시,구좌읍,제주시 구좌읍 김녕리 497-4번지,126.759880601197,33.5570245950247
64603,김녕미로공원,제주시,구좌읍,제주시 구좌읍 만장굴길 122,126.772020633232,33.5362520811345
186579,만장굴,제주시,구좌읍,제주시 구좌읍 만장굴길 182,126.771615754394,33.5283774190149
67100,메이즈랜드,제주시,구좌읍,제주시 구좌읍 비자림로 2134-47,126.801223039785,33.4891471622224
203717,비자림,제주시,구좌읍,제주시 구좌읍 비자숲길 62,126.810247747417,33.4912423912894
291750,세화 해변,제주시,구좌읍,제주시 구좌읍 해맞이해안로 1391,126.856639903597,33.5275425597994
110192,세화공원,제주시,구좌읍,제주시 구좌읍 상도리 471-32,126.863796050704,33.5215852909511
20621,신재생에너지관,제주시,구좌읍,제주시 구좌읍 해맞이해안로 712-3,126.818649374173,33.5593171269025
522155,월정리 해변,제주시,구좌읍,제주시 구좌읍 월정리 33-3번지,126.798640676717,33.555112541169
106724,전기차충전소_구좌읍사무소,제주시,구좌읍,제주시 구좌읍 세화리 1561-7,126.852077241988,33.5223598491043
9825,전기차충전소_구좌체육관,제주시,구좌읍,제주시 구좌읍 김녕리 497-1,126.762179075482,33.5562753899747
81849,전기차충전소_세화오일장,제주시,구좌읍,제주시 구좌읍 세화리 1500-41,126.856419773395,33.5250581277971
49791,전기차충전소_해녀박물관,제주시,구좌읍,제주시 구좌읍 하도리 3204-1,126.864316096804,33.5226740931334
14244,전기차충전소_환경성질환예방관리센터,제주시,구좌읍,제주시 구좌읍 평대리 2981,126.810477107812,33.485981701864
60611,제주레일바이크,제주시,구좌읍,제주시 구좌읍 용눈이오름로 641,126.836601057516,33.464318039397
150788,제주아트랜드,제주시,구좌읍,제주시 구좌읍 번영로 2172-80,126.743049831145,33.4241050089803
49791,해녀박물관,제주시,구좌읍,제주시 구좌읍 하도리 3204-1,126.864316096804,33.5226740931334
67377,하도 해변,제주시,구좌읍,제주시 구좌읍 해맞이해안로 1973,126.898776994834,33.5135069291318
33300,종달리해변,제주시,구좌읍,제주시 구좌읍 종달리 622-5,126.90559007394,33.4885187698592
46494,동녁도서관,제주시,구좌읍,제주시 구좌읍 세화리 1198-1(일주동로 3132),126.854745426549,33.520678727536
56468,세화어린이공원,제주시,구좌읍,제주시 구좌읍 세화리 3645-1,126.854599903316,33.525948588389
37609,전기차충전소_동부농업기술센터,제주시,구좌읍,제주시 구좌읍 김녕리 1892(김녕남6길 8),126.750397666464,33.5502224321506
655,전기차충전소_구좌농공단지(제주이야기),제주시,구좌읍,제주시 구좌읍 행원로13길 67,126.816853444529,33.5530345172983
113293,서귀포시 동부보건소,서귀포시,남원읍,서귀포시 남원읍 남원리 2359-1,126.703397545441,33.2755844867881
406368,전기차충전소_남원 동부보건소,서귀포시,남원읍,서귀포시 남원읍 남원리 2359-1,126.703397545441,33.2755844867881
77222,전기차충전소_남원생활체육관,서귀포시,남원읍,서귀포시 남원읍 태위로 551-28,126.705244008222,33.2781067761571
111936,전기차충전소_남원읍 공영주차장,서귀포시,남원읍,서귀포시 남원읍 남원리 84-2,126.721376588033,33.2788118193528
171748,전기차충전소_남원읍사무소,서귀포시,남원읍,서귀포시 남원읍 태위로 695,126.72067701087,33.2798959047941
250504,전기차충전소_서귀포농업기술센터,서귀포시,남원읍,서귀포시 남원읍 하례리 1558,126.607590525889,33.2881329265268
30379,큰엉(남원관광지구),서귀포시,남원읍,서귀포시 남원읍 태위로 522-17,126.703711977934,33.2733498193692
113735,휴애리생활공원,서귀포시,남원읍,서귀포시 남원읍 신례리 2081,126.633720245851,33.3088651460315
42218,서귀포농업기술센터,서귀포시,남원읍,서귀포시 남원읍 하례리 1558,126.607590525889,33.2881329265268
382562,5코스,서귀포시,남원읍,서귀포시 남원읍 남원리 91-6,126.719663259418,33.277808778528
115458,제남도서관,서귀포시,남원읍,서귀포시 남원읍 남원체육관로 183,126.70495818819,33.2795644875784
2919,전기차충전소_(재)테크노파크 생물종다양성연구소,서귀포시,남원읍,서귀포시 남원읍 신례리 2162-43,126.635043283202,33.3156422219602
6753,망장포구,서귀포시,남원읍,서귀포시 남원읍 하례리 64-10,126.639455011176,33.2593078492533
7989,전기차충전소_위미3리사무소,서귀포시,남원읍,서귀포시 남원읍 태위로 381-5(위미리 165-2),126.687981768536,33.2757553896759
1496,전기차충전소_의귀교회,서귀포시,남원읍,서귀포시 남원읍 남조로381번길 7(의귀리 1482-14),126.713613549417,33.3118815528967
4025,공천포 포구,서귀포시,남원읍,서귀포시 남원읍 신례리 72-19,126.641410220915,33.262681279085
8367,전기차충전소_머체왓숲길영농조합,서귀포시,남원읍,서귀포시 남원읍 서성로 755(한남리 1622-3),126.673899820322,33.3305225860707
523,전기차충전소_위미2리 다목적회관,서귀포시,남원읍,서귀포시 남원읍 위미중앙로 78(위미리 2654-2),126.66145575824,33.2831158682831
3682,전기차충전소_위미2리사무소,서귀포시,남원읍,서귀포시 남원읍 태위로 197(위미리 1572-7),126.668603152467,33.2753884997879
7383,태흥2리체육공원,서귀포시,남원읍,서귀포시 남원읍 태흥리 364-5,126.74985548841,33.2864747722259
587,전기차충전소_수망리사무소(다목적 건물),서귀포시,남원읍,서귀포시 남원읍 태수로 599-36(수망리 311-2),126.713311918974,33.3287057405567
446,삼다정궁도장,서귀포시,남원읍,서귀포시 남원읍 한남리 485-2,126.683422052304,33.2992797363619
27862,석굴암(천왕사 숲길),제주시,노형동,제주시 노형동 산 20,126.503542399748,33.404925175444
