ctprvn_nm|signgu_nm|emd_nm|regist_se|inqire_ym|managt_cnt|ldadng_dt
서울특별시|서울특별시 관악구|서울특별시 관악구청|혼인|201605|325|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|개명|201605|57|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|사망|201605|112|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|이혼|201605|71|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|출생|201605|255|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|혼인|201605|220|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|개명|201605|80|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|사망|201605|163|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|이혼|201605|60|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|출생|201605|334|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|혼인|201605|237|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|개명|201605|38|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|사망|201605|116|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|이혼|201605|38|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|출생|201605|160|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|혼인|201605|196|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|개명|201605|78|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|사망|201605|265|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|이혼|201605|80|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|출생|201605|355|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|혼인|201605|236|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|개명|201605|72|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|사망|201605|156|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|이혼|201605|125|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|출생|201605|190|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|혼인|201605|98|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|개명|201605|74|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|사망|201605|175|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|이혼|201605|35|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|출생|201605|213|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|혼인|201605|156|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|개명|201605|80|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|사망|201605|136|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|이혼|201605|30|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|출생|201605|283|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|혼인|201605|176|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|개명|201605|90|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|사망|201605|154|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|이혼|201605|62|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|출생|201605|293|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|혼인|201605|243|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|개명|201605|57|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|사망|201605|141|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|이혼|201605|38|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|출생|201605|199|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|혼인|201605|125|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|개명|201605|102|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|사망|201605|160|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|이혼|201605|248|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|출생|201605|385|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|혼인|201605|522|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|개명|201605|36|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|사망|201605|114|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|이혼|201605|39|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|출생|201605|232|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|혼인|201605|169|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|개명|201605|107|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|사망|201605|171|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|이혼|201605|47|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|출생|201605|249|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|혼인|201605|174|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|개명|201605|102|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|사망|201605|243|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|이혼|201605|82|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|출생|201605|518|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|혼인|201605|359|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|개명|201605|185|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|사망|201605|177|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|이혼|201605|119|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|출생|201605|311|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|혼인|201605|185|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|개명|201605|83|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|사망|201605|129|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|이혼|201605|50|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|출생|201605|303|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|혼인|201605|272|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|개명|201605|54|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|사망|201605|95|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|이혼|201605|37|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|출생|201605|168|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|혼인|201605|171|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|개명|201605|90|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|사망|201605|222|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|이혼|201605|63|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|출생|201605|325|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|혼인|201605|186|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|개명|201605|55|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|사망|201605|85|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|이혼|201605|40|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|출생|201605|101|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|혼인|201605|352|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|개명|201605|97|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|사망|201605|67|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|이혼|201605|18|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|출생|201605|111|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|혼인|201605|125|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|개명|201605|72|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|사망|201605|195|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|이혼|201605|54|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|출생|201605|261|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|혼인|201605|208|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|개명|201605|6|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|사망|201605|216|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|이혼|201605|114|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|출생|201605|663|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|혼인|201605|433|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|개명|201606|155|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|사망|201606|167|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|이혼|201606|70|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|출생|201606|375|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|혼인|201606|387|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|개명|201606|55|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|사망|201606|141|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|이혼|201606|65|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|출생|201606|251|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|혼인|201606|213|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|개명|201606|77|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|사망|201606|183|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|이혼|201606|64|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|출생|201606|194|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|혼인|201606|142|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|개명|201606|74|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|사망|201606|224|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|이혼|201606|51|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|출생|201606|450|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|혼인|201606|324|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|개명|201606|69|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|사망|201606|172|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|이혼|201606|62|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|출생|201606|327|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|혼인|201606|302|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|개명|201606|82|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|사망|201606|113|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|이혼|201606|74|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|출생|201606|248|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|혼인|201606|218|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|개명|201606|72|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|사망|201606|136|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|이혼|201606|52|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|출생|201606|331|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|혼인|201606|220|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|개명|201606|40|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|사망|201606|78|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|이혼|201606|25|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|출생|201606|116|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|혼인|201606|173|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|개명|201606|81|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|사망|201606|238|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|이혼|201606|88|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|출생|201606|348|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|혼인|201606|233|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|개명|201606|72|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|사망|201606|142|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|이혼|201606|109|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|출생|201606|177|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|혼인|201606|108|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|개명|201606|78|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|사망|201606|155|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|이혼|201606|47|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|출생|201606|206|2017-11-21 16:58:47
서울특별시|서울특별시 동대문구|서울특별시 동대문구청|혼인|201606|166|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|개명|201606|51|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|사망|201606|125|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|이혼|201606|36|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|출생|201606|245|2017-11-21 16:58:47
서울특별시|서울특별시 동작구|서울특별시 동작구청|혼인|201606|201|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|개명|201606|64|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|사망|201606|134|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|이혼|201606|59|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|출생|201606|262|2017-11-21 16:58:47
서울특별시|서울특별시 마포구|서울특별시 마포구청|혼인|201606|208|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|개명|201606|48|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|사망|201606|128|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|이혼|201606|37|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|출생|201606|173|2017-11-21 16:58:47
서울특별시|서울특별시 서대문구|서울특별시 서대문구청|혼인|201606|143|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|개명|201606|129|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|사망|201606|146|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|이혼|201606|278|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|출생|201606|351|2017-11-21 16:58:47
서울특별시|서울특별시 서초구|서울특별시 서초구청|혼인|201606|582|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|개명|201606|49|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|사망|201606|116|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|이혼|201606|48|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|출생|201606|194|2017-11-21 16:58:47
서울특별시|서울특별시 성동구|서울특별시 성동구청|혼인|201606|159|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|개명|201606|80|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|사망|201606|186|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|이혼|201606|51|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|출생|201606|294|2017-11-21 16:58:47
서울특별시|서울특별시 성북구|서울특별시 성북구청|혼인|201606|201|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|개명|201606|118|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|사망|201606|214|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|이혼|201606|98|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|출생|201606|479|2017-11-21 16:58:47
서울특별시|서울특별시 송파구|서울특별시 송파구청|혼인|201606|414|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|개명|201606|187|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|사망|201606|146|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|이혼|201606|219|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|출생|201606|241|2017-11-21 16:58:47
서울특별시|서울특별시 양천구|서울특별시 양천구청|혼인|201606|187|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|개명|201606|65|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|사망|201606|166|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|이혼|201606|45|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|출생|201606|292|2017-11-21 16:58:47
서울특별시|서울특별시 영등포구|서울특별시 영등포구청|혼인|201606|307|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|개명|201606|52|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|사망|201606|89|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|이혼|201606|40|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|출생|201606|124|2017-11-21 16:58:47
서울특별시|서울특별시 용산구|서울특별시 용산구청|혼인|201606|184|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|개명|201606|107|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|사망|201606|205|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|이혼|201606|57|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|출생|201606|309|2017-11-21 16:58:47
서울특별시|서울특별시 은평구|서울특별시 은평구청|혼인|201606|208|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|개명|201606|50|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|사망|201606|73|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|이혼|201606|43|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|출생|201606|112|2017-11-21 16:58:47
서울특별시|서울특별시 종로구|서울특별시 종로구청|혼인|201606|353|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|개명|201606|78|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|사망|201606|60|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|이혼|201606|20|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|출생|201606|73|2017-11-21 16:58:47
서울특별시|서울특별시 중구|서울특별시 중구청|혼인|201606|112|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|개명|201606|76|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|사망|201606|181|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|이혼|201606|61|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|출생|201606|257|2017-11-21 16:58:47
서울특별시|서울특별시 중랑구|서울특별시 중랑구청|혼인|201606|174|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|개명|201606|7|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|사망|201606|226|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|이혼|201606|137|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|출생|201606|756|2017-11-21 16:58:47
서울특별시|재외국민 가족관계등록사무소|재외국민 가족관계등록사무소|혼인|201606|466|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|개명|201607|177|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|사망|201607|164|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|이혼|201607|69|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|출생|201607|361|2017-11-21 16:58:47
서울특별시|서울특별시 강남구|서울특별시 강남구청|혼인|201607|334|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|개명|201607|64|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|사망|201607|155|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|이혼|201607|66|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|출생|201607|296|2017-11-21 16:58:47
서울특별시|서울특별시 강동구|서울특별시 강동구청|혼인|201607|176|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|개명|201607|50|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|사망|201607|104|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|이혼|201607|54|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|출생|201607|130|2017-11-21 16:58:47
서울특별시|서울특별시 강북구|서울특별시 강북구청|혼인|201607|92|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|개명|201607|68|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|사망|201607|212|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|이혼|201607|56|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|출생|201607|439|2017-11-21 16:58:47
서울특별시|서울특별시 강서구|서울특별시 강서구청|혼인|201607|324|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|개명|201607|93|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|사망|201607|156|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|이혼|201607|57|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|출생|201607|314|2017-11-21 16:58:47
서울특별시|서울특별시 관악구|서울특별시 관악구청|혼인|201607|252|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|개명|201607|77|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|사망|201607|115|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|이혼|201607|69|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|출생|201607|243|2017-11-21 16:58:47
서울특별시|서울특별시 광진구|서울특별시 광진구청|혼인|201607|190|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|개명|201607|48|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|사망|201607|119|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|이혼|201607|54|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|출생|201607|284|2017-11-21 16:58:47
서울특별시|서울특별시 구로구|서울특별시 구로구청|혼인|201607|207|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|개명|201607|41|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|사망|201607|96|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|이혼|201607|34|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|출생|201607|132|2017-11-21 16:58:47
서울특별시|서울특별시 금천구|서울특별시 금천구청|혼인|201607|153|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|개명|201607|88|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|사망|201607|218|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|이혼|201607|84|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|출생|201607|344|2017-11-21 16:58:47
서울특별시|서울특별시 노원구|서울특별시 노원구청|혼인|201607|218|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|개명|201607|55|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|사망|201607|109|2017-11-21 16:58:47
서울특별시|서울특별시 도봉구|서울특별시 도봉구청|이혼|201607|120|2017-11-21 16:58:47
