,행정구역명,행정구역코드,고령자,수급자,중증장애,매출액,고령자_zscore,수급자_zscore,중증장애_zscore,매출액_zscore,고령자_tscore,수급자_tscore,중증장애_tscore,매출액_tscore,의료가중지수
161,사직동,1101053,1774,125,136,249642989.3,-1.307802834,-1.121813975,-0.922484844,-0.148124366,36.92197166,38.78186025,40.77515156,48.51875634,43.52749199
162,삼각산동,1109073,4504,1319,484,301149013.9,0.482197001,0.561666573,0.598417903,0.130667063,54.82197001,55.61666573,55.98417903,51.30667063,53.3486682
163,삼선동,1108082,3948,865,330,293714719.8,0.117640258,-0.078450821,-0.074625267,0.090426771,51.17640258,49.21549179,49.25374733,50.90426771,50.45684385
164,삼성1동,1123058,2154,168,107,521991347.5,-1.058645348,-1.061186116,-1.04922674,1.326040813,39.41354652,39.38813884,39.5077326,63.26040813,51.34430424
165,삼성2동,1123059,3652,466,226,318072704.6,-0.07644031,-0.641020954,-0.529147927,0.222271491,49.2355969,43.58979046,44.70852073,52.22271491,49.17525526
166,삼성동,1121082,5549,1612,543,157667156.6,1.167380088,0.974781984,0.856272104,-0.645970473,61.67380088,59.74781984,58.56272104,43.54029527,51.88111642
167,삼양동,1109069,4945,1735,451,312450273.7,0.771350821,1.14820586,0.454194366,0.191838438,57.71350821,61.4820586,54.54194366,51.91838438,55.07899705
168,삼전동,1124064,3988,1196,331,139055406.2,0.143867362,0.388242698,-0.070254857,-0.746712018,51.43867362,53.88242698,49.29745143,42.53287982,47.14578079
169,삼청동,1101054,625,45,39,152958817.7,-2.061176391,-1.234609991,-1.346414633,-0.671455735,29.38823609,37.65390009,36.53585367,43.28544265,38.67678277
170,상계10동,1111074,2734,437,224,37460073.68,-0.678352343,-0.68190951,-0.537888747,-1.296626482,43.21647657,43.1809049,44.62111253,37.03373518,40.29446033
171,상계1동,1111065,7102,1908,769,290188262.7,2.185647394,1.392127245,1.843984808,0.07133879,71.85647394,63.92127245,68.43984808,50.7133879,59.46919243
172,상계2동,1111066,3392,1038,354,177617612.3,-0.246916485,0.165470565,0.030264578,-0.537982794,47.53083515,51.65470565,50.30264578,44.62017206,47.14365727
173,상계3.4동,1111076,6120,2610,601,129669263.5,1.541771995,2.381912291,1.109755895,-0.797517262,65.41771995,73.81912291,61.09755895,42.02482738,54.65149906
174,상계5동,1111069,5037,2059,466,172965228.4,0.83167316,1.605029727,0.519750519,-0.563165183,58.3167316,66.05029727,55.19750519,44.36834817,52.30601057
175,상계6.7동,1111077,5086,1077,506,440107811.9,0.863801362,0.220458623,0.694566927,0.882822217,58.63801362,52.20458623,56.94566927,58.82822217,57.39572506
176,상계8동,1111072,2918,353,269,1030734486,-0.557707665,-0.800345327,-0.341220289,4.079761908,44.42292335,41.99654673,46.58779711,90.79761908,67.45626452
177,상계9동,1111073,3487,528,267,678728280,-0.184627113,-0.553604041,-0.349961109,2.174425322,48.15372887,44.46395959,46.50038891,71.74425322,59.09661392
178,상도1동,1120053,7096,1231,561,318301399,2.181713328,0.437590955,0.934939488,0.223509366,71.81713328,54.37590955,59.34939488,52.23509366,57.41543202
179,상도2동,1120054,4320,522,334,232225771,0.361552324,-0.562063742,-0.057143626,-0.242400156,53.61552324,44.37936258,49.42856374,47.57599844,48.45606278
180,상도3동,1120055,4438,1141,388,146642955.8,0.43892228,0.310695436,0.178858524,-0.705642186,54.3892228,53.10695436,51.78858524,42.94357814,48.1169238
181,상도4동,1120056,5145,1386,492,194974503,0.90248634,0.656133237,0.633381184,-0.444033544,59.0248634,56.56133237,56.33381184,45.55966456,51.5247646
182,상봉1동,1107059,3796,1714,649,185402794.9,0.017977264,1.118596905,1.319535585,-0.495843215,50.17977264,61.18596905,63.19535585,45.04156785,51.16370252
183,상봉2동,1107060,3044,1103,259,180593088.4,-0.475092288,0.257117328,-0.384924391,-0.521877159,45.24907712,52.57117328,46.15075609,44.78122841,46.40922947
184,상암동,1114074,4064,1219,533,419668596.9,0.193698859,0.420671552,0.812568002,0.772188985,51.93698859,54.20671552,58.12568002,57.72188985,56.00022786
185,상일동,1125052,2946,542.5,329.5,277008598.3,-0.539348692,-0.533159763,-0.076810472,-3.23E-16,44.60651308,44.66840237,49.23189528,50,47.89225994
187,서강동,1114076,3227,346,259,97922138.16,-0.355103288,-0.810214979,-0.384924391,-0.969357867,46.44896712,41.89785021,46.15075609,40.30642133,42.54397239
188,서교동,1114066,3338,418,230,312282943.1,-0.282323075,-0.708698564,-0.511666286,0.190932713,47.17676925,42.91301436,44.88333714,51.90932713,48.51021207
189,서림동,1121066,3539,1200,316,208034527.1,-0.150531878,0.393882498,-0.13581101,-0.373342342,48.49468122,53.93882498,48.6418899,46.26657658,48.35175514
190,서빙고동,1103069,2161,326,141,139808583.5,-1.054055605,-0.838413983,-0.900632794,-0.742635225,39.45944395,41.61586017,40.99367206,42.57364775,41.5856972
191,서원동,1121064,3323,918,278,399292665.5,-0.292158239,-0.00372346,-0.301886597,0.661898295,47.07841761,49.9627654,46.98113403,56.61898295,52.34130069
192,서초1동,1122051,3022,356,184,199228051.8,-0.489517195,-0.796115477,-0.712705155,-0.421009967,45.10482805,42.03884523,42.87294845,45.78990033,44.63183225
193,서초2동,1122052,3217,157,174,295802707.7,-0.361660064,-1.076695568,-0.756409257,0.101728616,46.38339936,39.23304432,42.43590743,51.01728616,46.95559414
194,서초3동,1122053,4827,359,276,203385798.7,0.693980864,-0.791885626,-0.310627417,-0.398504945,56.93980864,42.08114374,46.89372583,46.01495055,47.62135289
195,서초4동,1122054,4297,70,178,302574116.7,0.346471739,-1.199361236,-0.738927616,0.138380849,53.46471739,38.00638764,42.61072384,51.38380849,48.36230604
196,석관동,1108085,7197,1886,554,132388761.4,2.247936766,1.361108341,0.904346616,-0.782797184,72.47936766,63.61108341,59.04346616,42.17202816,54.09426048
197,석촌동,1124063,4493,995,355,329155466.3,0.474984548,0.104842706,0.034634988,0.282260182,54.74984548,51.04842706,50.34634988,52.82260182,52.58803847
198,성내1동,1125065,3113,331,228,149462298.2,-0.429850534,-0.831364232,-0.520407107,-0.69038167,45.70149466,41.68635768,44.79592893,43.0961833,43.58299429
199,성내2동,1125066,4371,930,367,430117285.9,0.394991881,0.013195942,0.08707991,0.828745572,53.94991881,50.13195942,50.8707991,58.28745572,55.06565441
200,성내3동,1125067,3849,706,315,234032766.7,0.052728176,-0.302632904,-0.14018142,-0.232619263,50.52728176,46.97367096,48.5981858,47.67380737,48.23752568
201,성북동,1108081,3076,416,200,30148070.56,-0.454110605,-0.711518464,-0.642778592,-1.336204839,45.45889395,42.88481536,43.57221408,36.63795161,40.36212404
202,성산1동,1114072,2953,584,229,98807311.56,-0.534758949,-0.474646829,-0.516036697,-0.964566607,44.65241051,45.25353171,44.83963303,40.35433393,42.63197125
203,성산2동,1114073,6288,2194,939,265592796.1,1.651925831,1.795373005,2.586954541,-0.061791369,66.51925831,67.95373005,75.86954541,49.38208631,59.37049075
204,성수1가1동,1104065,2292,515,213,120084580.3,-0.96816184,-0.571933394,-0.58596326,-0.849397164,40.3183816,44.28066606,44.1403674,41.50602836,42.08335299
205,성수1가2동,1104066,1943,268,133,229454163.2,-1.196993321,-0.920191095,-0.935596075,-0.257402294,38.03006679,40.79808905,40.64403925,47.42597706,43.53917238
206,성수2가1동,1104067,2899,818,245,249843838.8,-0.570165539,-0.144718481,-0.446110133,-0.147037209,44.29834461,48.55281519,45.53889867,48.52962791,47.31358787
207,성수2가3동,1104068,1913,250,147,199712845.2,-1.216663648,-0.945570199,-0.874410332,-0.41838588,37.83336352,40.54429801,41.25589668,45.8161412,42.72698254
208,성현동,1121079,5374,1570,552,185599075,1.052636509,0.915564075,0.895605796,-0.494780791,60.52636509,59.15564075,58.95605796,45.05219209,52.35311344
209,세곡동,1123076,6564,2342,920,195256248.1,1.832892848,2.004045636,2.503916747,-0.442508517,68.32892848,70.04045636,75.03916747,45.57491483,58.09021891
210,소공동,1102052,292,49,7,170585388.1,-2.279517031,-1.22897019,-1.486267759,-0.576046765,27.20482969,37.7102981,35.13732241,44.23953235,38.55219958
211,송정동,1104069,1820,736,174,146334245.9,-1.277641665,-0.260334398,-0.756409257,-0.707313168,37.22358335,47.39665602,42.43590743,42.92686832,42.50705406
212,송중동,1109071,6013,1503,471,246635618.5,1.471614493,0.821097411,0.54160257,-0.16440264,64.71614493,58.21097411,55.4160257,48.3559736,54.23513947
213,송천동,1109072,6173,1887,490,196745753.4,1.576522908,1.362518291,0.624640364,-0.434446133,65.76522908,63.62518291,56.24640364,45.65553867,54.14602261
214,송파1동,1124061,3460,581,267,147595157.3,-0.202330408,-0.47887668,-0.349961109,-0.700488116,47.97669592,45.2112332,46.50038891,42.99511884,44.81741303
215,송파2동,1124062,2902,359,185,158998308.4,-0.568198507,-0.791885626,-0.708334745,-0.638765224,44.31801493,42.08114374,42.91665255,43.61234776,43.39855859
216,수궁동,1117069,4430,931,495,190153623.4,0.433676859,0.014605893,0.646492415,-0.470127966,54.33676859,50.14605893,56.46492415,45.29872034,49.35038972
217,수색동,1112068,2227,574,223,193947601.3,-1.010780883,-0.488746331,-0.542259158,-0.44959195,39.89219117,45.11253669,44.57740842,45.5040805,44.19734846
218,수서동,1123075,4645,3377,1257,608393573.7,0.574647542,3.4633441,3.976744982,1.793718144,55.74647542,84.633441,89.76744982,67.93718144,71.14966921
219,수유1동,1109063,4432,1536,525,177012940.9,0.434988214,0.867625768,0.777604721,-0.541255755,54.34988214,58.67625768,57.77604721,44.58744245,50.65404865
220,수유2동,1109064,4936,1372,399,149717596.1,0.765449722,0.636393934,0.226933036,-0.688999795,57.65449722,56.36393934,52.26933036,43.11000205,49.48325615
221,수유3동,1109065,4637,1718,387,212538499.7,0.569402121,1.124236706,0.174488114,-0.348963273,55.69402121,61.24236706,51.74488114,46.51036727,51.57951226
222,숭인1동,1101070,1192,296,84,157269714.8,-1.689407195,-0.880712489,-1.149746175,-0.648121743,33.10592805,41.19287511,38.50253825,43.51878257,40.40214732
223,숭인2동,1101071,1656,475,130,258378982.4,-1.38517279,-0.628331402,-0.948707306,-0.100838247,36.1482721,43.71668598,40.51292694,48.99161753,44.4399991
224,시흥1동,1118057,6274,1627,580,310962377.4,1.642746345,0.995931237,1.017977281,0.183784764,66.42746345,59.95931237,60.17977281,51.83784764,57.21976778
225,시흥2동,1118058,4077,1295,395,148524572.9,0.202222668,0.527827768,0.209451396,-0.695457382,52.02222668,55.27827768,52.09451396,43.04542618,48.11267126
226,시흥3동,1118059,2380,414,186,392456657.5,-0.910462211,-0.714338365,-0.703964335,0.624896401,40.89537789,42.85661635,42.96035665,56.24896401,49.17351002
227,시흥4동,1118060,4191,1275,360,260475206,0.276969914,0.499628764,0.056487039,-0.089491824,52.76969914,54.99628764,50.56487039,49.10508176,51.05143984
228,시흥5동,1118061,4400,1768,426,241534270.8,0.414006531,1.194734216,0.344934112,-0.192015177,54.14006531,61.94734216,53.44934112,48.07984823,52.38988969
229,신길1동,1119063,3326,953,273,396316167.8,-0.290191206,0.045624797,-0.323738648,0.64578713,47.09808794,50.45624797,46.76261352,56.4578713,52.32372332
230,신길3동,1119065,3144,811,299,180976079.7,-0.409524529,-0.154588132,-0.210107983,-0.519804106,45.90475471,48.45411868,47.89892017,44.80195894,46.0487662
231,신길4동,1119066,2335,707,216,122412528.7,-0.939967703,-0.301222954,-0.572852029,-0.836796462,40.60032297,46.98777046,44.27147971,41.63203538,42.69287708
232,신길5동,1119067,2047,577,175,258400313.3,-1.128802851,-0.484516481,-0.752038847,-0.100722787,38.71197149,45.15483519,42.47961153,48.99277213,45.45082796
233,신길6동,1119068,3329,529,283,231487334,-0.288224173,-0.552194091,-0.280034546,-0.246397162,47.11775827,44.47805909,47.19965454,47.53602838,46.875183
234,신길7동,1119069,2568,289,199,145441754.1,-0.787194823,-0.890582141,-0.647149002,-0.712144041,42.12805177,41.09417859,43.52850998,42.87855959,42.49743515
235,신내1동,1107069,6797,2097,763,884181044.6,1.985665727,1.658607835,1.817762347,3.286498527,69.85665727,66.58607835,68.17762347,82.86498527,75.57859073
236,신내2동,1107070,4101,1440,725,525781375.8,0.21795893,0.732270548,1.651686759,1.34655545,52.1795893,57.32270548,66.51686759,63.4655545,60.51477702
237,신당5동,1102065,1824,511,175,336954759.3,-1.275018954,-0.577573195,-0.752038847,0.324476137,37.24981046,44.22426805,42.47961153,53.24476137,47.12154113
238,신당동,1102069,1471,440,139,142865310.5,-1.506473146,-0.677679659,-0.909373614,-0.726089796,34.93526854,43.22320341,40.90626386,42.73910204,41.03394831
239,신대방1동,1120069,3920,597,294,295578047.3,0.099281285,-0.456317477,-0.231960034,0.100512576,50.99281285,45.43682523,47.68039966,51.00512576,49.61261983
240,신대방2동,1120070,3214,589,283,386354241.3,-0.363627097,-0.467597078,-0.280034546,0.591865288,46.36372903,45.32402922,47.19965454,55.91865288,51.06373418
241,신도림동,1117051,4740,188,327,277574850.9,0.636936914,-1.032987112,-0.087736498,0.003065008,56.36936914,39.67012888,49.12263502,50.03065008,49.3718008
242,신림동,1121069,1992,846,198,301851584.6,-1.164865118,-0.105239875,-0.651519412,0.134469932,38.35134882,48.94760125,43.48480588,51.34469932,47.34405038
243,신사1동,1112065,4965,1099,442,417612060.9,0.784464373,0.251477528,0.414860675,0.761057383,57.84464373,52.51477528,54.14860675,57.61057383,56.33287717
244,신사2동,1112066,3866,1119,341,210136407.4,0.063874695,0.279676532,-0.026550755,-0.3619653,50.63874695,52.79676532,49.73449245,46.380347,48.77416838
245,관악구 신사동,1121068,3604,1249,325,170320514.6,-0.107912835,0.462970059,-0.096477318,-0.57748047,48.92087165,54.62970059,49.03522682,44.2251953,47.58637294
246,강남구 신사동,1123051,3032,246,156,346582939.4,-0.482960419,-0.95121,-0.835076641,0.376591479,45.17039581,40.4879,41.64923359,53.76591479,48.20857326
247,신수동,1114063,3242,410,220,284954117.6,-0.345268124,-0.719978166,-0.555370388,0.043007448,46.54731876,42.80021834,44.44629612,50.43007448,47.57032622
248,신원동,1121065,3262,1123,320,104555398.8,-0.332154572,0.285316332,-0.118329369,-0.933453402,46.67845428,52.85316332,48.81670631,40.66546598,45.01981571
249,신월1동,1115057,4260,1804,452,136564943.4,0.322211668,1.245492424,0.458564777,-0.760192376,53.22211668,62.45492424,54.58564777,42.39807624,49.59627917
250,신월2동,1115058,3918,785,328,248821489,0.09796993,-0.191246838,-0.083366087,-0.152570977,50.9796993,48.08753162,49.16633913,48.47429023,48.9941954
251,신월3동,1115059,3022,1516,332,140487674.1,-0.489517195,0.839426764,-0.065884447,-0.738959449,45.10482805,58.39426764,49.34115553,42.61040551,46.71280965
252,신월4동,1115060,3312,414,300,223759288.8,-0.299370693,-0.714338365,-0.205737573,-0.288227468,47.00629307,42.85661635,47.94262427,47.11772532,46.45285717
253,신월5동,1115061,2467,767,253,215947515,-0.853418261,-0.216625941,-0.411146852,-0.33051098,41.46581739,47.83374059,45.88853148,46.6948902,45.74757962
254,신월6동,1115062,1846,268,155,302762133.6,-1.260594047,-0.920191095,-0.839447051,0.139398546,37.39405953,40.79808905,41.60552949,51.39398546,45.5161614
255,신월7동,1115063,4406,1072,391,167648500.4,0.417940597,0.213408872,0.191969755,-0.591943529,54.17940597,52.13408872,51.91969755,44.08056471,48.48959127
256,신정1동,1115064,2720,263,176,164662160.8,-0.687531829,-0.927240846,-0.747668437,-0.608107966,43.12468171,40.72759154,42.52331563,43.91892034,43.02713949
257,신정2동,1115065,2625,711,307,207118223.5,-0.749821201,-0.295583153,-0.175144701,-0.378302104,42.50178799,47.04416847,48.24855299,46.21697896,45.87264569
258,신정3동,1115066,7530,2380,884,280709750.9,2.466277405,2.057623743,2.34658198,0.020033572,74.66277405,70.57623743,73.4658198,50.20033572,61.56679169
259,신정4동,1115072,5878,1758,571,359456721.3,1.383098017,1.180634714,0.97864359,0.44627459,63.83098017,61.80634714,59.7864359,54.4627459,58.28698422
260,신정6동,1115069,2823,77,166,332416214.5,-0.619997037,-1.189491585,-0.791372539,0.299909935,43.80002963,38.10508415,42.08627461,52.99909935,47.18872966
261,신정7동,1115070,5000,1781,501,233663748.8,0.807413088,1.213063569,0.672714876,-0.234616681,58.07413088,62.13063569,56.72714876,47.65383319,53.40549761
262,신촌동,1113075,2124,534,189,600580122.3,-1.078315676,-0.54514434,-0.690853104,1.751425552,39.21684324,44.5485566,43.09146896,67.51425552,54.78292743
263,쌍문1동,1110051,4614,1275,393,179878153.8,0.554321537,0.499628764,0.200710575,-0.525746952,55.54321537,54.99628764,52.00710575,44.74253048,49.60514687
264,쌍문2동,1110052,3908,1060,350,328237429.4,0.091413154,0.196489469,0.012782937,0.277291038,50.91413154,51.96489469,50.12782937,52.77291038,51.92911674
265,쌍문3동,1110053,3460,939,291,359418589,-0.202330408,0.025885494,-0.245071265,0.446068188,47.97669592,50.25885494,47.54928735,54.46068188,51.56464066
266,쌍문4동,1110054,3072,360,234,451957370.3,-0.456733315,-0.790475676,-0.494184646,0.946961419,45.43266685,42.09524324,45.05815354,59.46961419,51.82027723
267,아현동,1114078,3155,524,236,193942936.2,-0.402312075,-0.559243842,-0.485443825,-0.449617202,45.97687925,44.40756158,45.14556175,45.50382798,45.36180834
268,안암동,1108060,2112,482,242,496275765.5,-1.086183807,-0.618461751,-0.459221364,1.186847701,39.13816193,43.81538249,45.40778636,61.86847701,52.10553612
269,암사1동,1125072,6063,1922,630,129034820.5,1.504398372,1.411866548,1.236497791,-0.80095137,65.04398372,64.11866548,62.36497791,41.9904863,53.02042859
270,암사2동,1125058,2379,170,195,705624696.4,-0.911117889,-1.058366215,-0.664630643,2.320010045,40.88882111,39.41633785,43.35369357,73.20010045,57.09488527
271,암사3동,1125059,2670,133,207,452388177.2,-0.720315709,-1.110534373,-0.612185721,0.949293287,42.79684291,38.89465627,43.87814279,59.49293287,50.59716772
272,압구정동,1123077,5173,152,180,263669311.9,0.920845312,-1.083745319,-0.730186796,-0.072202791,59.20845312,39.16254681,42.69813204,49.27797209,48.67138887
273,약수동,1102071,3823,944,316,337498247.2,0.035680559,0.032935245,-0.13581101,0.327417924,50.35680559,50.32935245,48.6418899,53.27417924,51.59632366
274,양재1동,1122066,6995,2293,914,235205628.9,2.115489891,1.934958075,2.477694286,-0.226270804,71.15489891,69.34958075,74.77694286,47.73729196,59.58292025
275,양재2동,1122067,2977,678,267,203657555.4,-0.519022687,-0.34211151,-0.349961109,-0.397033982,44.80977313,46.5788849,46.50038891,46.02966018,45.94063819
276,양평1동,1119061,2396,314,225,174650410.1,-0.89997137,-0.855333385,-0.533518337,-0.554043644,41.0002863,41.44666615,44.66481663,44.45956356,43.26610769
277,양평2동,1119062,2535,278,194,133693101.8,-0.808832184,-0.906091593,-0.669001053,-0.775737059,41.91167816,40.93908407,43.30998947,42.24262941,42.08173873
278,여의동,1119054,6230,135,283,401365595.8,1.613896531,-1.107714473,-0.280034546,0.673118636,66.13896531,38.92285527,47.19965454,56.73118636,54.30484273
279,역삼1동,1123064,3706,1075,238,460372593.4,-0.04103372,0.217638723,-0.476703005,0.992511277,49.5896628,52.17638723,45.23296995,59.92511277,54.66547795
280,역삼2동,1123065,3665,570,218,253225298.9,-0.067916501,-0.494386132,-0.564111209,-0.128734067,49.32083499,45.05613868,44.35888791,48.71265933,47.65018192
281,역촌동,1112074,8445,2368,795,214694946.5,3.066222405,2.040704341,1.957615473,-0.337290874,80.66222405,70.40704341,69.57615473,46.62709126,60.46424238
282,연남동,1114071,2413,271,162,115049479.3,-0.888824851,-0.915961244,-0.808854179,-0.876651121,41.11175149,40.84038756,41.91145821,41.23348879,41.22509479
283,연희동,1113076,6114,929,467,163238789.1,1.53783793,0.011785992,0.524120929,-0.615812382,65.3783793,50.11785992,55.24120929,43.84187618,50.6723906
284,염리동,1114061,2101,405,187,176932225.4,-1.093396261,-0.727027917,-0.699593925,-0.541692651,39.06603739,42.72972083,43.00406075,44.58307349,42.95795296
285,염창동,1116051,4422,233,355,160216438.8,0.428431438,-0.969539352,0.034634988,-0.632171737,54.28431438,40.30460648,50.34634988,43.67828263,46.04260406
286,영등포동,1119074,3418,1635,368,321282180.1,-0.229868867,1.007210839,0.09145032,0.239643716,47.70131133,60.07210839,50.9145032,52.39643716,52.61541271
287,영등포본동,1119073,4225,1020,351,117832097,0.299262952,0.140091461,0.017153347,-0.861589389,52.99262952,51.40091461,50.17153347,41.38410611,46.5571807
288,오금동,1124060,6393,1605,582,190051623.9,1.720771979,0.964912333,1.026718102,-0.470680068,67.20771979,59.64912333,60.26718102,45.29319932,54.06013783
289,오류1동,1117067,4015,1099,377,291671361.9,0.161570657,0.251477528,0.130784012,0.079366498,51.61570657,52.51477528,51.30784012,50.79366498,51.32353949
290,오류2동,1117073,7128,1774,831,277008598.3,2.202695011,1.203193918,2.11495024,-3.23E-16,72.02695011,62.03193918,71.1495024,50,59.15466718
291,오륜동,1124059,2856,9,134,694752075.9,-0.598359676,-1.285368199,-0.931225665,2.261158806,44.01640324,37.14631801,40.68774335,72.61158806,56.69564825
292,옥수동,1104073,4097,532,242,112661253.3,0.21533622,-0.54796424,-0.459221364,-0.889578093,52.1533622,44.5203576,45.40778636,41.10421907,44.44981785
293,왕십리2동,1104052,2552,549,210,105895878.9,-0.797685665,-0.523995087,-0.59907449,-0.926197662,42.02314335,44.76004913,44.0092551,40.73802338,42.10780585
294,왕십리도선동,1104071,3801,921,370,134788444,0.021255652,0.000506391,0.100191141,-0.769808199,50.21255652,50.00506391,51.00191141,42.30191801,46.31959542
295,용강동,1114059,2956,431,194,61469753.25,-0.532791916,-0.690369211,-0.669001053,-1.166667066,44.67208084,43.09630789,43.30998947,38.33332934,41.0566834
296,용답동,1104070,2180,918,229,145506025.1,-1.04159773,-0.00372346,-0.516036697,-0.711796155,39.5840227,49.9627654,44.83963303,42.88203845,43.70626184
297,용문동,1103059,2148,441,168,134741015.5,-1.062579414,-0.676269709,-0.782631718,-0.77006492,39.37420586,43.23730291,42.17368282,42.2993508,41.86275494
298,용산2가동,1103052,2041,605,155,340548087.9,-1.132736916,-0.445037875,-0.839447051,0.343926079,38.67263084,45.54962125,41.60552949,53.43926079,47.62603147
299,용신동,1106081,5732,1680,464,333492232.8,1.287369088,1.070658598,0.511009699,0.305734199,62.87369088,60.70658598,55.11009699,53.05734199,56.61582384
300,우이동,1109074,4864,1220,368,185465898.4,0.718240936,0.422081503,0.09145032,-0.495501649,57.18240936,54.22081503,50.9145032,45.04498351,49.81192916
301,우장산동,1116074,5829,694,442,280347536.9,1.350969815,-0.319552307,0.414860675,0.018072982,63.50969815,46.80447693,54.14860675,50.18072982,52.75166385
302,원효로1동,1103072,1980,388,191,166146974.3,-1.17273325,-0.75099707,-0.682112284,-0.600070978,38.2726675,42.4900293,43.17887716,43.99929022,42.48729338
303,원효로2동,1103057,2302,457,159,119735014.8,-0.961605064,-0.653710506,-0.82196541,-0.851289289,40.38394936,43.46289494,41.7803459,41.48710711,41.64889328
304,월계1동,1111051,4239,892,348,244636306.5,0.308442438,-0.040382165,0.004042116,-0.175224501,53.08442438,49.59617835,50.04042116,48.24775499,49.67514623
305,월계2동,1111052,5875,3136,1138,156433775.3,1.381130984,3.1235461,3.456666169,-0.65264651,63.81130984,81.235461,84.56666169,43.4735349,59.28606781
306,월계3동,1111053,6149,2079,905,415332849.3,1.560786646,1.633228731,2.438360594,0.748720483,65.60786646,66.33228731,74.38360594,57.48720483,62.77127673
307,월곡1동,1108071,4738,1018,430,183519787.8,0.635625558,0.137271561,0.362415752,-0.506035542,56.35625558,51.37271561,53.62415752,44.93964458,49.43431833
308,월곡2동,1108072,3619,748,295,249618083.1,-0.098077671,-0.243414995,-0.227589624,-0.148259178,49.01922329,47.56585005,47.72410376,48.51740822,48.3520855
309,위례동,1124082,3062,1090,466,162219135.3,-0.463290091,0.238787976,0.519750519,-0.621331556,45.36709909,52.38787976,55.19750519,43.78668444,47.03432914
310,은천동,1121078,5911,1638,618,161447950.8,1.404735378,1.011440689,1.184052869,-0.625505818,64.04735378,60.11440689,61.84052869,43.74494182,52.93202896
311,을지로동,1102060,472,148,17,442227880,-2.161495063,-1.08938512,-1.442563657,0.894297706,28.38504937,39.1061488,35.57436343,58.94297706,46.43886987
312,응봉동,1104058,2548,230,183,69584426.65,-0.800308375,-0.973769203,-0.717075565,-1.122744022,41.99691625,40.26230797,42.82924435,38.77255978,40.18522258
313,응암1동,1112059,5170,1155,458,253029819.6,0.91887828,0.330434739,0.484787238,-0.129792156,59.1887828,53.30434739,54.84787238,48.70207844,52.37304062
314,응암2동,1112060,4000,1081,364,268017383.7,0.151735493,0.226098424,0.07396868,-0.04866758,51.51735493,52.26098424,50.7396868,49.5133242,50.54826618
315,응암3동,1112073,5583,1914,440,221399961.9,1.189673127,1.400586947,0.406119854,-0.300998016,61.89673127,64.00586947,54.06119854,46.99001984,53.83303315
316,이문1동,1106089,3157,743,267,161125681.3,-0.40100072,-0.250464746,-0.349961109,-0.627250196,45.9899928,47.49535254,46.50038891,43.72749804,45.18598289
317,이문2동,1106090,3990,1009,353,204008606.8,0.145178717,0.124582009,0.025894167,-0.395133814,51.45178717,51.24582009,50.25894167,46.04866186,48.56507459
318,이촌1동,1103063,4342,68,190,360511667,0.375977231,-1.202181136,-0.686482694,0.451984793,53.75977231,37.97818864,43.13517306,54.51984793,50.04995807
319,이촌2동,1103064,1793,174,130,56228416.75,-1.29534496,-1.052726414,-0.948707306,-1.195037334,37.0465504,39.47273586,40.51292694,38.04962666,38.40596806
320,이태원1동,1103065,1393,254,89,248267153.3,-1.557615998,-0.939930398,-1.127894124,-0.155571481,34.42384002,40.60069602,38.72105876,48.44428519,43.05216475
321,이태원2동,1103066,1851,276,100,216581580.3,-1.257315659,-0.908911493,-1.079819611,-0.327078916,37.42684341,40.91088507,39.20180389,46.72921084,42.90960447
322,이화동,1101064,1360,288,102,523293874.9,-1.579253359,-0.891992091,-1.071078791,1.333091124,34.20746641,41.08007909,39.28921209,63.33091124,50.60711425
323,인수동,1109075,6978,2118,644,166439173.8,2.104343372,1.688216789,1.297683534,-0.598489363,71.04343372,66.88216789,62.97683534,44.01510637,55.79272373
324,인헌동,1121062,4023,761,320,207380115.5,0.166816078,-0.225085643,-0.118329369,-0.376884537,51.66816078,47.74914357,48.81670631,46.23115463,47.90739789
325,일원1동,1123073,3298,1696,576,450410655.9,-0.308550179,1.093217801,1.000495641,0.938589375,46.91449821,60.93217801,60.00495641,59.38589375,57.23959722
326,일원2동,1123074,3420,1311,642,501057731.5,-0.228557512,0.550386972,1.288942713,1.212731491,47.71442488,55.50386972,62.88942713,62.12731491,58.18089802
327,일원본동,1123072,3088,125,417,1918106026,-0.446242474,-1.121813975,0.30560042,8.882920017,45.53757526,38.78186025,53.0560042,138.8292002,91.94094121
328,자양1동,1105064,3479,1294,333,257945302.7,-0.189872534,0.526417818,-0.061514036,-0.103185665,48.10127466,55.26417818,49.38485964,48.96814335,49.94866524
329,자양2동,1105065,4022,883,361,167285089.7,0.1661604,-0.053071717,0.060857449,-0.593910596,51.661604,49.46928283,50.60857449,44.06089404,47.34596413
330,자양3동,1105066,4262,381,263,156028643.6,0.323523023,-0.760866722,-0.36744275,-0.654839404,53.23523023,42.39133278,46.3255725,43.45160596,45.58202883
331,자양4동,1105067,3732,1001,274,201338143.9,-0.023986102,0.113302407,-0.319368238,-0.409588476,49.76013898,51.13302407,46.80631762,45.90411524,47.70315433
332,잠실2동,1124079,3706,33,193,720189510,-0.04103372,-1.251529394,-0.673371463,2.398846361,49.5896628,37.48470606,43.26628537,73.98846361,58.8802736
333,잠실3동,1124080,5796,54,241,293066707.6,1.329332454,-1.221920439,-0.463591774,0.086919215,63.29332454,37.78079561,45.36408226,50.86919215,50.3754105
