,lat,lng,population
0,37.69934163149345,127.00763452385142,202.47765224788728
1,37.69934149518389,127.01330428278945,610.6614488566994
2,37.69934135887434,127.01897404171709,627.5290777736762
3,37.69934122256478,127.02464380063435,625.1870695417118
4,37.69934108625523,127.03031355954124,26.49858728193416
5,37.69934094994568,127.03598331843774,14.198682518716359
6,37.69934081363613,127.04165307732387,49.00824323311011
7,37.69934040470747,127.05866235391991,32.283744384231
8,37.69934026839792,127.0643321127645,89.21416365614617
9,37.699340132088366,127.07000187159872,50.27429966203684
10,37.699339995778814,127.07567163042255,576.4062211786284
11,37.699339859469276,127.081341389236,218.78621430592176
12,37.694836480048124,127.00761994225695,440.9601291802472
13,37.69483634376057,127.01328935809897,627.4915856716561
14,37.69483620747302,127.01895877393062,627.4915845374933
15,37.69483607118548,127.02462818975188,627.4915834021375
16,37.69483593489793,127.03029760556277,410.68996646207864
17,37.694835798610384,127.03596702136328,493.8686308242381
18,37.69483566232284,127.04163643715341,1252.0003844827972
19,37.6948355260353,127.04730585293316,2359.1492187807303
20,37.69483525346021,127.05864468446153,767.6919350949285
21,37.69483511717267,127.06431410021014,1743.4828947308472
22,37.69483498088514,127.06998351594838,1623.497746150697
23,37.69483484459761,127.07565293167625,1771.4225915318723
24,37.69483470831008,127.08132234739372,1138.9463447554049
25,37.69483457202254,127.08699176310083,9.138701173722305
26,37.69483443573502,127.09266117879756,5.6432634068413945
27,37.69033132519621,127.00760536391078,460.5973480231057
28,37.69033118893067,127.01327443673323,627.4541008157032
29,37.690331052665144,127.0189435095453,627.4540996823249
30,37.69033091639961,127.02461258234699,627.4540985489467
31,37.69033078013408,127.03028165513831,627.4540974140841
32,37.69033064386855,127.03595072791926,627.4540962816956
33,37.69033050760302,127.04161980068983,1432.8035645622213
34,37.69033037133749,127.04728887345003,4030.6500227420847
35,37.690330235071954,127.05295794619985,1364.0502305155576
36,37.69033009880643,127.0586270189393,1765.1189270262696
37,37.6903299625409,127.06429609166838,1771.3167773658813
38,37.690329826275374,127.06996516438707,1771.3167741641098
39,37.69032969000985,127.07563423709539,1633.891286135551
40,37.69032955374432,127.08130330979333,1343.5901781917783
41,37.69032941747881,127.0869723824809,1241.0150387754043
42,37.69032928121328,127.09264145515809,857.9948286851101
43,37.68582657566833,126.99058459911153,10.128447978271153
44,37.6858264394248,126.9962533290219,277.7137174503241
45,37.68582630318129,127.00192205892189,401.8337027606437
46,37.68582616693776,127.00759078881151,559.6255587070548
47,37.68582603069423,127.01325951869077,627.4166243380478
48,37.6858258944507,127.01892824855966,627.4166232059491
49,37.68582575820717,127.02459697841819,627.4166220723661
50,37.68582562196363,127.03026570826634,627.4166209389862
51,37.6858254857201,127.03593443810412,627.4166198058979
52,37.68582534947657,127.04160316793153,1320.0839651416777
53,37.685825213233045,127.04727189774857,5691.630958096964
54,37.685825076989516,127.05294062755524,1778.1190962922722
55,37.68582494074599,127.05860935735154,1771.2109836552675
56,37.68582480450247,127.06427808713747,1771.210980457931
57,37.685824668258945,127.06994681691303,1771.1385144189148
58,37.68582453201543,127.07561554667822,1317.0085245310077
59,37.68582439577192,127.08128427643304,1260.230032310725
60,37.685824259528395,127.08695300617748,1260.230030039363
61,37.685824123284874,127.09262173591156,515.265610039073
62,37.68132141393737,126.99057105585938,209.80714882305588
63,37.68132127771584,126.99623944290295,488.2443480833215
64,37.68132114149431,127.00190782993616,488.24434720074856
65,37.68132100527279,127.007576216959,517.9303050877656
66,37.68132086905126,127.01324460397146,618.0573348224827
67,37.68132073282973,127.01891299097356,627.3791551054198
68,37.6813205966082,127.02458137796529,627.3791539718351
69,37.68132046038668,127.03024976494667,627.379152841016
70,37.68132032416516,127.03591815191768,627.3791517064416
71,37.68132018794363,127.04158653887833,1952.9256983720738
72,37.68132005172211,127.04725492582861,4547.391920737723
73,37.68131991550058,127.05292331276851,1771.105213594627
74,37.681319779279065,127.05859169969806,1771.1052103889053
75,37.681319643057535,127.06426008661722,1771.1052071887705
76,37.681319506836005,127.06992847352603,1670.3725486031656
77,37.68131937061448,127.07559686042448,1260.1547761145273
78,37.68131923439296,127.08126524731256,1260.154773837607
79,37.681319098171436,127.08693363419027,1260.1547715616807
80,37.68131896194991,127.09260202105763,162.77397897602523
81,37.67681624880032,126.99055751562389,155.48537467040572
82,37.67681611260078,126.99622555987703,488.2151958570594
83,37.676815976401244,127.0018936041198,488.215194975097
84,37.67681584020172,127.00756164835222,488.21519409467487
85,37.676815704002195,127.01322969257427,555.526188831067
86,37.67681556780268,127.01889773678597,686.9208612247045
87,37.676815431603146,127.0245657809873,1786.6024452507943
88,37.67681529540363,127.03023382517827,2731.9091133084066
89,37.6768151592041,127.03590186935888,986.5125475459012
90,37.67681502300458,127.04156991352912,2664.8081840289324
91,37.67681488680505,127.047237957689,3396.0291105735264
92,37.67681475060552,127.05290600183852,1770.9994639646534
93,37.676814614406005,127.05857404597769,2063.383425378599
94,37.67681447820648,127.06424209010649,2973.9370525076993
95,37.67681434200696,127.06991013422493,1880.4197323978938
96,37.676814205807446,127.07557817833299,1260.0795344582934
97,37.676814069607914,127.0812462224307,1260.079532186924
98,37.6768139334084,127.08691426651805,1260.0795299095928
99,37.67681379720887,127.09258231059505,616.1902931505177
100,37.67231108025716,126.99054397840436,138.93574369177995
101,37.672310944079626,126.99621167994343,488.18605014747715
102,37.6723108079021,127.00187938147212,488.1860492665106
103,37.67231067172457,127.00754708299048,488.186048384932
104,37.672310535547034,127.01321478449847,679.2233853946473
105,37.6723103993695,127.01888248599612,3239.262005729096
106,37.672310263191974,127.02455018748338,4065.958053075037
107,37.672310127014455,127.03021788896031,4545.153862365301
108,37.67230999083693,127.03588559042686,4540.27288644414
109,37.6723098546594,127.04155329188306,5308.901655897196
110,37.672309718481884,127.04722099332889,7062.974189796052
111,37.672309582304365,127.05288869476439,6656.038610833659
112,37.67230944612684,127.05855639618952,6650.374765586868
113,37.67230930994933,127.0642240976043,6398.976620207886
114,37.672309173771794,127.0698917990087,4878.156350087775
115,37.672309037594275,127.07555950040276,1260.0043096245402
116,37.672308901416756,127.08122720178645,1260.0043073491927
117,37.67230876523924,127.08689490315979,1260.004305074839
118,37.67230862906172,127.09256260452275,879.1757287503445
119,37.66780604446368,126.98486308528834,61.93208651285724
120,37.667805908308154,126.99053044420003,333.0407312307746
121,37.66780577215262,126.99619780310135,488.15691095037744
122,37.667805635997084,127.00186516199233,488.1569100705645
123,37.66780549984155,127.00753252087293,488.15690919036666
124,37.66780536368601,127.0131998797432,1842.1326448061504
125,37.667805227530465,127.01886723860311,3474.0626783897133
126,37.66780509137494,127.02453459745266,3492.940102244746
127,37.66780495521941,127.03020195629186,4458.213257962953
128,37.667804819063875,127.0358693151207,6337.754033679505
129,37.667804682908354,127.04153667393919,6944.606789777157
130,37.66780454675282,127.04720403274735,7363.428437139315
131,37.66780441059729,127.05287139154512,8406.683547218716
132,37.667804274441764,127.05853875033256,6531.348393142808
133,37.667804138286236,127.06420610910962,6868.100131958785
134,37.66780400213071,127.06987346787635,5245.34176227724
135,37.66780386597518,127.07554082663272,1403.629003348192
136,37.66780372981965,127.08120818537873,1522.5386289803128
137,37.66780359366413,127.08687554411439,1978.732006440326
138,37.667803457508604,127.0925429028397,875.8434180110611
139,37.66330182202168,126.94518078191844,64.40904639535725
140,37.66330086908685,126.98484989665998,255.87928031779262
141,37.663300732953296,126.99051691301023,488.1277791509128
142,37.66330059681975,126.99618392935014,488.1277782694008
143,37.66330046068621,127.00185094567968,488.12777739019856
144,37.663300324552665,127.00751796199889,488.1277765096142
145,37.66330018841913,127.01318497830773,2665.569688048692
146,37.66330005228558,127.01885199460624,3473.855350057255
147,37.66329991615204,127.02451901089438,3790.4871312478867
148,37.663299780018505,127.03018602717219,5429.242606530377
149,37.66329964388496,127.03585304343963,8179.446752756835
150,37.663299507751425,127.04152005969674,7759.057217055088
151,37.66329937161789,127.04718707594348,6205.8789260959675
152,37.66329923548436,127.05285409217989,6484.779833677522
153,37.66329909935082,127.05852110840593,6081.880066425947
154,37.66329896321729,127.06418812462164,7211.864223395175
155,37.66329882708376,127.06985514082697,5950.161982772638
156,37.66329869095023,127.07552215702198,3116.3577091658267
157,37.66329855481668,127.08118917320662,3228.227992728276
158,37.66329841868314,127.08685618938092,3127.1950479750158
