,총생활인구수_0,man_0_9_0,man_10_14_0,man_15_19_0,man_20_24_0,man_25_29_0,man_30_34_0,man_35_39_0,man_40_44_0,man_45_49_0,man_50_54_0,man_55_59_0,man_60_64_0,man_65_69_0,man_70_0,woman_0_9_0,woman_10_14_0,woman_15_19_0,woman_20_24_0,woman_25_29_0,woman_30_34_0,woman_35_39_0,woman_40_44_0,woman_45_49_0,woman_50_54_0,woman_55_59_0,woman_60_64_0,woman_65_69_0,woman_70_0,총생활인구수_1,man_0_9_1,man_10_14_1,man_15_19_1,man_20_24_1,man_25_29_1,man_30_34_1,man_35_39_1,man_40_44_1,man_45_49_1,man_50_54_1,man_55_59_1,man_60_64_1,man_65_69_1,man_70_1,woman_0_9_1,woman_10_14_1,woman_15_19_1,woman_20_24_1,woman_25_29_1,woman_30_34_1,woman_35_39_1,woman_40_44_1,woman_45_49_1,woman_50_54_1,woman_55_59_1,woman_60_64_1,woman_65_69_1,woman_70_1,총생활인구수_2,man_0_9_2,man_10_14_2,man_15_19_2,man_20_24_2,man_25_29_2,man_30_34_2,man_35_39_2,man_40_44_2,man_45_49_2,man_50_54_2,man_55_59_2,man_60_64_2,man_65_69_2,man_70_2,woman_0_9_2,woman_10_14_2,woman_15_19_2,woman_20_24_2,woman_25_29_2,woman_30_34_2,woman_35_39_2,woman_40_44_2,woman_45_49_2,woman_50_54_2,woman_55_59_2,woman_60_64_2,woman_65_69_2,woman_70_2,총생활인구수_3,man_0_9_3,man_10_14_3,man_15_19_3,man_20_24_3,man_25_29_3,man_30_34_3,man_35_39_3,man_40_44_3,man_45_49_3,man_50_54_3,man_55_59_3,man_60_64_3,man_65_69_3,man_70_3,woman_0_9_3,woman_10_14_3,woman_15_19_3,woman_20_24_3,woman_25_29_3,woman_30_34_3,woman_35_39_3,woman_40_44_3,woman_45_49_3,woman_50_54_3,woman_55_59_3,woman_60_64_3,woman_65_69_3,woman_70_3,총생활인구수_4,man_0_9_4,man_10_14_4,man_15_19_4,man_20_24_4,man_25_29_4,man_30_34_4,man_35_39_4,man_40_44_4,man_45_49_4,man_50_54_4,man_55_59_4,man_60_64_4,man_65_69_4,man_70_4,woman_0_9_4,woman_10_14_4,woman_15_19_4,woman_20_24_4,woman_25_29_4,woman_30_34_4,woman_35_39_4,woman_40_44_4,woman_45_49_4,woman_50_54_4,woman_55_59_4,woman_60_64_4,woman_65_69_4,woman_70_4,총생활인구수_5,man_0_9_5,man_10_14_5,man_15_19_5,man_20_24_5,man_25_29_5,man_30_34_5,man_35_39_5,man_40_44_5,man_45_49_5,man_50_54_5,man_55_59_5,man_60_64_5,man_65_69_5,man_70_5,woman_0_9_5,woman_10_14_5,woman_15_19_5,woman_20_24_5,woman_25_29_5,woman_30_34_5,woman_35_39_5,woman_40_44_5,woman_45_49_5,woman_50_54_5,woman_55_59_5,woman_60_64_5,woman_65_69_5,woman_70_5,총생활인구수_6,man_0_9_6,man_10_14_6,man_15_19_6,man_20_24_6,man_25_29_6,man_30_34_6,man_35_39_6,man_40_44_6,man_45_49_6,man_50_54_6,man_55_59_6,man_60_64_6,man_65_69_6,man_70_6,woman_0_9_6,woman_10_14_6,woman_15_19_6,woman_20_24_6,woman_25_29_6,woman_30_34_6,woman_35_39_6,woman_40_44_6,woman_45_49_6,woman_50_54_6,woman_55_59_6,woman_60_64_6,woman_65_69_6,woman_70_6,총생활인구수_7,man_0_9_7,man_10_14_7,man_15_19_7,man_20_24_7,man_25_29_7,man_30_34_7,man_35_39_7,man_40_44_7,man_45_49_7,man_50_54_7,man_55_59_7,man_60_64_7,man_65_69_7,man_70_7,woman_0_9_7,woman_10_14_7,woman_15_19_7,woman_20_24_7,woman_25_29_7,woman_30_34_7,woman_35_39_7,woman_40_44_7,woman_45_49_7,woman_50_54_7,woman_55_59_7,woman_60_64_7,woman_65_69_7,woman_70_7,총생활인구수_8,man_0_9_8,man_10_14_8,man_15_19_8,man_20_24_8,man_25_29_8,man_30_34_8,man_35_39_8,man_40_44_8,man_45_49_8,man_50_54_8,man_55_59_8,man_60_64_8,man_65_69_8,man_70_8,woman_0_9_8,woman_10_14_8,woman_15_19_8,woman_20_24_8,woman_25_29_8,woman_30_34_8,woman_35_39_8,woman_40_44_8,woman_45_49_8,woman_50_54_8,woman_55_59_8,woman_60_64_8,woman_65_69_8,woman_70_8,총생활인구수_9,man_0_9_9,man_10_14_9,man_15_19_9,man_20_24_9,man_25_29_9,man_30_34_9,man_35_39_9,man_40_44_9,man_45_49_9,man_50_54_9,man_55_59_9,man_60_64_9,man_65_69_9,man_70_9,woman_0_9_9,woman_10_14_9,woman_15_19_9,woman_20_24_9,woman_25_29_9,woman_30_34_9,woman_35_39_9,woman_40_44_9,woman_45_49_9,woman_50_54_9,woman_55_59_9,woman_60_64_9,woman_65_69_9,woman_70_9,총생활인구수_10,man_0_9_10,man_10_14_10,man_15_19_10,man_20_24_10,man_25_29_10,man_30_34_10,man_35_39_10,man_40_44_10,man_45_49_10,man_50_54_10,man_55_59_10,man_60_64_10,man_65_69_10,man_70_10,woman_0_9_10,woman_10_14_10,woman_15_19_10,woman_20_24_10,woman_25_29_10,woman_30_34_10,woman_35_39_10,woman_40_44_10,woman_45_49_10,woman_50_54_10,woman_55_59_10,woman_60_64_10,woman_65_69_10,woman_70_10,총생활인구수_11,man_0_9_11,man_10_14_11,man_15_19_11,man_20_24_11,man_25_29_11,man_30_34_11,man_35_39_11,man_40_44_11,man_45_49_11,man_50_54_11,man_55_59_11,man_60_64_11,man_65_69_11,man_70_11,woman_0_9_11,woman_10_14_11,woman_15_19_11,woman_20_24_11,woman_25_29_11,woman_30_34_11,woman_35_39_11,woman_40_44_11,woman_45_49_11,woman_50_54_11,woman_55_59_11,woman_60_64_11,woman_65_69_11,woman_70_11,총생활인구수_12,man_0_9_12,man_10_14_12,man_15_19_12,man_20_24_12,man_25_29_12,man_30_34_12,man_35_39_12,man_40_44_12,man_45_49_12,man_50_54_12,man_55_59_12,man_60_64_12,man_65_69_12,man_70_12,woman_0_9_12,woman_10_14_12,woman_15_19_12,woman_20_24_12,woman_25_29_12,woman_30_34_12,woman_35_39_12,woman_40_44_12,woman_45_49_12,woman_50_54_12,woman_55_59_12,woman_60_64_12,woman_65_69_12,woman_70_12,총생활인구수_13,man_0_9_13,man_10_14_13,man_15_19_13,man_20_24_13,man_25_29_13,man_30_34_13,man_35_39_13,man_40_44_13,man_45_49_13,man_50_54_13,man_55_59_13,man_60_64_13,man_65_69_13,man_70_13,woman_0_9_13,woman_10_14_13,woman_15_19_13,woman_20_24_13,woman_25_29_13,woman_30_34_13,woman_35_39_13,woman_40_44_13,woman_45_49_13,woman_50_54_13,woman_55_59_13,woman_60_64_13,woman_65_69_13,woman_70_13,총생활인구수_14,man_0_9_14,man_10_14_14,man_15_19_14,man_20_24_14,man_25_29_14,man_30_34_14,man_35_39_14,man_40_44_14,man_45_49_14,man_50_54_14,man_55_59_14,man_60_64_14,man_65_69_14,man_70_14,woman_0_9_14,woman_10_14_14,woman_15_19_14,woman_20_24_14,woman_25_29_14,woman_30_34_14,woman_35_39_14,woman_40_44_14,woman_45_49_14,woman_50_54_14,woman_55_59_14,woman_60_64_14,woman_65_69_14,woman_70_14,총생활인구수_15,man_0_9_15,man_10_14_15,man_15_19_15,man_20_24_15,man_25_29_15,man_30_34_15,man_35_39_15,man_40_44_15,man_45_49_15,man_50_54_15,man_55_59_15,man_60_64_15,man_65_69_15,man_70_15,woman_0_9_15,woman_10_14_15,woman_15_19_15,woman_20_24_15,woman_25_29_15,woman_30_34_15,woman_35_39_15,woman_40_44_15,woman_45_49_15,woman_50_54_15,woman_55_59_15,woman_60_64_15,woman_65_69_15,woman_70_15,총생활인구수_16,man_0_9_16,man_10_14_16,man_15_19_16,man_20_24_16,man_25_29_16,man_30_34_16,man_35_39_16,man_40_44_16,man_45_49_16,man_50_54_16,man_55_59_16,man_60_64_16,man_65_69_16,man_70_16,woman_0_9_16,woman_10_14_16,woman_15_19_16,woman_20_24_16,woman_25_29_16,woman_30_34_16,woman_35_39_16,woman_40_44_16,woman_45_49_16,woman_50_54_16,woman_55_59_16,woman_60_64_16,woman_65_69_16,woman_70_16,총생활인구수_17,man_0_9_17,man_10_14_17,man_15_19_17,man_20_24_17,man_25_29_17,man_30_34_17,man_35_39_17,man_40_44_17,man_45_49_17,man_50_54_17,man_55_59_17,man_60_64_17,man_65_69_17,man_70_17,woman_0_9_17,woman_10_14_17,woman_15_19_17,woman_20_24_17,woman_25_29_17,woman_30_34_17,woman_35_39_17,woman_40_44_17,woman_45_49_17,woman_50_54_17,woman_55_59_17,woman_60_64_17,woman_65_69_17,woman_70_17,총생활인구수_18,man_0_9_18,man_10_14_18,man_15_19_18,man_20_24_18,man_25_29_18,man_30_34_18,man_35_39_18,man_40_44_18,man_45_49_18,man_50_54_18,man_55_59_18,man_60_64_18,man_65_69_18,man_70_18,woman_0_9_18,woman_10_14_18,woman_15_19_18,woman_20_24_18,woman_25_29_18,woman_30_34_18,woman_35_39_18,woman_40_44_18,woman_45_49_18,woman_50_54_18,woman_55_59_18,woman_60_64_18,woman_65_69_18,woman_70_18,총생활인구수_19,man_0_9_19,man_10_14_19,man_15_19_19,man_20_24_19,man_25_29_19,man_30_34_19,man_35_39_19,man_40_44_19,man_45_49_19,man_50_54_19,man_55_59_19,man_60_64_19,man_65_69_19,man_70_19,woman_0_9_19,woman_10_14_19,woman_15_19_19,woman_20_24_19,woman_25_29_19,woman_30_34_19,woman_35_39_19,woman_40_44_19,woman_45_49_19,woman_50_54_19,woman_55_59_19,woman_60_64_19,woman_65_69_19,woman_70_19,총생활인구수_20,man_0_9_20,man_10_14_20,man_15_19_20,man_20_24_20,man_25_29_20,man_30_34_20,man_35_39_20,man_40_44_20,man_45_49_20,man_50_54_20,man_55_59_20,man_60_64_20,man_65_69_20,man_70_20,woman_0_9_20,woman_10_14_20,woman_15_19_20,woman_20_24_20,woman_25_29_20,woman_30_34_20,woman_35_39_20,woman_40_44_20,woman_45_49_20,woman_50_54_20,woman_55_59_20,woman_60_64_20,woman_65_69_20,woman_70_20,총생활인구수_21,man_0_9_21,man_10_14_21,man_15_19_21,man_20_24_21,man_25_29_21,man_30_34_21,man_35_39_21,man_40_44_21,man_45_49_21,man_50_54_21,man_55_59_21,man_60_64_21,man_65_69_21,man_70_21,woman_0_9_21,woman_10_14_21,woman_15_19_21,woman_20_24_21,woman_25_29_21,woman_30_34_21,woman_35_39_21,woman_40_44_21,woman_45_49_21,woman_50_54_21,woman_55_59_21,woman_60_64_21,woman_65_69_21,woman_70_21,총생활인구수_22,man_0_9_22,man_10_14_22,man_15_19_22,man_20_24_22,man_25_29_22,man_30_34_22,man_35_39_22,man_40_44_22,man_45_49_22,man_50_54_22,man_55_59_22,man_60_64_22,man_65_69_22,man_70_22,woman_0_9_22,woman_10_14_22,woman_15_19_22,woman_20_24_22,woman_25_29_22,woman_30_34_22,woman_35_39_22,woman_40_44_22,woman_45_49_22,woman_50_54_22,woman_55_59_22,woman_60_64_22,woman_65_69_22,woman_70_22,총생활인구수_23,man_0_9_23,man_10_14_23,man_15_19_23,man_20_24_23,man_25_29_23,man_30_34_23,man_35_39_23,man_40_44_23,man_45_49_23,man_50_54_23,man_55_59_23,man_60_64_23,man_65_69_23,man_70_23,woman_0_9_23,woman_10_14_23,woman_15_19_23,woman_20_24_23,woman_25_29_23,woman_30_34_23,woman_35_39_23,woman_40_44_23,woman_45_49_23,woman_50_54_23,woman_55_59_23,woman_60_64_23,woman_65_69_23,woman_70_23,RESD_CD,RESC_CT_NM
0,222983940,5323747,3198785,5582554,9421820,9819281,7952068,8858975,8242684,10056424,8757528,8968249,6920380,5018045,10418635,5004799,3004597,5726244,10878435,9041776,7655092,8567716,7953741,9630899,8266237,8974412,7508746,5733046,16484522,221532100,5327379,3202188,5579744,9356699,9674813,7824128,8738356,8143847,9963601,8673671,8898765,6876121,4992067,10388279,5004151,3004391,5724701,10791692,8920816,7573724,8503238,7914719,9580773,8226191,8944122,7492825,5724375,16472327,220655773,5327363,3202923,5576700,9308799,9579192,7736300,8658881,8085365,9905857,8629795,8860676,6854633,4977757,10375062,5000065,3002652,5725270,10741284,8853672,7530611,8464151,7889570,9537931,8203283,8932899,7491980,5728398,16460344,220289347,5331545,3204788,5576502,9280166,9525857,7691921,8629317,8055450,9885887,8619874,8853584,6848087,4966807,10379535,4998977,3002064,5726599,10711976,8811637,7502796,8442580,7866743,9524892,8201708,8939340,7502213,5735181,16458854,221903665,5329089,3203384,5575826,9270556,9510264,7692546,8643259,8073771,9922796,8653736,8948845,6967883,5064913,10545874,4991505,2998126,5724622,10707405,8805368,7501076,8440188,7879306,9551266,8268956,9146881,7805879,5955800,16710142,224129623,5325072,3200148,5575738,9259716,9539622,7741585,8702121,8174436,10075676,8869982,9189169,7194674,5208578,10752673,4991970,2997709,5726835,10722654,8842359,7525193,8449334,7870652,9587096,8347240,9316287,8010499,6040511,16877641,233379039,5338301,3205017,5655308,9288755,9769043,8111001,9328100,8857755,11108072,9804793,9993589,7752333,5518786,11240183,5003451,3003701,5797031,10905428,9184145,7851023,8771210,8141821,9858779,8604026,9613156,8272060,6211144,17176639,258431051,5410380,3236112,6381293,9518865,10673055,9817691,11856610,11075019,13620012,11762987,11396239,8453740,5934526,11825326,5097738,3064153,6501563,11428095,10235480,9022466,10013062,9090318,10796190,9297654,10237360,8701195,6464945,17504625,300693997,5544843,3313478,6693153,10158806,12541845,12368195,15103972,14078820,16853576,14159166,12982461,9352152,6458548,12859066,5158149,3115199,6839197,13022763,13497845,12145896,12868748,11424810,12965865,10855594,11486076,9540923,6947631,18342819,329536745,5791563,3428326,6952496,10775855,13666092,13592637,16663249,15466676,18364319,15278082,14047157,10287445,7143355,14382469,5359488,3231190,7239109,14347017,15227755,13713045,14538367,12856158,14410036,12208472,12780906,10559804,7605387,19605872,349211349,5978586,3515473,7119008,11200704,14284729,14250679,17500191,16224321,19199768,15985644,14835940,11047335,7810232,16117425,5539919,3336355,7556522,15231720,16156092,14584781,15521652,13716965,15325350,13070433,13742839,11410617,8155408,20778313,370276882,6088286,3560279,7254944,11614855,14994960,15137177,18691711,17287068,20358105,16911218,15651473,11748633,8451280,17806681,5663845,3405322,7863953,16188105,17321339,15778066,16723932,14682253,16245633,13875935,14561087,12080032,8599389,21716894,382547975,6128279,3567941,7353721,12009282,15509455,15537419,19021149,17545895,20670066,17210344,16037677,12181584,8898681,19164619,5801963,3486937,8169679,17082264,18320654,16561830,17311912,15146762,16769415,14370101,15050627,12470458,8858801,22296061,389246854,6189685,3589462,7419207,12409463,15935343,15765145,19089550,17558968,20658839,17218526,16133632,12402782,9153688,19915235,5908207,3542610,8465862,18014961,19085088,16973543,17520091,15255127,16942282,14589552,15295954,12660352,9000426,22538905,392024928,6180158,3575621,7452898,12721203,16306934,15964294,19174838,17580726,20657606,17205202,16126284,12420135,9229164,19941405,5926112,3544440,8680355,18769535,19750720,17289582,17597136,15282901,16976084,14604624,15276653,12569717,8926245,22279966,386344999,6044074,3506515,7349709,12890312,16464163,15967632,19035846,17395801,20424632,16986914,15850268,12142834,8987495,18963483,5795916,3457691,8669976,19164634,20005491,17241223,17335908,15015087,16679168,14277187,14778864,12016732,8541860,21341226,372586767,5843154,3393184,6917437,12861251,16337971,15717070,18583144,16915705,19852188,16521670,15325430,11609781,8469292,17320554,5548882,3303569,8312638,19105667,19704716,16740887,16684665,14425614,16072964,13670221,13976563,11245903,8003850,20108405,352227199,5630391,3280698,6679676,12689848,15925979,15073827,17553139,15950662,18816454,15639755,14420641,10824182,7764629,15460141,5289866,3149604,7973129,18632364,18819002,15721244,15512858,13492735,15118856,12821299,13087268,10494537,7458954,18930940,319415633,5506665,3222594,6538988,12282057,14846866,13354209,15013485,13720346,16420380,13826356,13027671,9873846,7029460,13846982,5123537,3053144,7685371,17547152,16715888,13592585,13419073,11770622,13482783,11641111,12051096,9734198,6990753,18083942,293968929,5413543,3189991,6394795,11924980,13975750,12105768,13151851,12019076,14447322,12365346,11909528,9050047,6414017,12579058,5040649,3008164,7398199,16574544,15134962,12108714,11904236,10490622,12170972,10649361,11206203,9146876,6655186,17524729,275128188,5351586,3175455,6214089,11530169,13160417,11136780,11989714,10942433,13152048,11287036,11016420,8379048,5944736,11730293,4980389,2975957,6993177,15486508,13813107,11018869,10970295,9706755,11359069,9947893,10574942,8710691,6384476,17181368,255278837,5304142,3167112,5986598,10851563,12082958,10059309,10842005,9918280,11882132,10222304,10184310,7766660,5542283,11156556,4934793,2952926,6496882,13962806,12204184,9828046,10033411,8961589,10588361,9252281,9894556,8189199,6122849,16876357,237799424,5344632,3201597,5811476,10098468,10917234,9019859,9833453,9067722,10894756,9433172,9570753,7323596,5271442,10815298,4958580,2969048,6068924,12197773,10447798,8613105,9155961,8365252,9987726,8681236,9335600,7786761,5918769,16695043,225810952,5314806,3189717,5600550,9549328,10072575,8176861,9074155,8420578,10233726,8913162,9094236,7004537,5059082,10464098,4998387,3000058,5738736,11104087,9327498,7849774,8710000,8039169,9717117,8336682,9031952,7542163,5746040,16487531,11110,종로구
1,185394259,4064950,1660778,2742369,6352976,8557139,8870660,10809394,8768237,8697994,7156413,7006547,5462780,3902434,7537691,3992521,1695441,3269096,8231672,9048003,8777934,9506699,7326452,7408901,6196545,6810374,5985722,4413763,11126401,182851598,4050997,1654477,2728993,6257195,8401434,8721060,10604463,8584231,8517771,7027277,6904174,5393839,3868567,7495415,3976307,1689362,3244362,8104123,8890664,8640010,9378765,7231540,7301743,6087380,6712657,5919448,4379732,11071242,180732905,4045419,1650072,2719291,6190034,8283105,8593161,10401755,8430126,8374863,6941839,6823229,5341097,3835606,7471778,3967678,1686319,3225934,8009822,8774472,8528609,9248846,7130813,7194972,5987852,6626725,5862276,4347496,11025342,179051084,4038571,1645142,2710549,6138443,8189553,8461877,10208572,8302876,8292570,6888412,6773494,5315939,3829069,7475767,3951694,1680730,3214764,7949762,8686780,8441164,9127619,7038982,7096614,5905899,6557133,5816813,4324059,10973902,178322261,4031339,1641048,2709096,6094167,8081625,8296372,9989185,8172577,8227398,6885484,6792490,5396766,3938056,7602048,3930783,1673310,3207086,7896334,8596949,8324132,8953621,6898387,6959345,5841092,6579172,5972030,4480777,11137252,178881016,4023774,1639932,2709246,5994114,7867253,8108495,9817946,8163526,8334925,7049462,7106267,5638834,4132327,7864846,3919331,1668689,3198456,7732114,8376081,8143269,8771647,6785743,6894267,5875789,6733456,6207668,4715376,11393742,190622379,4044450,1647767,2757014,6055064,8081419,8397435,10440808,8919807,9607216,8326600,8254634,6454616,4633911,8569136,3934424,1675619,3237086,7899789,8651741,8393587,9013361,7037559,7261901,6258429,7287748,6666105,5061659,12039101,223894187,4149565,1672503,3164852,6319913,9151803,10088858,13398197,11952281,13368903,11185475,10295311,7528464,5254541,9423811,4091601,1753944,3692949,8614869,10095524,9968354,10704771,8418809,8719924,7323587,8190826,7276304,5461397,12612424,294947977,4378552,1743545,3715686,7105607,12480430,14680606,19284127,17144465,18919400,14852738,13108619,9017612,6053584,10721469,4261996,1867558,4195496,11085831,15735250,15394534,15619174,12388677,12518254,9969534,10438449,8540014,6076751,13635663,335760261,4612134,1809404,3917596,7650454,14038776,16650083,21794291,19408894,21394216,16495579,14644342,10109768,6811179,12104861,4423395,1941408,4503884,12502311,18333600,18028078,18249639,14613673,15089540,12132720,12588652,10026021,6827212,15044164,358114017,4767921,1853420,4059892,8075674,14736590,17481827,22836024,20363063,22488470,17306489,15554530,10876992,7428284,13454255,4540976,1993735,4718937,13287166,19425235,19201140,19553392,15736245,16296714,13180078,13751963,11039154,7475965,16615423,374414780,4928892,1902481,4141547,8425238,15238395,18027745,23416850,20927477,23201614,17917206,16272847,11476132,7912526,14481896,4672345,2050824,4922422,13907677,20159886,19979357,20391797,16425263,17074851,13916177,14602630,11851259,8080381,18094706,384757303,5013168,1930633,4202729,8715575,15686779,18435304,23835753,21269160,23620443,18244459,16659160,11822215,8200471,15193439,4761927,2088775,5092403,14484975,20752347,20487677,20812203,16737460,17498606,14397331,15139739,12317660,8394541,18947862,390706405,5061272,1942796,4243614,8995082,16059693,18717462,24104626,21455424,23831291,18397945,16786737,11969019,8343272,15446594,4816023,2111903,5202890,15058039,21333984,20867416,21038365,16908334,17754094,14655356,15426968,12465513,8500549,19197747,389742244,5017259,1929780,4231393,9143681,16230111,18800604,24125480,21426645,23781278,18320629,16655981,11850406,8274486,15181085,4793263,2093649,5274982,15394967,21621711,20959790,20956944,16818719,17681709,14594811,15278965,12242646,8302209,18744628,381505561,4861519,1890595,4152421,9217859,16246885,18726130,23925564,21168809,23471890,18046539,16293424,11512531,7978652,14346459,4650369,2018949,5265256,15568301,21655691,20797337,20618968,16506771,17309927,14207882,14629379,11442688,7622442,17357854,366687416,4706415,1847442,3850999,9169338,16084544,18452302,23425330,20610704,22773097,17421322,15510048,10904944,7473150,13139968,4510747,1944653,4962883,15452084,21411128,20344691,19995521,15923326,16616002,13536643,13640135,10452459,6848985,15664054,341223645,4647903,1824516,3683385,8991546,15558059,17592155,22028505,19265543,21120935,16031558,14078517,9954660,6746544,11725456,4432869,1904075,4751995,14970255,20355191,19029665,18519541,14685897,15216575,12307156,12279700,9338895,6100075,14068028,291757072,4559587,1794301,3515394,8482287,13514559,14759020,18120141,15859794,17461497,13454390,12109286,8747335,5959602,10362895,4346478,1862495,4475393,13325499,16658672,15278685,14989385,11842880,12409843,10308195,10583456,8329219,5570986,13061386,258827000,4401806,1748011,3336242,8186787,12283973,12905175,15504927,13414823,14610297,11553087,10659107,7815313,5354071,9339030,4185058,1789021,4187757,12359319,14511387,13104201,12928155,10116988,10648553,9003194,9538091,7663558,5248559,12415995,236795242,4263015,1712009,3178197,7850815,11290666,11710624,14050307,12006126,12837701,10229224,9572744,7085513,4869784,8668755,4043435,1725874,3923718,11409425,12968480,11688489,11728134,9170652,9607487,8150923,8763564,7222152,5032402,12020649,216659170,4165071,1685031,3033117,7412630,10318636,10616053,12799135,10751806,11187183,8958394,8544422,6425067,4463817,8188806,3965731,1690701,3673790,10342467,11507503,10489913,10777931,8370371,8680345,7363169,8007930,6741625,4807844,11676299,200864348,4157273,1689279,2918674,6945910,9467598,9733992,11777945,9762871,9952458,8046406,7781275,5928607,4198356,7893853,3995814,1701849,3467672,9258647,10162637,9523445,10104793,7809588,8014554,6762613,7389539,6366060,4613175,11425111,188446591,4070375,1661446,2768509,6507376,8758914,9038863,10985336,8994168,8974033,7368370,7192343,5578920,3960550,7605945,3990513,1694866,3319564,8443947,9260335,8904077,9564072,7387394,7509134,6312705,6926634,6049712,4447303,11156711,11140,중구
