행정구역명,행정구역코드,고령자,수급자,중증장애,매출액,고령자_zscore,수급자_zscore,중증장애_zscore,매출액_zscore,고령자_tscore,수급자_tscore,중증장애_tscore,매출액_tscore,의료가중지수
방배본동,1122061,3093,361,190,138923872.34375,-0.4429640859022147,-0.7890657256763297,-0.6864826940449408,-0.7474239831918402,45.57035914097786,42.1093427432367,43.135173059550596,42.5257601680816,43.137983524746616
방이1동,1124057,2246,328,151,117280269.91050585,-0.9983230091866326,-0.8355940825264132,-0.8569286915770364,-0.8645763143527967,40.016769908133675,41.64405917473587,41.43071308422964,41.354236856472035,41.14702190097023
방이2동,1124058,3544,905,272,147548038.7289973,-0.14725349038713503,-0.02205281275374206,-0.32810905820822694,-0.700743159171537,48.52746509612865,49.77947187246258,46.71890941791773,42.99256840828463,45.75304847828871
방학1동,1110055,5868,1868,538,260479885.6675603,1.3765412412692843,1.3357292371441476,0.8344200531645277,-0.08946649337750985,63.76541241269284,63.357292371441474,58.34420053164528,49.1053350662249,55.68630124710894
방학2동,1110056,4405,2454,453,213941529.23770493,0.41728491923256256,2.161960058785023,0.4629351867484219,-0.3413689648340525,54.17284919232563,71.61960058785023,54.62935186748422,46.58631035165948,53.48982410060418
방학3동,1110057,5080,408,372,337771527.7983871,0.8598672961121164,-0.7227980659201503,0.10893196110483871,0.32889713545059174,58.59867296112117,42.772019340798494,51.08931961104839,53.28897135450592,52.23548860549798
방화1동,1116070,6616,1210,642,190292761.2451193,1.8669880826113678,0.4079820005576352,1.2889427132501161,-0.46937484130314583,68.66988082611368,54.07982000557635,62.88942713250116,45.30625158696854,53.71224885124551
방화2동,1116071,4857,1698,690,418308792.8116883,0.7136511923430193,1.096037701855839,1.4987224025203876,0.7648286478102808,57.13651192343019,60.96037701855839,64.98722402520387,57.648286478102804,59.04291460513564
방화3동,1116072,5260,2276,944,211511858.9619048,0.9778892632799974,1.9109889218360883,2.6088065915755743,-0.35452026613153276,59.77889263279997,69.10988921836088,76.08806591575575,46.45479733868467,56.788416048584956
번1동,1109060,3657,1223,331,274878165.6639344,-0.07316192210952084,0.42631135325615294,-0.07025485681351822,-0.011531589911878217,49.26838077890479,54.26311353256153,49.297451431864815,49.884684100881216,50.45424450340293
번2동,1109061,4001,1886,558,101362681.83229811,0.15239117070020733,1.3611083408805567,0.9218282570271409,-0.9507349173660186,51.52391170700207,63.61108340880557,59.21828257027141,40.49265082633981,49.085332672395225
번3동,1109062,4669,2857,1002,344033237.16847825,0.5903838044121213,2.7301699924390728,2.8622903827771524,0.362790469613477,55.903838044121215,77.30169992439073,78.62290382777152,53.62790469613477,61.35038042213145
보광동,1103070,2708,1086,184,135401523.8923077,-0.6953999601224047,0.23314817481792774,-0.7127051552037248,-0.7664897248363007,43.04600039877595,52.33148174817928,42.872948447962756,42.335102751636995,44.29387931750041
보라매동,1121052,4482,1158,446,166514100.2048193,0.46777209407660053,0.33466458976356434,0.4323423153965073,-0.5980838019001368,54.67772094076601,53.346645897635646,54.323423153965074,44.01916198099863,49.07121610498439
보문동,1108061,2415,486,195,139780584.9925926,-0.8875134955678999,-0.6128219497290439,-0.6646306430792875,-0.742786775302971,41.124865044321,43.87178050270956,43.353693569207124,42.57213224697029,42.60781241647441
부암동,1101055,1802,174,121,10205204.888888888,-1.2894438615340724,-1.0527264144934692,-0.9880409973709561,-1.4441514343072237,37.105561384659275,39.47273585506531,40.11959002629044,35.558485656927765,37.12303263331847
북가좌1동,1113071,2961,544,242,203665495.44,-0.5295135284919942,-0.5310448376895034,-0.45922136400214664,-0.3969910045662554,44.704864715080056,44.68955162310497,45.40778635997853,46.03008995433745,45.452662749225425
북가좌2동,1113072,6363,1521,593,201502038.8014981,1.7011016509809573,0.8464765151144822,1.0747926137867139,-0.4087013466568514,67.01101650980956,58.46476515114482,60.74792613786714,45.912986533431486,54.18352123736139
북아현동,1113074,2258,595,195,239668119.3846154,-0.9904548780421073,-0.4591373771030108,-0.6646306430792875,-0.20211626797691035,40.095451219578926,45.408626228969894,43.353693569207124,47.978837320230895,45.37423019025185
불광1동,1112052,7722,1849,623,310525781.2567568,2.592167503098459,1.3089401832001601,1.2059049195806335,0.1814215600967468,75.92167503098459,63.0894018320016,62.05904919580634,51.814215600967465,59.88946927675673
불광2동,1112072,5954,2234,488,320649995.9296636,1.4329295144717165,1.8517710131178002,0.6158995435079949,0.23622183439319222,64.32929514471716,68.517710131178,56.15899543507995,52.36221834393192,58.057441903250535
사근동,1104055,1508,258,113,855235235.9545455,-1.4822130745749449,-0.9342905970568932,-1.0230042789160014,3.1298208674709342,35.17786925425055,40.657094029431065,39.76995721083998,81.29820867470934,59.77091429471022
사당1동,1120063,3800,784,273,256492431.65473145,0.02059997402940686,-0.1926567878707147,-0.3237386480150963,-0.11104975496443004,50.20599974029407,48.07343212129285,46.76261351984904,48.8895024503557,48.74412848444405
사당2동,1120073,5480,589,297,230832392.02349868,1.1221383342629632,-0.46759707834848047,-0.21884880337996054,-0.2499422276825615,61.221383342629636,45.32402921651519,47.81151196620039,47.50057772317439,49.90270963877833
사당3동,1120065,4487,585,271,118454371.93801652,0.4710504820534861,-0.47323687917879365,-0.3324794684013576,-0.8582211435826844,54.71050482053486,45.267631208212066,46.675205315986425,41.41778856417316,45.40723137212896
사당4동,1120066,2681,563,181,196679335.8719212,-0.7131032551975869,-0.5042557837455159,-0.7258163857831167,-0.43480563740231853,42.86896744802413,44.95744216254484,42.741836142168836,45.65194362597681,44.61004719880968
사당5동,1120067,2347,377,192,316224573.0641026,-0.9320995720535439,-0.7665065223550771,-0.6777418736586794,0.21226793823969678,40.679004279464564,42.33493477644923,43.222581263413204,52.12267938239697,47.00857679089666
사직동,1101053,1774,125,136,249642989.3,-1.3078028342046317,-1.1218139746648053,-0.9224848444739963,-0.14812436587933323,36.921971657953684,38.78186025335195,40.77515155526004,48.51875634120667,43.52749199093817
삼각산동,1109073,4504,1319,484,301149013.8993711,0.4821970011748971,0.5616665731836684,0.5984179027354722,0.13066706310116324,54.821970011748974,55.61666573183668,55.98417902735472,51.306670631011634,53.34866819934637
삼선동,1108082,3948,865,330,293714719.775,0.11764025814522015,-0.07845082105687351,-0.07462526700664887,0.09042677085348629,51.1764025814522,49.21549178943126,49.25374732993351,50.90426770853486,50.45684384995003
삼성1동,1123058,2154,168,107,521991347.45454544,-1.0586453479613274,-1.061186115738939,-1.0492267400747852,1.326040812679699,39.413546520386724,39.38813884261061,39.50773259925215,63.26040812679699,51.34430423983922
삼성2동,1123059,3652,466,226,318072704.579096,-0.07644031008640643,-0.6410209538806096,-0.5291479270922371,0.2222714908341092,49.235596899135935,43.5897904611939,44.70852072907763,52.22271490834109,49.175255255841364
삼성동,1121082,5549,1612,543,157667156.63690478,1.1673800883439842,0.9747819840041063,0.856272104130181,-0.6459704726069809,61.67380088343984,59.74781984004106,58.56272104130181,43.54029527393019,51.88111641582297
삼양동,1109069,4945,1735,451,312450273.6851312,0.7713508207362056,1.1482058595362354,0.4541943663621606,0.1918384384782944,57.713508207362054,61.48205859536235,54.54194366362161,51.91838438478295,55.078997046005
삼전동,1124064,3988,1196,331,139055406.1925926,0.1438673619603048,0.38824269765153924,-0.07025485681351822,-0.7467120177477322,51.43867361960305,53.88242697651539,49.297451431864815,42.53287982252268,47.145780785055244
삼청동,1101054,625,45,39,152958817.7142857,-2.061176391292939,-1.2346099912710682,-1.3464146332076699,-0.6714557347014951,29.38823608707061,37.653900087289315,36.535853667923305,43.28544265298505,38.67678276767269
상계10동,1111074,2734,437,224,37460073.67857143,-0.6783523426425997,-0.68190950990038,-0.5378887474784985,-1.2966264821165958,43.216476573574,43.1809049009962,44.62111252521502,37.03373517883404,40.29446032745803
상계1동,1111065,7102,1908,769,290188262.6578073,2.1856473939646466,1.392127245447279,1.8439848077777095,0.07133878985344234,71.85647393964646,63.92127245447279,68.4398480777771,50.71338789853442,59.46919242645138
상계2동,1111066,3392,1038,354,177617612.34095633,-0.2469164848844568,0.16547056485417,0.030264577628486892,-0.5379827935382193,47.53083515115543,51.6547056485417,50.30264577628487,44.620172064617805,47.14365727307039
상계3.4동,1111076,6120,2610,601,129669263.45059288,1.5417719953043179,2.381912291167236,1.109755895331759,-0.7975172617558083,65.41771995304317,73.81912291167237,61.09755895331759,42.02482738244192,54.65149906053696
상계5동,1111069,5037,2059,466,172965228.36482084,0.8316731595109004,1.6050297267916003,0.5197505192591204,-0.563165183112285,58.316731595109005,66.050297267916,55.1975051925912,44.36834816887715,52.306010574419574
상계6.7동,1111077,5086,1077,506,440107811.89915967,0.863801361684379,0.22045862294972315,0.6945669269843467,0.8828222170876789,58.63801361684379,52.20458622949723,56.945669269843464,58.828222170876785,57.39572505769959
상계8동,1111072,2918,353,269,1030734485.5555556,-0.5577076650932101,-0.8003453273369561,-0.34122028878761895,4.07976190760836,44.4229233490679,41.99654672663044,46.58779711212381,90.7976190760836,67.45626452403118
상계9동,1111073,3487,528,267,678728279.962963,-0.18462711332363071,-0.553604041010756,-0.34996110917388024,2.174425321636248,48.15372886676369,44.46395958989244,46.5003889082612,71.74425321636248,59.09661392329781
상도1동,1120053,7096,1231,561,318301398.9662162,2.1817133283923837,0.43759095491677924,0.9349394876065328,0.2235093661211457,71.81713328392384,54.375909549167794,59.349394876065325,52.23509366121146,57.41543201800303
상도2동,1120054,4320,522,334,232225771.0108303,0.3615523236255076,-0.5620637422562257,-0.05714362623412624,-0.24240015620624095,53.61552323625508,44.379362577437746,49.428563737658735,47.57599843793759,48.45606278447876
상도3동,1120055,4438,1141,388,146642955.77209303,0.43892227988000737,0.3106954362347335,0.17885852419492923,-0.705642185506105,54.38922279880008,53.10695436234734,51.78858524194929,42.943578144938954,48.11692380088394
상도4동,1120056,5145,1386,492,194974502.9942029,0.902486339811629,0.6561332370914136,0.6333811842805175,-0.44403354419281504,59.02486339811629,56.56133237091414,56.333811842805176,45.55966455807185,51.524764603919806
상봉1동,1107059,3796,1714,649,185402794.9382716,0.01797726364789839,1.1185969051770914,1.3195355846020307,-0.4958432147595821,50.17977263647899,61.18596905177091,63.195355846020306,45.04156785240418,51.16370251831033
상봉2동,1107060,3044,1103,259,180593088.4,-0.4750922880756934,0.2571173283467586,-0.3849243907189255,-0.5218771587343216,45.24907711924307,52.57117328346759,46.150756092810745,44.78122841265679,46.409229466385185
상암동,1114074,4064,1219,533,419668596.902439,0.1936988592089657,0.4206715524258398,0.8125680021988745,0.7721889853347291,51.936988592089655,54.2067155242584,58.12568002198874,57.72188985334729,56.00022786458539
상일1동,1125076,4396,396,421,277008598.28104544,0.41138382087416847,-0.7397174684110898,0.3230820605682409,-3.2262758036676246e-16,54.11383820874168,42.602825315889106,53.23082060568241,50.0,49.932114647739226
상일2동,1125077,1496,689,238,277008598.28104544,-1.4900812057194703,-0.32660205759065186,-0.47670300477466926,-3.2262758036676246e-16,35.0991879428053,46.733979424093484,45.232969952253306,50.0,45.85240523180909
서강동,1114076,3227,346,259,97922138.15972222,-0.35510328812168107,-0.810214978790004,-0.3849243907189255,-0.9693578667085107,46.44896711878319,41.89785021209996,46.150756092810745,40.306421332914894,42.54397238893292
서교동,1114066,3338,418,230,312282943.0837766,-0.2823230750348211,-0.7086985638443675,-0.5116662863197146,0.19093271263696468,47.17676924965179,42.91301436155632,44.88333713680285,51.90932712636965,48.51021206848789
서림동,1121066,3539,1200,316,208034527.0727273,-0.15053187836402063,0.39388249848185236,-0.13581100971047808,-0.3733423424607372,48.494681216359794,53.938824984818524,48.64188990289522,46.26657657539263,48.35175514117341
서빙고동,1103069,2161,326,141,139808583.47368422,-1.0540556047936875,-0.8384139829415698,-0.900632793508343,-0.7426352253316127,39.459443952063125,41.6158601705843,40.99367206491657,42.573647746683875,41.58569720172139
서원동,1121064,3323,918,278,399292665.49044585,-0.2921582389654779,-0.003723460055224338,-0.30188659704944304,0.6618982945011074,47.07841761034522,49.962765399447754,46.98113402950557,56.618982945011076,52.34130069316613
서초1동,1122051,3022,356,184,199228051.78851965,-0.48951719517399,-0.7961154767142211,-0.7127051552037248,-0.4210099667408617,45.1048280482601,42.03884523285779,42.872948447962756,45.78990033259139,44.63183224769317
서초2동,1122052,3217,157,174,295802707.6590389,-0.36166006407545226,-1.0766955680223,-0.7564092571350313,0.10172861622813947,46.38339935924548,39.233044319777,42.435907428649685,51.017286162281394,46.955594137531975
서초3동,1122053,4827,359,276,203385798.6821705,0.6939808644817058,-0.7918856260914863,-0.3106274174357043,-0.39850494510822154,56.939808644817056,42.081143739085135,46.89372582564296,46.01495054891778,47.621352885967575
서초4동,1122054,4297,70,178,302574116.73722625,0.3464717389318339,-1.199361236081611,-0.7389276163625087,0.138380849200948,53.46471738931834,38.00638763918389,42.610723836374916,51.38380849200948,48.36230604027244
석관동,1108085,7197,1886,554,132388761.35959595,2.2479367655254725,1.3611083408805567,0.9043466162546182,-0.7827971835890748,72.47936765525472,63.61108340880557,59.04346616254618,42.17202816410925,54.09426047996482
석촌동,1124063,4493,995,355,329155466.32624114,0.4749845476257488,0.10484270592830369,0.034634987821617544,0.28226018164397415,54.74984547625749,51.048427059283036,50.346349878216174,52.82260181643974,52.588038473622916
성내1동,1125065,3113,331,228,149462298.2170088,-0.4298505339946724,-0.8313642319036784,-0.5204071067059759,-0.6903816695738964,45.70149466005328,41.68635768096321,44.79592893294024,43.09618330426104,43.58299429492727
성내2동,1125066,4371,930,367,430117285.9328859,0.3949918809897406,0.013195942435715096,0.08707991013918542,0.828745572033651,53.949918809897405,50.13195942435715,50.87079910139185,58.28745572033651,55.06565440908422
성내3동,1125067,3849,706,315,234032766.6972477,0.052728176202885585,-0.30263290406182103,-0.14018141990360872,-0.23261926332047836,50.527281762028856,46.97367095938179,48.59818580096391,47.67380736679522,48.237525678815686
성북동,1108081,3076,416,200,30148070.55555556,-0.4541106050236257,-0.711518464259524,-0.6427785921136342,-1.3362048385366783,45.45889394976374,42.88481535740476,43.57221407886366,36.63795161463322,40.362124044673145
성산1동,1114072,2953,584,229,98807311.56164384,-0.5347589492550111,-0.4746468293863719,-0.5160366965128452,-0.9645666066658889,44.652410507449886,45.25353170613628,44.83963303487155,40.35433393334111,42.63197124609333
성산2동,1114073,6288,2194,939,265592796.12,1.6519258313276735,1.7953730048146688,2.5869545406099212,-0.061791369498848385,66.51925831327674,67.9537300481467,75.8695454060992,49.38208630501152,59.37049074934919
성수1가1동,1104065,2292,515,213,120084580.26865672,-0.9681618397992853,-0.5719333937092737,-0.5859632596029357,-0.8493971639886422,40.31838160200715,44.280666062907265,44.14036740397064,41.506028360113575,42.08335298696332
성수1가2동,1104066,1943,268,133,229454163.2485207,-1.1969933205858991,-0.9201910949811104,-0.9355960750533883,-0.2574022942015148,38.03006679414101,40.79808905018889,40.64403924946612,47.42597705798485,43.539172377786954
성수2가1동,1104067,2899,818,245,249843838.8065395,-0.5701655394053754,-0.14471848081305297,-0.4461101334227547,-0.14703720915594562,44.29834460594625,48.55281519186947,45.53889866577245,48.529627908440546,47.31358786720824
성수2가3동,1104068,1913,250,147,199712845.2295082,-1.2166636484472126,-0.9455701987175195,-0.874410332349559,-0.4183858803893164,37.83336351552787,40.544298012824804,41.255896676504406,45.816141196106834,42.72698253796638
성현동,1121079,5374,1570,552,185599075.00892857,1.0526365091529888,0.9155640752858183,0.8956057958683569,-0.4947807914449411,60.52636509152989,59.15564075285818,58.95605795868357,45.05219208555059,52.353113437666906
세곡동,1123076,6564,2342,920,195256248.06944445,1.8328928476517576,2.0040456355362553,2.5039167469404386,-0.4425085165335116,68.32892847651758,70.04045635536255,75.03916746940439,45.57491483466488,58.09021890849995
소공동,1102052,292,49,7,170585388.13442624,-2.279517030553519,-1.228970190440755,-1.486267759387851,-0.5760467647085685,27.20482969446481,37.71029809559245,35.13732240612149,44.23953235291432,38.55219958284398
송정동,1104069,1820,736,174,146334245.87209302,-1.2776416648172844,-0.26033439783447243,-0.7564092571350313,-0.7073131681694124,37.22358335182716,47.396656021655275,42.435907428649685,42.92686831830588,42.50705406188926
송중동,1109071,6013,1503,471,246635618.53457448,1.4716144925989663,0.821097411378073,0.5416025702247738,-0.16440264011402134,64.71614492598967,58.21097411378073,55.41602570224774,48.355973598859784,54.235139467320415
송천동,1109072,6173,1887,490,196745753.37142855,1.576522907859305,1.362518291088135,0.6246403638942561,-0.43444613325225084,65.76522907859305,63.62518291088135,56.24640363894256,45.655538667477494,54.146022613729414
송파1동,1124061,3460,581,267,147595157.28862974,-0.20233040839881286,-0.47887668000910677,-0.34996110917388024,-0.7004881161804769,47.97669591601187,45.21123319990893,46.5003889082612,42.99511883819523,44.817413025816705
송파2동,1124062,2902,359,185,158998308.42692307,-0.5681985066192441,-0.7918856260914863,-0.7083347450105941,-0.6387652240440065,44.31801493380756,42.081143739085135,42.91665254989406,43.61234775955994,43.39855858961814
수궁동,1117069,4430,931,495,190153623.38345864,0.43367685911699044,0.014605892643293383,0.6464924148599095,-0.47012796569159143,54.33676859116991,50.146058926432936,56.464924148599096,45.298720343084085,49.35038972047667
수색동,1112068,2227,574,223,193947601.3129252,-1.010780883498798,-0.4887463314621548,-0.5422591576716291,-0.44959195001762386,39.89219116501202,45.11253668537845,44.57740842328371,45.50408049982376,44.197348455765976
수서동,1123075,4645,3377,1257,608393573.6883117,0.5746475421230706,3.4633441003797816,3.97674498202547,1.7937181437525764,55.746475421230706,84.63344100379781,89.7674498202547,67.93718143752577,71.14966920620549
수유1동,1109063,4432,1536,525,177012940.85882354,0.4349882143077447,0.8676257682281565,0.7776047206538291,-0.5412557548641768,54.349882143077444,58.676257682281566,57.776047206538294,44.58744245135823,50.65404864951116
수유2동,1109064,4936,1372,399,149717596.07407406,0.7654497223778115,0.6363939341853175,0.22693303631936645,-0.6889997952215172,57.654497223778115,56.363939341853175,52.26933036319367,43.11000204778483,49.48325614887156
수유3동,1109065,4637,1718,387,212538499.73347107,0.5694021213600536,1.1242367060074046,0.17448811400179856,-0.3489632725568802,55.694021213600536,61.242367060074045,51.74488114001799,46.5103672744312,51.57951225795091
숭인1동,1101070,1192,296,84,157269714.75308642,-1.6894071947141138,-0.8807124891689183,-1.1497461745167905,-0.6481217430959827,33.10592805285886,41.192875108310815,38.502538254832096,43.51878256904017,40.402147320900255
숭인2동,1101071,1656,475,130,258378982.37748343,-1.3851727904591316,-0.6283314020124051,-0.9487073056327802,-0.10083824716643482,36.148272095408686,43.71668597987595,40.5129269436722,48.99161752833565,44.43999909768688
시흥1동,1118057,6274,1627,580,310962377.3761815,1.6427463449923938,0.9959312371177805,1.0179772812760153,0.18378476434262908,66.42746344992393,59.9593123711778,60.17977281276015,51.837847643426294,57.219767778249064
시흥2동,1118058,4077,1295,395,148524572.875,0.20222266794886823,0.5278277682017896,0.2094513955468438,-0.6954573823691147,52.02222667948868,55.278277682017894,52.094513955468436,43.04542617630885,48.112671262838845
시흥3동,1118059,2380,414,186,392456657.46753246,-0.9104622114060991,-0.7143383646746806,-0.7039643348174635,0.6248964008381002,40.89537788593901,42.856616353253195,42.960356651825364,56.248964008381,49.173510024675785
시흥4동,1118060,4191,1275,360,260475205.96296296,0.27696991382185954,0.49962876405022383,0.05648703878727083,-0.08949182364794037,52.7696991382186,54.99628764050224,50.56487038787271,49.105081763520595,51.051439844975995
시흥5동,1118061,4400,1768,426,241534270.8045977,0.41400653125567694,1.1947342163863188,0.3449341115338942,-0.19201517737406065,54.14006531255677,61.94734216386319,53.44934111533894,48.079848226259394,52.389889693734474
신길1동,1119063,3326,953,273,396316167.8453608,-0.2901912061793465,0.04562479721001568,-0.3237386480150963,0.6457871300638413,47.09808793820653,50.45624797210016,46.76261351984904,56.457871300638416,52.32372332305917
신길3동,1119065,3144,811,299,180976079.7453988,-0.40952452853798177,-0.15458813226610096,-0.21010798299369923,-0.5198041060127921,45.90475471462018,48.45411867733899,47.89892017006301,44.80195893987208,46.048766202652274
신길4동,1119066,2335,707,216,122412528.66037735,-0.9399677031980692,-0.30122295385424275,-0.5728520290235437,-0.8367964621529085,40.600322968019306,46.98777046145757,44.27147970976456,41.63203537847092,42.69287707731497
신길5동,1119067,2047,577,175,258400313.32258064,-1.128802850666679,-0.48451648083941995,-0.7520388469419007,-0.10072278718458974,38.71197149333321,45.1548351916058,42.479611530580996,48.9927721281541,45.45082796259733
신길6동,1119068,3329,529,283,231487334.04745764,-0.28822417339321516,-0.5521940908031776,-0.28003454608378975,-0.24639716233963996,47.117758266067845,44.47805909196823,47.199654539162104,47.5360283766036,46.87518300000507
신길7동,1119069,2568,289,199,145441754.13333333,-0.7871948234752011,-0.8905821406219664,-0.6471490023067649,-0.7121440408515401,42.12805176524799,41.094178593780335,43.528509976932355,42.878559591484596,42.49743514982
신내1동,1107069,6797,2097,763,884181044.638191,1.9856657273746259,1.658607834679575,1.8177623466189254,3.286498526612349,69.85665727374626,66.58607834679574,68.17762346618926,82.86498526612348,75.57859073177391
신내2동,1107070,4101,1440,725,525781375.81632656,0.217958930237919,0.7322705483006411,1.6516867592799604,1.3465554501629124,52.17958930237919,57.32270548300641,66.5168675927996,63.46555450162913,60.51477701991648
신당5동,1102065,1824,511,175,336954759.3,-1.275018954435776,-0.5775731945395868,-0.7520388469419007,0.32447613696385597,37.24981045564224,44.22426805460413,42.479611530580996,53.24476136963856,47.121541126826074
신당동,1102069,1471,440,139,142865310.53435114,-1.5064731456038982,-0.6776796592776452,-0.9093736138946042,-0.7260897957071123,34.935268543961016,43.22320340722355,40.90626386105396,42.73910204292888,41.03394830915251
신대방1동,1120069,3920,597,294,295578047.31092435,0.09928128547466088,-0.4563174766878542,-0.2319600339593525,0.10051257635759438,50.99281285474661,45.43682523312146,47.68039966040647,51.00512576357595,49.61261982608436
신대방2동,1120070,3214,589,283,386354241.3357143,-0.36362709686158357,-0.46759707834848047,-0.28003454608378975,0.5918652879371057,46.36372903138417,45.32402921651519,47.199654539162104,55.91865287937106,51.063734176247785
신도림동,1117051,4740,188,327,277574850.8910891,0.6369369136838967,-1.0329871115873732,-0.08773649758604084,0.003065007939283177,56.36936913683897,39.67012888412627,49.12263502413959,50.030650079392835,49.37180079980376
신림동,1121069,1992,846,198,301851584.56122446,-1.1648651184124204,-0.10523987500086095,-0.6515194124998955,0.13446993238298832,38.351348815875795,48.94760124999139,43.484805875001044,51.344699323829886,47.34405037821372
신사1동,1112065,4965,1099,442,417612060.9326923,0.7844643726437479,0.2514775275164455,0.4148606746239847,0.7610573826491187,57.84464372643748,52.51477527516445,54.14860674623985,57.61057382649119,56.33287717496685
신사2동,1112066,3866,1119,341,210136407.3703704,0.06387469532429657,0.2796765316680112,-0.026550754882211647,-0.3619653003324844,50.638746953242965,52.79676531668011,49.734492451177886,46.38034699667516,48.774168375802425
관악구 신사동,1121068,3604,1249,325,170320514.60966542,-0.10791283466450803,0.4629700586531884,-0.09647731797230215,-0.5774804701642225,48.92087165335492,54.62970058653188,49.035226820276975,44.225195298357775,47.586372935027576
강남구 신사동,1123051,3032,246,156,346582939.3649123,-0.4829604192202189,-0.9512099995478327,-0.8350766406113831,0.37659147880313265,45.17039580779781,40.48790000452168,41.649233593886166,53.765914788031324,48.20857325560229
신수동,1114063,3242,410,220,284954117.60162604,-0.3452681241910243,-0.7199781655049937,-0.5553703882510211,0.04300744820837602,46.54731875808976,42.80021834495006,44.44629611748979,50.43007448208376,47.57032621771232
신원동,1121065,3262,1123,320,104555398.81981982,-0.332154572283482,0.28531633249832433,-0.11832936893795544,-0.9334534024713056,46.67845427716518,52.85316332498324,48.81670631062045,40.66546597528694,45.019815713776126
신월1동,1115057,4260,1804,452,136564943.40189874,0.3222116679028806,1.2454924238591372,0.45856477655529126,-0.7601923763201694,53.22211667902881,62.454924238591374,54.58564776555291,42.3980762367983,49.59627916665252
신월2동,1115058,3918,785,328,248821488.95726496,0.09796993028390664,-0.1912468376631364,-0.08336608739291018,-0.15257097685815588,50.979699302839066,48.08753162336863,49.166339126070895,48.47429023141844,48.99419540112541
신월3동,1115059,3022,1516,332,140487674.11659193,-0.48951719517399,0.8394267640765908,-0.06588444662038756,-0.7389594485226637,45.1048280482601,58.394267640765904,49.341155533796126,42.61040551477336,46.71280964589725
신월4동,1115060,3312,414,300,223759288.8013245,-0.29937069251462617,-0.7143383646746806,-0.20573757280056856,-0.2882274684864223,47.00629307485374,42.856616353253195,47.94262427199431,47.11772531513578,46.452857168357234
신월5동,1115061,2467,767,253,215947514.9615385,-0.8534182606082898,-0.21662594139954555,-0.41114685187770944,-0.3305109801456193,41.4658173939171,47.833740586004545,45.888531481222905,46.69489019854381,45.74757961575899
신월6동,1115062,1846,268,155,302762133.6056338,-1.2605940473374795,-0.9201910949811104,-0.8394470508045138,0.1393985455155733,37.394059526625206,40.79808905018889,41.60552949195486,51.393985455155736,45.51616140318032
신월7동,1115063,4406,1072,391,167648500.42975205,0.41794059682793966,0.21340887191183172,0.19196975477432118,-0.5919435287533589,54.1794059682794,52.13408871911832,51.91969754774321,44.08056471246641,48.48959126920269
신정1동,1115064,2720,263,176,164662160.83408073,-0.6875318289778793,-0.9272408460190018,-0.74766843674877,-0.6081079656279612,43.12468171022121,40.72759153980998,42.5233156325123,43.91892034372039,43.02713948743522
신정2동,1115065,2625,711,307,207118223.52941176,-0.7498212005387054,-0.29558315302392957,-0.17514470144865396,-0.3783021035024377,42.50178799461295,47.044168469760706,48.24855298551346,46.216978964975624,45.872645686807715
신정3동,1115066,7530,2380,884,280709750.9228972,2.4662774047860525,2.05762374342423,2.346581979987735,0.020033571643760316,74.66277404786052,70.5762374342423,73.46581979987735,50.2003357164376,61.56679169376797
신정4동,1115072,5878,1758,571,359456721.3006682,1.3830980172230556,1.180634714310536,0.9786435895378394,0.4462745904423974,63.830980172230554,61.806347143105356,59.78643589537839,54.462745904423976,58.28698422362383
신정6동,1115069,2823,77,166,332416214.51111114,-0.6199970366540363,-1.189491584628563,-0.7913725386800765,0.2999099353004924,43.80002963345964,38.10508415371437,42.08627461319924,52.99909935300492,47.188729656744314
신정7동,1115070,5000,1781,501,233663748.7910448,0.807413088481947,1.2130635690848366,0.6727148760186934,-0.23461668071368477,58.07413088481947,62.130635690848365,56.727148760186935,47.653833192863154,53.4054976143173
신촌동,1113075,2124,534,189,600580122.3128964,-1.0783156758226409,-0.5451443397652862,-0.6908531042380714,1.751425551940933,39.21684324177359,44.54855660234714,43.091468957619284,67.51425551940933,54.782927433172546
쌍문1동,1110051,4614,1275,393,179878153.76842105,0.55432153666638,0.49962876405022383,0.2007105751605825,-0.5257469516200255,55.5432153666638,54.99628764050224,52.00710575160583,44.74253048379975,49.60514687127126
쌍문2동,1110052,3908,1060,350,328237429.37593985,0.09141315433013547,0.1964894694208923,0.012782936855964263,0.2772910380297625,50.91413154330135,51.96489469420892,50.127829368559645,52.772910380297624,51.9291167413656
쌍문3동,1110053,3460,939,291,359418588.9876033,-0.20233040839881286,0.025885494303919673,-0.24507126453874448,0.4460681881402905,47.97669591601187,50.258854943039196,47.54928735461255,54.460681881402905,51.56464065826225
쌍문4동,1110054,3072,360,234,451957370.3148148,-0.4567333154051342,-0.790475675883908,-0.49418464554719194,0.946961419233144,45.43266684594866,42.09524324116092,45.05815354452808,59.46961419233144,51.82027722562462
아현동,1114078,3155,524,236,193942936.15800416,-0.4023120749888335,-0.5592438418410691,-0.4854438251609306,-0.44961720153367396,45.976879250111665,44.407561581589306,45.14556174839069,45.50382798466326,45.36180833768093
안암동,1108060,2112,482,242,496275765.5318182,-1.0861838069671663,-0.6184617505593571,-0.45922136400214664,1.186847701056992,39.13816193032834,43.81538249440643,45.40778635997853,61.86847701056992,52.10553612286907
