,EMD_CD,EMD_KOR_NM,SIG_KOR_NM,약국명,경도,위도,geometry
558,11200101,상왕십리동,성동구,늘푸른약국,127.02408235026164,37.566591219587934,POINT (957970.8639298246 1952020.5933944131)
559,11740108,성내동,강동구,늘푸른약국,127.135319132031,37.5289882902078,POINT (967778.2397324877 1947804.8336204977)
560,11680107,신사동,강남구,늘푸른온누리약국,127.034753151499,37.5288546415044,POINT (958892.5084113884 1947829.208995151)
561,11620101,봉천동,관악구,늘푸른온누리약국,126.96321620810862,37.47751661245067,POINT (952539.2364830663 1942167.2339722542)
562,11260101,면목동,중랑구,늘푸른온누리약국,127.0811114648,37.57435401440001,POINT (963011.0708338534 1952857.8569632482)
563,11680107,신사동,강남구,가로수길약국,127.0205795553707,37.52291864572528,POINT (957636.8177136842 1947176.9341376692)
564,11560105,영등포동4가,영등포구,늘푸른이화약국,126.90339255693524,37.51893093277018,POINT (947278.8916004781 1946793.7449200524)
565,11350105,상계동,노원구,늘한마음약국,127.063033065964,37.654537708996,POINT (961456.1041946497 1961761.1580302718)
566,11560132,신길동,영등포구,다나스약국,126.91585098870732,37.49712173738634,POINT (948364.8098841076 1944367.2299397849)
567,11500108,공항동,강서구,다나아약국,126.81412652789092,37.55631656328337,POINT (939420.7774726697 1950995.279083751)
568,11350102,월계동,노원구,다나약국,127.06145287364222,37.6228152066418,POINT (961300.267086209 1958242.3210463382)
569,11140162,신당동,중구,다나약국,127.01113888888888,37.55343333333333,POINT (956820.2038170358 1950566.6616858502)
570,11305103,수유동,강북구,다나약국,127.0220774337966,37.63480084453478,POINT (957832.3210643788 1959589.0452890403)
571,11440108,대흥동,마포구,다나약국,126.94613834405828,37.55574419673466,POINT (951080.3462365951 1950854.8837733706)
572,11560132,신길동,영등포구,다나약국,126.9053825001539,37.5053526054072,POINT (947445.2206148466 1945286.1917774382)
573,11710111,방이동,송파구,다나약국,127.1211707321984,37.50647738553507,POINT (966518.0819301952 1945312.3336729782)
574,11260101,면목동,중랑구,다나약국,127.08692670280504,37.58316519907983,POINT (963528.8716561752 1953833.1392847497)
575,11650108,서초동,서초구,다나약국,127.0091040188,37.4838741089,POINT (956600.1993357231 1942850.4159072489)
576,11530108,오류동,구로구,다나약국,126.844867016193,37.49621371562664,POINT (942089.4931973191 1944307.7985398213)
577,11170101,후암동,용산구,다나약국,126.97726294615616,37.54979689347708,POINT (953825.7679891378 1950179.3177261169)
578,11380108,역촌동,은평구,다나약국,126.92145497915465,37.60762487654888,POINT (948935.6256191517 1956623.9518141216)
579,11110156,종로3가,종로구,다나약국,126.991917834,37.57015053,POINT (955132.4745700463 1952430.352838505)
580,11620101,봉천동,관악구,다나온누리약국,126.956577396,37.4856072286,POINT (951957.4292150353 1943068.2029051816)
581,11500103,화곡동,강서구,다나은약국,126.8437445216237,37.54267061140119,POINT (942026.2246745692 1949462.645708428)
582,11710104,송파동,송파구,다나은약국,127.113838998649,37.5090554495244,POINT (965871.2554097347 1945600.9868574545)
583,11305103,수유동,강북구,다나을약국,127.02506479048752,37.637849195497424,POINT (958097.6126138066 1959925.9098524505)
584,11200111,금호동3가,성동구,다나을약국,127.01694278255366,37.5486770297389,POINT (957330.1378928141 1950036.3251506935)
