학교급,설립구분,학교,자치구,남녀공학구분,개교일자,우편번호,주소,전화번호,팩스번호,홈페이지
초등학교,공립,태흥초등학교,서귀포시,남여공학,19470302,63617,제주특별자치도 서귀포시 남원읍 태위로 915,647641109,647646373,http://taeheung.jje.es.kr
초등학교,공립,토산초등학교,서귀포시,남여공학,19780315,63626,제주특별자치도 서귀포시 표선면 토산중앙로 68-9,647870081,647874181,http://tosan.jje.es.kr
초등학교,공립,토평초등학교,서귀포시,남여공학,19461101,63604,제주특별자치도 서귀포시 토평남로 86,647622467,647320552,http://topyeong.jje.es.kr
초등학교,공립,표선초등학교,서귀포시,남여공학,19090712,63629,제주특별자치도 서귀포시 표선면 표선동서로 293,647871011,647873872,http://pyoseon.jje.es.kr
초등학교,공립,풍천초등학교,서귀포시,남여공학,19461203,63637,제주특별자치도 서귀포시 성산읍 풍천로 18,647865600,647865697,http://pungcheon.jje.es.kr
초등학교,공립,하례초등학교,서귀포시,남여공학,19461129,63613,제주특별자치도 서귀포시 남원읍 일주동로 8002,647605605,647605699,http://harye.jje.es.kr
초등학교,공립,하원초등학교,서귀포시,남여공학,19710319,63542,제주특별자치도 서귀포시 월평하원로 149,647380555,647381555,http://jjhawon.jje.es.kr
초등학교,공립,한마음초등학교,서귀포시,남여공학,20010302,63627,제주특별자치도 서귀포시 표선면 한마음초등로 408,647802311,647876215,http://hanmaum.jje.es.kr
초등학교,공립,효돈초등학교,서귀포시,남여공학,19380525,63606,제주특별자치도 서귀포시 효돈로 161,647671795,647671794,http://hyodon.jje.es.kr
초등학교,공립,흥산초등학교,서귀포시,남여공학,19461128,63616,제주특별자치도 서귀포시 남원읍 일주동로 6642,647302800,647302888,http://heungsan.jje.es.kr
중학교,공립,남원중학교,서귀포시,남여공학,19530430,63621,제주특별자치도 서귀포시 남원읍 남한로 36,647667502,647644005,http://namwon.jje.ms.kr
중학교,공립,대정중학교,서귀포시,남여공학,19461108,63513,제주특별자치도 서귀포시 대정읍 비행장로 18,647980700,647980705,http://daejung.jje.ms.kr
중학교,공립,무릉중학교,서귀포시,남여공학,19540715,63501,제주특별자치도 서귀포시 대정읍 서삼중로 106,647935300,647925303,http://murung.jje.ms.kr
중학교,공립,서귀중앙여자중학교,서귀포시,여,19810509,63585,제주특별자치도 서귀포시 중앙로 120,647305104,647321106,http://sgja-g.jje.ms.kr
중학교,공립,서귀포대신중학교,서귀포시,남여공학,19980324,63565,제주특별자치도 서귀포시 신중로13번길 15,647354603,647354606,http://daesin.jje.ms.kr
중학교,공립,서귀포여자중학교,서귀포시,여,19601201,63583,제주특별자치도 서귀포시 일주동로 8820,647308800,647625711,http://seogwipo-g.jje.ms.kr
중학교,공립,서귀포중학교,서귀포시,남,19461109,63595,제주특별자치도 서귀포시 태평로 474,647307900,647321132,http://seogwipo.jje.ms.kr
중학교,공립,성산중학교,서귀포시,남여공학,19511015,63641,제주특별자치도 서귀포시 성산읍 일주동로 4316,647840663,647821663,http://ss.jje.ms.kr
중학교,공립,신산중학교,서귀포시,남여공학,19700428,63634,제주특별자치도 서귀포시 성산읍 일주동로 5104,647802800,647802888,http://sinsan.jje.ms.kr
중학교,공립,안덕중학교,서귀포시,남여공학,19530428,63530,제주특별자치도 서귀포시 안덕면 화순로 74,647357700,647357736,http://andeok.jje.ms.kr
중학교,공립,위미중학교,서귀포시,남여공학,19710305,63609,제주특별자치도 서귀포시 남원읍 위미상원북로 34,647641121,647646313,http://wimi.jje.ms.kr
중학교,공립,중문중학교,서귀포시,남여공학,19451004,63546,제주특별자치도 서귀포시 천제연로232번길 10,647660100,647660110,http://jungmun.jje.ms.kr
중학교,공립,표선중학교,서귀포시,남여공학,19511016,63629,제주특별자치도 서귀포시 표선면 표선중앙로 31,647870629,647874688,http://pyoseon.jje.ms.kr
중학교,공립,효돈중학교,서귀포시,남여공학,19550515,63606,제주특별자치도 서귀포시 효돈로 207,647300201,647300290,http://hyodon.jje.ms.kr
중학교,사립,남주중학교,서귀포시,남,19670310,63579,제주특별자치도 서귀포시 동홍로303번길 14,647306193,647306199,http://namju.jje.ms.kr/
