사업장명,업종구분대분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,데이터갱신일시
씨유제주신촌점,안전상비의약품 판매업소,20141211,,폐업,20180627,,,,,,제주특별자치도 제주시 조천읍 신촌3길 1,63337,2018-08-31 23:59:59.0
(주)비지에프리테일 제주전농로점,안전상비의약품 판매업소,20150209,,폐업,20150427,,,,,제주특별자치도 제주시 삼도일동 719번지 31호,제주특별자치도 제주시 전농로 31 (삼도일동),690811,2018-08-31 23:59:59.0
씨유제주도청점,안전상비의약품 판매업소,20150305,,폐업,20180220,,,,,제주특별자치도 제주시 연동 312번지 12호,"제주특별자치도 제주시 선덕로3길 44, 1층 101호 (연동)",63122,2018-08-31 23:59:59.0
세븐일레븐제주삼도점,안전상비의약품 판매업소,20121109,,폐업,20150827,,,,,제주특별자치도 제주시 삼도이동 1240번지 7호,제주특별자치도 제주시 중앙로24길 27 (삼도이동),63179,2018-08-31 23:59:59.0
세븐일레븐 제주연동점,안전상비의약품 판매업소,20130603,,폐업,20160513,,,,,제주특별자치도 제주시 연동 293번지 68호,제주특별자치도 제주시 연동11길 25 (연동),63123,2018-08-31 23:59:59.0
세븐일레븐 제주삼화부영2차점,안전상비의약품 판매업소,20180618,,폐업,20191219,,,,,제주특별자치도 제주시 화북이동 116번지 삼화사랑으로부영2차아파트,"제주특별자치도 제주시 화삼로 12, 상가동 101호 (화북이동, 삼화사랑으로부영2차아파트)",63303,2019-12-21 02:40:00.0
씨유 제주이도사랑점,안전상비의약품 판매업소,20121113,,폐업,20140401,,,,,제주특별자치도 제주시 이도이동 1026번지 11호,제주특별자치도 제주시 구남로7길 33 (이도이동),690826,2018-08-31 23:59:59.0
씨유 제주건입점,안전상비의약품 판매업소,20121113,,폐업,20181211,,,,,제주특별자치도 제주시 건입동 1109번지 7호,제주특별자치도 제주시 동문로 51 (건입동),63279,2018-12-14 02:40:00.0
CU 제주행복점,안전상비의약품 판매업소,20121109,,폐업,20200217,,,,,,제주특별자치도 제주시 조천읍 일주동로 1602,63339,2020-02-19 02:40:00.0
씨유 제주광평점,안전상비의약품 판매업소,20121113,,폐업,20140620,,,,,제주특별자치도 제주시 노형동 2590번지 6호,"제주특별자치도 제주시 광평동로 20, 1층 (노형동)",690842,2018-08-31 23:59:59.0
씨유 제주정한점,안전상비의약품 판매업소,20121113,,폐업,20180618,,,,,제주특별자치도 제주시 노형동 933번지 10호,제주특별자치도 제주시 원노형8길 22 (노형동),63082,2018-08-31 23:59:59.0
GS25 노형라자점,안전상비의약품 판매업소,20121115,,폐업,20150430,,,,,제주특별자치도 제주시 노형동 1281번지 1호,제주특별자치도 제주시 월랑로 13 (노형동),690804,2018-08-31 23:59:59.0
CU연동세일점,안전상비의약품 판매업소,20150319,,폐업,20200219,,,,,제주특별자치도 제주시 연동 313번지 47호,제주특별자치도 제주시 선덕로 17 (연동),63122,2020-02-21 02:40:00.0
(주)코리아세븐 제주이도중앙점,안전상비의약품 판매업소,20121119,,폐업,20160718,,,,,제주특별자치도 제주시 이도이동 888번지,제주특별자치도 제주시 구남로7길 36 (이도이동),63222,2018-08-31 23:59:59.0
(주)코리아세븐 제주합동청사점,안전상비의약품 판매업소,20121121,,폐업,20201214,,,,,제주특별자치도 제주시 도남동 61번지 1호,제주특별자치도 제주시 연삼로 318 (도남동),63219,2020-12-16 02:40:00.0
GS25중앙여고점,안전상비의약품 판매업소,20141031,,폐업,20170801,,,,,제주특별자치도 제주시 이도이동 1979번지 21호,제주특별자치도 제주시 구남동5길 6 (이도이동),63230,2018-08-31 23:59:59.0
GS25노형현대점,안전상비의약품 판매업소,20141031,,폐업,20160517,,,,,제주특별자치도 제주시 노형동 723번지 1호,제주특별자치도 제주시 원노형로 84 (노형동),63086,2018-08-31 23:59:59.0
GS25한라대학점,안전상비의약품 판매업소,20160218,,폐업,20160930,,,,,,"제주특별자치도 제주시 한라대학로 72, 1층 (노형동, 미래주택)",63092,2018-08-31 23:59:59.0
GS25노형타워점,안전상비의약품 판매업소,20160706,,폐업,20180604,,,,,,"제주특별자치도 제주시 노형로 407, 108호 (노형동, 노형타워)",63099,2018-08-31 23:59:59.0
세븐일레븐제주원남점,안전상비의약품 판매업소,20160707,,폐업,20180130,,,,,,"제주특별자치도 제주시 원남6길 49, 101호 (도남동)",63234,2018-08-31 23:59:59.0
세븐일레븐제주아라점,안전상비의약품 판매업소,20160713,,폐업,20180116,,,,,,"제주특별자치도 제주시 인다2길 66, 101호 (아라일동)",63248,2018-08-31 23:59:59.0
세븐일레븐 제주용담센터점,안전상비의약품 판매업소,20171107,,폐업,20180525,,,,,제주특별자치도 제주시 용담일동 248번지 1호,제주특별자치도 제주시 남성로 83-1 (용담일동),63174,2018-08-31 23:59:59.0
씨유 해안도로점,안전상비의약품 판매업소,20121112,,폐업,20151228,,,,,제주특별자치도 제주시 용담삼동 2394번지,제주특별자치도 제주시 서해안로 456 (용담삼동),63114,2018-08-31 23:59:59.0
GS25신이도점,안전상비의약품 판매업소,20150827,,폐업,20170524,,,,,제주특별자치도 제주시 아라이동 3011번지 1호,제주특별자치도 제주시 승천로 80 (아라이동),63230,2018-08-31 23:59:59.0
씨유제주서해안로점,안전상비의약품 판매업소,20161114,,폐업,20200604,,,,,,"제주특별자치도 제주시 서해안로 456-2, 1층 (용담삼동)",63114,2020-06-06 02:40:00.0
GS25 제주일도점,안전상비의약품 판매업소,20121109,,폐업,20150702,,,,,제주특별자치도 제주시 일도이동 48번지 2호,제주특별자치도 제주시 고마로 127 (일도이동),690832,2018-08-31 23:59:59.0
세븐일레븐제주북초교점,안전상비의약품 판매업소,20121108,,폐업,20150625,,,,,제주특별자치도 제주시 삼도이동 1179번지 7호,제주특별자치도 제주시 탑동로15길 47 (삼도이동),690808,2018-08-31 23:59:59.0
씨유 제주대동점,안전상비의약품 판매업소,20121112,,폐업,20160504,,,,,제주특별자치도 제주시 이호이동 205번지,제주특별자치도 제주시 일주서로 7651 (이호이동),63108,2018-08-31 23:59:59.0
GS25 제주관덕정점,안전상비의약품 판매업소,20121112,,폐업,20160328,,,,,제주특별자치도 제주시 삼도이동 989번지 1호,제주특별자치도 제주시 관덕로 17 (삼도이동),63166,2018-08-31 23:59:59.0
씨유 제주부영점,안전상비의약품 판매업소,20121110,,폐업,20161007,,,,,제주특별자치도 제주시 노형동 732번지,제주특별자치도 제주시 원노형로 93 (노형동),63085,2018-08-31 23:59:59.0
GS25 중앙여고점,안전상비의약품 판매업소,20121110,,폐업,20141023,,,,,제주특별자치도 제주시 이도이동 1979번지 21호,제주특별자치도 제주시 구남동5길 6 (이도이동),690851,2018-08-31 23:59:59.0
세븐일레븐제주도두중앙점,안전상비의약품 판매업소,20161024,,폐업,20210827,,,,,,"제주특별자치도 제주시 서해안로 146, 103동 제지1층 101호 (도두일동, 도두골든빌리지)",63112,2021-08-29 02:40:00.0
(주)비즈에프리테일제주도남점,안전상비의약품 판매업소,20121108,,폐업,20140430,,,,,제주특별자치도 제주시  567번지 1호,제주특별자치도 제주시 연삼로 266 (도남동),690029,2018-08-31 23:59:59.0
세븐일레븐제주탑동로점,안전상비의약품 판매업소,20150909,,폐업,20200114,,,,,제주특별자치도 제주시 삼도이동 5번지 1호,제주특별자치도 제주시 중앙로2길 15 (삼도이동),63166,2020-01-16 02:40:00.0
씨유제주마두천점,안전상비의약품 판매업소,20150911,,폐업,20160907,,,,,제주특별자치도 제주시 노형동 916번지 6호,제주특별자치도 제주시 원노형9길 24 (노형동),63081,2018-08-31 23:59:59.0
지에스25동광로점,안전상비의약품 판매업소,20150917,,폐업,20200512,,,,,제주특별자치도 제주시 이도이동 1176번지 23호,"제주특별자치도 제주시 동광로 12, 1층 (이도이동)",63208,2020-05-14 02:40:00.0
GS25제주사평점,안전상비의약품 판매업소,20150930,,폐업,20170228,,,,,제주특별자치도 제주시 오라이동 1341번지 1호,"제주특별자치도 제주시 사평4길 24-10, 104동 101호 (오라이동, 오라파인힐)",63145,2018-08-31 23:59:59.0
씨유 이도베라체점,안전상비의약품 판매업소,20121109,,폐업,20140602,,,,,제주특별자치도 제주시 이도이동 1956번지 제주이도한일베라체아파트 601동 110호,"제주특별자치도 제주시 신설로 55, 601동 1층 110호 (이도이동, 제주이도한일베라체아파트)",690022,2018-08-31 23:59:59.0
GS25 동광로점,안전상비의약품 판매업소,20121112,,폐업,20150915,,,,,제주특별자치도 제주시 이도이동 1176번지 23호,제주특별자치도 제주시 동광로 12 (이도이동),63208,2018-08-31 23:59:59.0
세븐일레븐 신제주점,안전상비의약품 판매업소,20121110,,폐업,20140306,,,,,제주특별자치도 제주시 연동 284번지 48호,제주특별자치도 제주시 사장1길 31 (연동),690814,2018-08-31 23:59:59.0
(주)코리아세븐 제주노형성당점,안전상비의약품 판매업소,20121119,,폐업,20160602,,,,,제주특별자치도 제주시 노형동 2587번지 5호,제주특별자치도 제주시 광평동로 30 (노형동),63103,2018-08-31 23:59:59.0
(주)코리아세븐 제주노형이레점,안전상비의약품 판매업소,20121119,,폐업,20170111,,,,,제주특별자치도 제주시 노형동 711번지 2호,제주특별자치도 제주시 연북로 12 (노형동),63086,2018-08-31 23:59:59.0
씨유 제주신라점,안전상비의약품 판매업소,20121112,,폐업,20160329,,,,,제주특별자치도 제주시 노형동 916번지 1호,제주특별자치도 제주시 원노형3길 2 (노형동),63081,2018-08-31 23:59:59.0
(주)코리아세븐 제주뉴아시아점,안전상비의약품 판매업소,20121119,,폐업,20170731,,,,,제주특별자치도 제주시 연동 306번지 2호,제주특별자치도 제주시 신대로 160 (연동),63136,2018-08-31 23:59:59.0
지에스(GS)25 제주화북점,안전상비의약품 판매업소,20131111,,폐업,20150625,,,,,제주특별자치도 제주시 화북일동 1947번지 24호,제주특별자치도 제주시 진동로5길 31 (화북일동),690839,2018-08-31 23:59:59.0
씨유 제주화북진동점,안전상비의약품 판매업소,20131118,,폐업,20180629,,,,,제주특별자치도 제주시 화북일동 1969번지 10호,제주특별자치도 제주시 진동로 7 (화북일동),63289,2018-08-31 23:59:59.0
지에스25 제주유정점,안전상비의약품 판매업소,20131204,,폐업,20150730,,,,,제주특별자치도 제주시 삼도일동 574번지 24호,제주특별자치도 제주시 서광로20길 12 (삼도일동),63186,2018-08-31 23:59:59.0
세븐일레븐제주한림중앙점,안전상비의약품 판매업소,20131101,,폐업,20190603,,,,,,제주특별자치도 제주시 한림읍 한림중앙로 35,63029,2019-06-05 02:40:00.0
CU제주애월항점,안전상비의약품 판매업소,20130325,,폐업,20171227,,,,,,제주특별자치도 제주시 애월읍 애월해안로 99,63043,2018-08-31 23:59:59.0
GS25탐라도서관점,안전상비의약품 판매업소,20160204,,폐업,20191030,,,,,,제주특별자치도 제주시 노형1길 43 (노형동),63088,2019-11-01 02:40:00.0
GS25제주한라점,안전상비의약품 판매업소,20160218,,폐업,20161201,,,,,,"제주특별자치도 제주시 한라대학로 63 (노형동, 록담빌딩)",63089,2018-08-31 23:59:59.0
씨유 제주연화점,안전상비의약품 판매업소,20121110,,폐업,20170619,,,,,제주특별자치도 제주시 연동 1518번지 8호,제주특별자치도 제주시 연화로1길 32 (연동),63140,2018-08-31 23:59:59.0
(주)비즈에프리테일제주일도점,안전상비의약품 판매업소,20121108,,폐업,20150401,,,,,제주특별자치도 제주시 일도이동 52번지 8호,제주특별자치도 제주시 연수로3길 5 (일도이동),690830,2018-08-31 23:59:59.0
(주)코리아세븐 제주연동문화점,안전상비의약품 판매업소,20121119,,폐업,20140701,,,,,제주특별자치도 제주시 연동 311번지 1호,제주특별자치도 제주시 귀아랑길 19 (연동),690815,2018-08-31 23:59:59.0
(주)코리아세븐 제주연북로점,안전상비의약품 판매업소,20121119,,폐업,20181122,,,,,제주특별자치도 제주시 이도이동 1985번지 9호,제주특별자치도 제주시 연북로 599 (이도이동),63230,2018-11-24 02:36:10.0
(주)코리아세븐 제주용두암점,안전상비의약품 판매업소,20121119,,폐업,20201127,,,,,제주특별자치도 제주시 용담이동 481번지 25호,제주특별자치도 제주시 용두암길 16 (용담이동),63152,2020-11-29 02:40:00.0
(주)코리아세븐 제주다랑곶점,안전상비의약품 판매업소,20121119,,폐업,20161124,,,,,,제주특별자치도 제주시 다랑곶길 24 (노형동),690803,2018-08-31 23:59:59.0
GS25노형드림점,안전상비의약품 판매업소,20171107,,폐업,20210908,,,,,,제주특별자치도 제주시 원노형남2길 39 (노형동),63084,2021-09-10 02:40:00.0
씨유 제주성안점,안전상비의약품 판매업소,20171201,,폐업,20191127,,,,,제주특별자치도 제주시 삼도이동 602번지 3호,제주특별자치도 제주시 서사로 59 (삼도이동),63171,2019-11-29 02:40:00.0
씨유제주용인아파트점,안전상비의약품 판매업소,20160630,,폐업,20200617,,,,,,"제주특별자치도 제주시 고마로14길 16, 1층 101호 (일도이동, 용인아파트)",63275,2020-06-19 02:40:00.0
씨유제주노형행운점,안전상비의약품 판매업소,20160630,,폐업,20200928,,,,,,"제주특별자치도 제주시 수덕7길 14, 102동 (노형동, 대왕아파트)",63099,2020-09-30 02:40:00.0
씨유 제주일고정문점,안전상비의약품 판매업소,20121110,,폐업,20160707,,,,,제주특별자치도 제주시 노형동 729번지 11호,제주특별자치도 제주시 진군길 19 (노형동),63087,2018-08-31 23:59:59.0
씨유제주도평에코그린점,안전상비의약품 판매업소,20200211,,폐업,20210819,,,,,제주특별자치도 제주시 도평동 6번지 에코그린빌6차,"제주특별자치도 제주시 우평로 64, 109동 101호 (도평동, 에코그린빌6차)",63075,2021-08-21 02:40:00.0
GS25연동베스트점,안전상비의약품 판매업소,20180827,,폐업,20200310,,,,,제주특별자치도 제주시 연동 2325번지 1호,"제주특별자치도 제주시 성신로1길 30, 1층 102호 (연동)",63126,2020-03-12 02:40:00.0
곽지편의점,안전상비의약품 판매업소,20200320,,폐업,20201006,,,,,제주특별자치도 제주시 애월읍 곽지리 1575번지 3호,"제주특별자치도 제주시 애월읍 곽지3길 27, 1층",63034,2020-10-09 02:40:00.0
세븐일레븐제주신촌점,안전상비의약품 판매업소,20200518,,폐업,20200720,,,,,제주특별자치도 제주시 조천읍 신촌리 1789번지 3호,제주특별자치도 제주시 조천읍 신북로 88,63337,2020-07-22 02:40:00.0
지에스25노형타워점,안전상비의약품 판매업소,20200703,,폐업,20210308,,,,,제주특별자치도 제주시 노형동 1288-5 노형타워,"제주특별자치도 제주시 노형로 407, 노형타워 1층 108호 (노형동)",63099,2021-03-12 02:40:00.0
레몬비 김녕로점,안전상비의약품 판매업소,20180914,,폐업,20210326,,,,,,제주특별자치도 제주시 구좌읍 김녕로21길 8,63357,2021-03-28 02:40:00.0
지에스25제주사평점,안전상비의약품 판매업소,20181001,,폐업,20191218,,,,,제주특별자치도 제주시 오라이동 1341번지 1호 오라파인힐,"제주특별자치도 제주시 사평4길 24-10, 104동 지하1층 101호 (오라이동, 오라파인힐)",63145,2019-12-20 02:40:00.0
씨유제주한국병원점,안전상비의약품 판매업소,20200923,,폐업,20210727,,,,,제주특별자치도 제주시 삼도일동 518-5,"제주특별자치도 제주시 서광로 189, 1층 (삼도일동)",63183,2021-07-29 02:40:00.0
세븐일레븐제주일도삼성점,안전상비의약품 판매업소,20210408,,폐업,20210830,,,,,제주특별자치도 제주시 일도이동 1035-3,제주특별자치도 제주시 삼성로 59 (일도이동),63268,2021-09-01 02:40:00.0
(주)뉴금성 GS25삼도동양점,안전상비의약품 판매업소,20181025,,폐업,20200713,,,,,제주특별자치도 제주시 삼도일동 319번지 17호 동양맨션,"제주특별자치도 제주시 홍랑길 20, 1층 (삼도일동, 동양맨션)",63180,2020-07-15 02:40:00.0
(주)코리아세븐 제주그랜드호텔점,안전상비의약품 판매업소,20181101,,폐업,20201009,,,,,제주특별자치도 제주시 연동 253번지 13호,"제주특별자치도 제주시 연동4길 8, 1층 (연동)",63132,2020-11-29 02:40:00.0
씨유제주원노형점,안전상비의약품 판매업소,20170414,,폐업,20180725,,,,,제주특별자치도 제주시 노형동 917번지 1호,제주특별자치도 제주시 원노형3길 1 (노형동),63081,2018-08-31 23:59:59.0
레몬비 아라화인점,안전상비의약품 판매업소,20181213,,폐업,20190220,,,,,제주특별자치도 제주시 아라이동 1188번지 2호,"제주특별자치도 제주시 간월동로 90-8, 지1층 101호 (아라이동)",63246,2019-02-22 02:40:00.0
지에스25제주대동점,안전상비의약품 판매업소,20181206,,폐업,20200803,,,,,제주특별자치도 제주시 이호이동 114번지 3호,"제주특별자치도 제주시 대동길 2, 1층 (이호이동)",63109,2020-08-05 02:40:00.0
세븐일레븐 제주삼화센터점,안전상비의약품 판매업소,20181106,,폐업,20200428,,,,,제주특별자치도 제주시 도련일동 1940번지 9호,"제주특별자치도 제주시 건주로4길 10-3, 1층 101호 (도련일동)",63323,2020-04-30 02:40:00.0
레몬비송당점,안전상비의약품 판매업소,20201204,,폐업,20210326,,,,,제주특별자치도 제주시 구좌읍 송당리 1376-1,제주특별자치도 제주시 구좌읍 중산간동로 2270,63355,2021-03-28 02:40:00.0
씨유제주신광새길점,안전상비의약품 판매업소,20201123,,폐업,20210115,,,,,제주특별자치도 제주시 연동 2375,제주특별자치도 제주시 성신북길 19 (연동),63127,2021-01-23 02:40:00.0
GS25 효돈사거리점,안전상비의약품 판매업소,20121112,,폐업,20130530,,,,,제주특별자치도 서귀포시 하효동 631번지 2호,제주특별자치도 서귀포시 일주동로 8139 (하효동),697030,2018-08-31 23:59:59.0
씨유 서귀포터미널점,안전상비의약품 판매업소,20121112,,폐업,20200128,,,,,제주특별자치도 서귀포시 서귀동 288번지 7호,제주특별자치도 서귀포시 중앙로 72 (서귀동),63591,2020-01-30 02:40:00.0
씨유 강정마을점,안전상비의약품 판매업소,20121112,,폐업,20180410,,,,,제주특별자치도 서귀포시 강정동 4405번지,제주특별자치도 서귀포시 이어도로 579 (강정동),63563,2019-04-11 02:40:00.0
CU 성산일출점,안전상비의약품 판매업소,20161115,,폐업,20181207,,,,,제주특별자치도 서귀포시 성산읍 성산리 299번지 1호 제주고가네향토음식점,"제주특별자치도 서귀포시 성산읍 한도로 257, 제주고가네향토음식점",63643,2018-12-09 02:40:00.0
씨유서귀포염돈길점,안전상비의약품 판매업소,20170601,,폐업,20200326,,,,,,제주특별자치도 서귀포시 일주서로 138 (강정동),63558,2020-03-28 02:40:00.0
씨유서귀포호근길점,안전상비의약품 판매업소,20170704,,폐업,20200427,,,,,제주특별자치도 서귀포시 호근동 1372번지 5호,제주특별자치도 서귀포시 호근서호로 74 (호근동),63569,2020-05-01 02:40:00.0
씨유서귀걸매점,안전상비의약품 판매업소,20170710,,폐업,20191004,,,,,제주특별자치도 서귀포시 서귀동 302번지 5호,제주특별자치도 서귀포시 일주동로 8709 (서귀동),63593,2019-10-09 02:40:00.0
CU서귀신북로점,안전상비의약품 판매업소,20170711,,폐업,20171108,,,,,,제주특별자치도 서귀포시 신서로98번길 74 (서호동),63565,2018-08-31 23:59:59.0
씨유 서귀포시장점,안전상비의약품 판매업소,20121112,,폐업,20200422,,,,,제주특별자치도 서귀포시 서귀동 293번지 6호,제주특별자치도 서귀포시 중정로61번길 1 (서귀동),63591,2020-04-25 02:40:00.0
씨유 서귀포로터리점,안전상비의약품 판매업소,20121112,,폐업,20140313,,,,,제주특별자치도 서귀포시 서귀동 284번지 3호,제주특별자치도 서귀포시 중앙로 92 (서귀동),697843,2018-08-31 23:59:59.0
씨유 서귀포예일점,안전상비의약품 판매업소,20121112,,폐업,20141106,,,,,제주특별자치도 서귀포시 서홍동 441번지 1호,제주특별자치도 서귀포시 중앙로101번길 1 (서홍동),697851,2018-08-31 23:59:59.0
씨유 서귀포현대점,안전상비의약품 판매업소,20121112,,폐업,20130307,,,,,제주특별자치도 서귀포시 동홍동 106번지 4호,제주특별자치도 서귀포시 동홍남로 59 (동홍동),697834,2018-08-31 23:59:59.0
GS25 중문단지점,안전상비의약품 판매업소,20121112,,폐업,20160601,,,,,제주특별자치도 서귀포시 색달동 2864번지 2호,제주특별자치도 서귀포시 중문관광로110번길 32 (색달동),63535,2018-08-31 23:59:59.0
씨유 서귀포정방점,안전상비의약품 판매업소,20121113,,폐업,20161004,,,,,제주특별자치도 서귀포시  221번지 12호,제주특별자치도 서귀포시 태평로 463 (서귀동),63595,2018-08-31 23:59:59.0
세븐일레븐 서귀포강정점,안전상비의약품 판매업소,20121113,,폐업,20151017,,,,,제주특별자치도 서귀포시  177번지,제주특별자치도 서귀포시 신서귀로97번길 87 (강정동),63567,2018-08-31 23:59:59.0
GS25 서귀오거리점,안전상비의약품 판매업소,20121115,,폐업,20200317,,,,,제주특별자치도 서귀포시  286번지 18호,제주특별자치도 서귀포시 중정로91번길 46 (서귀동),63591,2020-03-19 02:40:00.0
세븐일레븐 서귀포중앙점,안전상비의약품 판매업소,20121119,,폐업,20141027,,,,,제주특별자치도 서귀포시 서귀동 204번지 24호,제주특별자치도 서귀포시 태평로431번길 32 (서귀동),697841,2018-08-31 23:59:59.0
세븐일레븐 서귀포동홍대로점,안전상비의약품 판매업소,20121119,,폐업,20160113,,,,,제주특별자치도 서귀포시  116번지 12호,제주특별자치도 서귀포시 일주동로 8588 (동홍동),63588,2018-08-31 23:59:59.0
세븐일레븐 서귀포현대점,안전상비의약품 판매업소,20121119,,폐업,20181005,,,,,제주특별자치도 서귀포시  749번지 1호,제주특별자치도 서귀포시 신서귀로 8 (법환동),63567,2018-10-27 02:35:50.0
세븐일레븐 서귀포노블휘닉스점,안전상비의약품 판매업소,20121119,,폐업,20141117,,,,,제주특별자치도 서귀포시  388번지 1호,제주특별자치도 서귀포시 태평로 505 (동홍동),697835,2018-08-31 23:59:59.0
세븐일레븐 서귀포올레시장점,안전상비의약품 판매업소,20121119,,폐업,20140901,,,,,제주특별자치도 서귀포시  271번지 1호,제주특별자치도 서귀포시 중앙로48번길 29 (서귀동),697843,2018-08-31 23:59:59.0
지에스(GS)25 서귀중앙점,안전상비의약품 판매업소,20121128,,폐업,20200803,,,,,제주특별자치도 서귀포시  292번지 17호,제주특별자치도 서귀포시 중앙로42번길 9 (서귀동),63591,2020-08-07 02:40:00.0
세븐일레븐 서귀포서문로점,안전상비의약품 판매업소,20121129,,폐업,20140902,,,,,제주특별자치도 서귀포시 서귀동 322번지 1호,제주특별자치도 서귀포시 서문로41번길 2 (서귀동),697844,2018-08-31 23:59:59.0
GS25 중문마을점,안전상비의약품 판매업소,20121205,,폐업,20131004,,,,,제주특별자치도 서귀포시 중문동 2011번지 19호,제주특별자치도 서귀포시 천제연로207번길 18 (중문동),697857,2018-08-31 23:59:59.0
(주)코리아세븐 서귀포노블휘닉스점,안전상비의약품 판매업소,20150924,,폐업,20171116,,,,,제주특별자치도 서귀포시 동홍동 388번지 1호,"제주특별자치도 서귀포시 태평로 505, 101호 (동홍동)",63589,2018-08-31 23:59:59.0
GS25 신서귀LH점,안전상비의약품 판매업소,20151020,,폐업,20170927,,,,,제주특별자치도 서귀포시 서호동 1545번지,"제주특별자치도 서귀포시 서호남로 92-16 (서호동, 서귀포시 혁신도시사업지구내 A3상가블럭 103,104호)",63568,2018-08-31 23:59:59.0
씨유 서귀서광신화점,안전상비의약품 판매업소,20180131,,폐업,20200227,,,,,제주특별자치도 서귀포시 안덕면 서광리 1393번지 1호,제주특별자치도 서귀포시 안덕면 녹차분재로 64,63521,2020-03-01 02:40:00.0
지에스25  서귀서광로점,안전상비의약품 판매업소,20180709,,폐업,20210201,,,,,,제주특별자치도 서귀포시 안덕면 녹차분재로 61,63521,2021-02-06 02:40:00.0
세븐일레븐 남원점,안전상비의약품 판매업소,20121109,,폐업,20140429,,,,,,제주특별자치도 서귀포시 남원읍 남한로 8,699941,2018-08-31 23:59:59.0
GS25 제주남원점,안전상비의약품 판매업소,20140623,,폐업,20171122,,,,,,제주특별자치도 서귀포시 남원읍 태위로 680-1,63621,2018-08-31 23:59:59.0
CU 서귀포점,안전상비의약품 판매업소,20150129,,폐업,20171117,,,,,제주특별자치도 서귀포시 서귀동 426번지 6호,제주특별자치도 서귀포시 중정로 52 (서귀동),63595,2018-08-31 23:59:59.0
(주)코리아세븐 서귀포올레시장점,안전상비의약품 판매업소,20151030,,폐업,20160215,,,,,제주특별자치도 서귀포시 서귀동 271번지 1호,제주특별자치도 서귀포시 중앙로48번길 29 (서귀동),63591,2018-08-31 23:59:59.0
GS25 서귀홍중점,안전상비의약품 판매업소,20151102,,폐업,20191007,,,,,제주특별자치도 서귀포시 서홍동 348번지 12호,제주특별자치도 서귀포시 홍중로 57 (서홍동),63584,2019-10-10 02:40:00.0
(주)코리아세븐 서귀포강정점,안전상비의약품 판매업소,20151105,,폐업,20190122,,,,,제주특별자치도 서귀포시 강정동 177번지,"제주특별자치도 서귀포시 신서귀로97번길 87, 1층 101호 (강정동)",63567,2019-01-26 02:40:00.0
세븐일레븐서귀포스타점(농업법인헬로팜),안전상비의약품 판매업소,20151117,,폐업,20181020,,,,,제주특별자치도 서귀포시 서귀동 293번지 3호,"제주특별자치도 서귀포시 중정로 57, 1층 (서귀동)",63591,2019-05-15 02:40:00.0
GS25 김정문화점,안전상비의약품 판매업소,20151118,,폐업,20190522,,,,,제주특별자치도 서귀포시 강정동 172번지 6호,제주특별자치도 서귀포시 신서로32번길 10 (강정동),63566,2019-05-24 02:40:00.0
씨유 서귀코아루점,안전상비의약품 판매업소,20151126,,폐업,20161031,,,,,제주특별자치도 서귀포시 동홍동 157번지,"제주특별자치도 서귀포시 일주동로 8565, 101호 (동홍동)",63589,2018-08-31 23:59:59.0
씨유 서귀토평점,안전상비의약품 판매업소,20130503,,폐업,20140711,,,,,제주특별자치도 서귀포시 토평동 1284번지,제주특별자치도 서귀포시 중산간동로 7738 (토평동),697859,2018-08-31 23:59:59.0
씨유 서귀포현대점,안전상비의약품 판매업소,20130503,,폐업,20170707,,,,,제주특별자치도 서귀포시 동홍동 106번지 4호,제주특별자치도 서귀포시 동홍남로 59 (동홍동),63587,2018-08-31 23:59:59.0
(주)비지에프리테일 서귀포태평로점,안전상비의약품 판매업소,20130802,,폐업,20150414,,,,,제주특별자치도 서귀포시  455번지 4호,제주특별자치도 서귀포시 태평로 385 (서귀동),697841,2018-08-31 23:59:59.0
(주)비지에프리테일 서귀정방연로점,안전상비의약품 판매업소,20130802,,폐업,20140103,,,,,제주특별자치도 서귀포시  192번지 42호,제주특별자치도 서귀포시 정방연로 47-1 (동홍동),697835,2018-08-31 23:59:59.0
GS25 중문마을점,안전상비의약품 판매업소,20171124,,폐업,20200429,,,,,,제주특별자치도 서귀포시 천제연로207번길 16-1 (중문동),63545,2020-05-01 02:40:00.0
GS25 서귀법환점,안전상비의약품 판매업소,20131107,,폐업,20161107,,,,,제주특별자치도 서귀포시  1282번지 8호,제주특별자치도 서귀포시 이어도로 900 (법환동),63573,2018-08-31 23:59:59.0
GS25 중문마을점,안전상비의약품 판매업소,20131106,,폐업,20171031,,,,,제주특별자치도 서귀포시  2011번지 19호,제주특별자치도 서귀포시 천제연로207번길 16-1 (중문동),63545,2018-08-31 23:59:59.0
CU 대정하모리점,안전상비의약품 판매업소,20121109,,폐업,20191220,,,,,,제주특별자치도 서귀포시 대정읍 신영로 101-1,63508,2019-12-22 02:40:00.0
CU 대정주공점,안전상비의약품 판매업소,20121113,,폐업,20200313,,,,,,제주특별자치도 서귀포시 대정읍 하모중앙로 6,63507,2020-03-15 02:40:00.0
CU 모슬포점,안전상비의약품 판매업소,20121113,,폐업,20161031,,,,,,제주특별자치도 서귀포시 대정읍 상모대서로 25,63508,2018-08-31 23:59:59.0
