사업장명,업종구분대분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,데이터갱신일시
GS25 신제주점,안전상비의약품 판매업소,20121112,,취소/말소/만료/정지/중지,20210305,,,,,제주특별자치도 제주시 연동 314번지 1호,제주특별자치도 제주시 선덕로 6 (연동),63134,2021-03-12 02:40:00.0
지에스25제주칠성로점,안전상비의약품 판매업소,20190129,,폐업,20190715,,,,,제주특별자치도 제주시 일도일동 1305번지,"제주특별자치도 제주시 관덕로15길 15, 1층 (일도일동)",63277,2019-07-17 02:40:00.0
지에스25제주이도점,안전상비의약품 판매업소,20190116,,폐업,20201201,,,,,제주특별자치도 제주시 이도이동 1064번지 21호 장원빌딩,"제주특별자치도 제주시 오복4길 4, 장원빌딩 1층 (이도이동)",63223,2020-12-04 02:40:00.0
지에스25일도대림점,안전상비의약품 판매업소,20190108,,폐업,20200109,,,,,제주특별자치도 제주시 일도이동 89번지,제주특별자치도 제주시 태성로 20 (일도이동),63261,2020-01-11 02:40:00.0
지에스25제주동여중점,안전상비의약품 판매업소,20190501,,폐업,20200402,,,,,제주특별자치도 제주시 이도이동 324번지 4호,"제주특별자치도 제주시 천수로 23, 1층 (이도이동)",63214,2020-04-04 02:40:00.0
세븐일레븐 제주신촌점,안전상비의약품 판매업소,20190528,,폐업,20200514,,,,,제주특별자치도 제주시 조천읍 신촌리 1789번지 3호,제주특별자치도 제주시 조천읍 신북로 88,63337,2020-05-16 02:40:00.0
지에스25한라체육관점,안전상비의약품 판매업소,20190405,,폐업,20200903,,,,,제주특별자치도 제주시 오라일동 2442번지 15호,"제주특별자치도 제주시 서광로4길 10, 1층 (오라일동)",63188,2020-09-05 02:40:00.0
씨유제주연동도호점,안전상비의약품 판매업소,20190923,,폐업,20200213,,,,,제주특별자치도 제주시 연동 294번지 32호,"제주특별자치도 제주시 사장2길 13, 1층 (연동)",63133,2020-02-16 02:40:00.0
지에스25제주칠성로점,안전상비의약품 판매업소,20190715,,폐업,20210820,,,,,제주특별자치도 제주시 일도일동 1305번지,"제주특별자치도 제주시 관덕로15길 15, 1층 (일도일동)",63277,2021-08-22 02:40:00.0
씨유제주이도정든점,안전상비의약품 판매업소,20190703,,폐업,20210630,,,,,제주특별자치도 제주시 이도이동 431번지,"제주특별자치도 제주시 정든로 40, 1층 (이도이동)",63226,2021-07-02 02:40:00.0
레몬비세화해변점,안전상비의약품 판매업소,20190814,,폐업,20210406,,,,,,"제주특별자치도 제주시 구좌읍 해맞이해안로 1451, 1층",63361,2021-04-09 02:40:00.0
레몬비 애월점,안전상비의약품 판매업소,20190819,,폐업,20210121,,,,,,"제주특별자치도 제주시 애월읍 애월해안로 852, 1층",63050,2021-01-23 02:40:00.0
지에스(GS)25 제주백록점,안전상비의약품 판매업소,20131104,,폐업,20150729,,,,,제주특별자치도 제주시 삼도일동 584번지 3호,제주특별자치도 제주시 서광로 264 (삼도일동),690846,2018-08-31 23:59:59.0
지에스(GS)25 제주중앙로점,안전상비의약품 판매업소,20131104,,폐업,20190527,,,,,제주특별자치도 제주시 이도일동 1398번지 1호,제주특별자치도 제주시 중앙로14길 6-1 (이도일동),63168,2019-05-29 02:40:00.0
홍익제주호텔내 편의점,안전상비의약품 판매업소,20150528,,폐업,20180329,,,,,제주특별자치도 제주시 한림읍 협재리 1165번지,제주특별자치도 제주시 한림읍 일주서로 5125,63011,2018-08-31 23:59:59.0
GS25 제주일도점,안전상비의약품 판매업소,20170707,,폐업,20190628,,,,,제주특별자치도 제주시 일도이동 48번지 2호,"제주특별자치도 제주시 고마로 127 (일도이동, 경천빌딩)",63258,2019-06-30 02:40:00.0
씨유제주이도노브힐점,안전상비의약품 판매업소,20171024,,폐업,20200107,,,,,제주특별자치도 제주시 이도이동 1986번지 7호,"제주특별자치도 제주시 남광로2길 48, 1층 (이도이동)",63231,2020-01-09 02:40:00.0
GS25 제주신대로점,안전상비의약품 판매업소,20171026,,폐업,20191007,,,,,,제주특별자치도 제주시 선덕로4길 22 (연동),63134,2019-10-09 02:40:00.0
씨유제주송우수자인점,안전상비의약품 판매업소,20171103,,폐업,20190628,,,,,,"제주특별자치도 제주시 연사2길 72, B동 102호 (오라이동)",63145,2019-06-30 02:40:00.0
지에스25노형사랑점,안전상비의약품 판매업소,20160129,,폐업,20180205,,,,,,제주특별자치도 제주시 노형로 379-1 (노형동),63093,2018-08-31 23:59:59.0
씨유제주봉개점,안전상비의약품 판매업소,20160129,,폐업,20200709,,,,,,제주특별자치도 제주시 번영로 468 (봉개동),63313,2020-07-11 02:40:00.0
씨유 제주성안점,안전상비의약품 판매업소,20160129,,폐업,20171201,,,,,,제주특별자치도 제주시 서사로 59 (삼도이동),63171,2018-08-31 23:59:59.0
GS25 서광로점,안전상비의약품 판매업소,20170705,,폐업,20210712,,,,,제주특별자치도 제주시 삼도일동 569번지 3호,제주특별자치도 제주시 서광로 218 (삼도일동),63185,2021-07-13 02:40:00.0
지에스25 제주연문점,안전상비의약품 판매업소,20170728,,폐업,20210817,,,,,제주특별자치도 제주시 노형동 1023번지 4호,"제주특별자치도 제주시 일주서로 7778 (노형동, 다복빌라)",63096,2021-08-19 02:40:00.0
씨유 연동세일점,안전상비의약품 판매업소,20121113,,폐업,20150227,,,,,제주특별자치도 제주시 연동 313번지 47호,제주특별자치도 제주시 선덕로 17 (연동),690815,2018-08-31 23:59:59.0
GS25 제주해도점,안전상비의약품 판매업소,20171011,,폐업,20210907,,,,,,"제주특별자치도 제주시 애월읍 하광로 8, 104동 1층 101호",63052,2021-09-09 02:40:00.0
지에스25이도오복점,안전상비의약품 판매업소,20140902,,폐업,20160526,,,,,제주특별자치도 제주시 이도이동 1049번지 6호,제주특별자치도 제주시 고산동산5길 35 (이도이동),63211,2018-08-31 23:59:59.0
세븐일레븐광양점,안전상비의약품 판매업소,20141001,,폐업,20200303,,,,,제주특별자치도 제주시 이도일동 1785번지 4호,제주특별자치도 제주시 서광로29길 13 (이도일동),63199,2020-03-05 02:40:00.0
씨유 제주연문점,안전상비의약품 판매업소,20150327,,폐업,20150915,,,,,제주특별자치도 제주시 연동 320번지 1호,제주특별자치도 제주시 연삼로 72 (연동),63120,2018-08-31 23:59:59.0
지에스25 도남성환점,안전상비의약품 판매업소,20150327,,폐업,20180323,,,,,제주특별자치도 제주시 도남동 86번지 7호,제주특별자치도 제주시 신성로 84 (도남동),63205,2018-08-31 23:59:59.0
세븐일레븐 제주신광점,안전상비의약품 판매업소,20130614,,폐업,20140623,,,,,제주특별자치도 제주시 연동 1961번지 5호,제주특별자치도 제주시 도령로7길 22 (연동),690818,2018-08-31 23:59:59.0
GS25 제주칠성로점,안전상비의약품 판매업소,20130627,,폐업,20170620,,,,,제주특별자치도 제주시 일도일동 1306번지 2호,제주특별자치도 제주시 관덕로15길 15 (일도일동),63277,2018-08-31 23:59:59.0
씨유 제주도평점,안전상비의약품 판매업소,20171221,,폐업,20201214,,,,,,"제주특별자치도 제주시 우평로 202, 1층 (도평동)",63075,2020-12-16 02:40:00.0
GS25제주중앙여고점,안전상비의약품 판매업소,20171226,,폐업,20210210,,,,,,"제주특별자치도 제주시 남광로2길 39, 1층 (이도이동)",63230,2021-02-12 02:40:00.0
씨유제주아연로점,안전상비의약품 판매업소,20171211,,폐업,20190703,,,,,,"제주특별자치도 제주시 아연로 114, 1층 (오라이동)",63147,2019-07-05 02:40:00.0
세븐일레븐 제주월정리점,안전상비의약품 판매업소,20170609,,폐업,20171110,,,,,,"제주특별자치도 제주시 구좌읍 월정1길 2, 1층",63358,2018-08-31 23:59:59.0
씨유제주함덕길점,안전상비의약품 판매업소,20170828,,폐업,20180521,,,,,,제주특별자치도 제주시 조천읍 함덕12길 46-1,63333,2018-08-31 23:59:59.0
GS25 노형한빛점,안전상비의약품 판매업소,20121119,,폐업,20140327,,,,,제주특별자치도 제주시 노형동 923번지,제주특별자치도 제주시 원노형남1길 8 (노형동),690802,2018-08-31 23:59:59.0
지에스25 화북남문,안전상비의약품 판매업소,20131002,,폐업,20150930,,,,,제주특별자치도 제주시 화북일동 1984번지 8호,제주특별자치도 제주시 일주동로 187 (화북일동),63292,2018-08-31 23:59:59.0
GS25 하귀휴먼점,안전상비의약품 판매업소,20150609,,폐업,20180809,,,,,,제주특별자치도 제주시 애월읍 하귀9길 45,63054,2018-08-31 23:59:59.0
GS25 제주한림로점,안전상비의약품 판매업소,20161212,,폐업,20190109,,,,,,제주특별자치도 제주시 한림읍 한림로 691,63031,2019-01-12 02:40:00.0
GS25 함덕코업시티점,안전상비의약품 판매업소,20160509,,폐업,20200709,,,,,,제주특별자치도 제주시 조천읍 조함해안로 474 (제주비치),63333,2020-07-11 02:40:00.0
세븐일레븐제주월정해안로점,안전상비의약품 판매업소,20160901,,폐업,20171017,,,,,,제주특별자치도 제주시 구좌읍 행원로1길 33,63358,2018-08-31 23:59:59.0
세븐일레븐 송당마을점,안전상비의약품 판매업소,20161006,,폐업,20171101,,,,,,제주특별자치도 제주시 구좌읍 중산간동로 2231,63355,2018-08-31 23:59:59.0
(주)코리아세븐제주오라점,안전상비의약품 판매업소,20170103,,폐업,20210820,,,,,,제주특별자치도 제주시 서사로 173 (오라일동),63190,2021-08-22 02:40:00.0
씨유 제주수선화점,안전상비의약품 판매업소,20121109,,폐업,20180615,,,,,제주특별자치도 제주시 도남동 73번지 2호,"제주특별자치도 제주시 독짓골2길 9, 1층 (도남동)",63221,2018-08-31 23:59:59.0
씨유 제주동화점,안전상비의약품 판매업소,20121109,,폐업,20150120,,,,,제주특별자치도 제주시 화북일동 9번지 1호,"제주특별자치도 제주시 동화로1길 39, 1층 101호 (화북일동, 화북2아파트)",690837,2018-08-31 23:59:59.0
지에스25노형사랑점,안전상비의약품 판매업소,20140630,,폐업,20160128,,,,,제주특별자치도 제주시 노형동 2536번지 7호,제주특별자치도 제주시 노형로 379 (노형동),63102,2018-08-31 23:59:59.0
LG25노형국일점,안전상비의약품 판매업소,20140701,,폐업,20190123,,,,,제주특별자치도 제주시 노형동 928번지 11호,제주특별자치도 제주시 원노형6길 8 (노형동),63082,2019-01-25 02:40:00.0
씨유 제주아라아이파크점,안전상비의약품 판매업소,20140707,,폐업,20200102,,,,,제주특별자치도 제주시 아라일동 6121번지,제주특별자치도 제주시 인다1길 20 (아라일동),63247,2020-01-04 02:40:00.0
(주)코리아세븐 제주퍼시픽호텔점,안전상비의약품 판매업소,20121119,,폐업,20210607,,,,,제주특별자치도 제주시 삼도이동 803번지 1호,제주특별자치도 제주시 서사로 25 (삼도이동),63169,2021-06-09 02:40:00.0
씨유 제주아라점,안전상비의약품 판매업소,20121110,,폐업,20140827,,,,,제주특별자치도 제주시 아라일동 1718번지 4호,제주특별자치도 제주시 중앙로 580 (아라일동),690121,2018-08-31 23:59:59.0
씨유 제주전농로점,안전상비의약품 판매업소,20121110,,폐업,20150209,,,,,제주특별자치도 제주시 삼도일동 719번지 31호,제주특별자치도 제주시 전농로 31 (삼도일동),690811,2018-08-31 23:59:59.0
세븐일레븐 제주한림읍사무소점,안전상비의약품 판매업소,20160523,,폐업,20200924,,,,,,제주특별자치도 제주시 한림읍 한림상로 142,63028,2020-09-27 02:40:00.0
코리아세븐 제주고산리점,안전상비의약품 판매업소,20160526,,폐업,20170403,,,,,,제주특별자치도 제주시 한경면 고산로 16,63008,2018-08-31 23:59:59.0
GS25 한림초교점,안전상비의약품 판매업소,20160603,,폐업,20180601,,,,,,제주특별자치도 제주시 한림읍 한림로4길 27,63032,2018-08-31 23:59:59.0
세븐일레븐 한담점,안전상비의약품 판매업소,20161006,,폐업,20180810,,,,,,제주특별자치도 제주시 애월읍 애월로1길 24-5,63043,2018-08-31 23:59:59.0
GS25삼화LH점,안전상비의약품 판매업소,20180228,,폐업,20180413,,,,,제주특별자치도 제주시 도련이동 550번지 제주삼화엘에이치3단지,"제주특별자치도 제주시 화삼로 110, 상가동 104호 (도련이동, 제주삼화엘에이치3단지)",63324,2018-08-31 23:59:59.0
세븐일레븐 제주노형한빛점,안전상비의약품 판매업소,20170420,,폐업,20190129,,,,,제주특별자치도 제주시 노형동 3781번지 3호,"제주특별자치도 제주시 노형14길 12, 102호 (노형동)",63083,2019-01-31 02:40:00.0
세븐일레븐제주한라대점,안전상비의약품 판매업소,20121108,,폐업,20151105,,,,,제주특별자치도 제주시 노형동 1554번지,제주특별자치도 제주시 한라대학로 72 (노형동),63092,2018-08-31 23:59:59.0
세븐일레븐제주아라곰솔점,안전상비의약품 판매업소,20121108,,폐업,20130228,,,,,제주특별자치도 제주시 아라일동 373번지,제주특별자치도 제주시 516로 3065 (아라일동),690121,2018-08-31 23:59:59.0
GS25코리아점,안전상비의약품 판매업소,20121108,,폐업,20170323,,,,,제주특별자치도 제주시 일도일동 1299번지 8호,제주특별자치도 제주시 중앙로7길 9 (일도일동),63277,2018-08-31 23:59:59.0
GS25 일도대림점,안전상비의약품 판매업소,20121113,,폐업,20140329,,,,,제주특별자치도 제주시 일도이동 80번지,제주특별자치도 제주시 태성로 20 (일도이동),690831,2018-08-31 23:59:59.0
GS25 노형한빛점,안전상비의약품 판매업소,20140623,,폐업,20160701,,,,,제주특별자치도 제주시 노형동 923번지,제주특별자치도 제주시 원노형남1길 8 (노형동),63084,2018-08-31 23:59:59.0
씨유 제주동광양점,안전상비의약품 판매업소,20180720,,폐업,20200928,,,,,제주특별자치도 제주시 이도이동 1174번지 5호,제주특별자치도 제주시 동광로 24 (이도이동),63213,2020-09-30 02:40:00.0
GS25 제주이도점,안전상비의약품 판매업소,20121112,,폐업,20140912,,,,,제주특별자치도 제주시 이도이동 1064번지 21호,제주특별자치도 제주시 오복4길 4 (이도이동),690825,2018-08-31 23:59:59.0
GS25 노형대림점,안전상비의약품 판매업소,20121112,,폐업,20161103,,,,,제주특별자치도 제주시 노형동 2511번지 5호,"제주특별자치도 제주시 수덕로 75, 101동 104호 (노형동, 부영아파트)",63103,2018-08-31 23:59:59.0
GS25제주봉개점,안전상비의약품 판매업소,20121109,,폐업,20151216,,,,,제주특별자치도 제주시 봉개동 2426번지 2호,제주특별자치도 제주시 번영로 464 (봉개동),63313,2018-08-31 23:59:59.0
GS25제주하귀점,안전상비의약품 판매업소,20131114,,폐업,20210903,,,,,,제주특별자치도 제주시 애월읍 일주서로 7143,63053,2021-09-08 02:40:00.0
세븐일레븐 함덕게스트하우스,안전상비의약품 판매업소,20131113,,폐업,20140806,,,,,,제주특별자치도 제주시 조천읍 신북로 643,695965,2018-08-31 23:59:59.0
세븐일레븐 이도남광점,안전상비의약품 판매업소,20140127,,폐업,20140623,,,,,제주특별자치도 제주시 이도이동 1994번지 2호,제주특별자치도 제주시 남광로 24 (이도이동),690851,2018-08-31 23:59:59.0
세븐일레븐 제주남광로점,안전상비의약품 판매업소,20140127,,폐업,20150112,,,,,제주특별자치도 제주시 이도이동 1080번지 8호,제주특별자치도 제주시 중앙로 327 (이도이동),690825,2018-08-31 23:59:59.0
(주)비지에프리테일 제주연문점,안전상비의약품 판매업소,20140331,,폐업,20141231,,,,,제주특별자치도 제주시 연동 320번지 1호,제주특별자치도 제주시 연삼로 72 (연동),690815,2018-08-31 23:59:59.0
씨유제주코스모스점,안전상비의약품 판매업소,20151223,,폐업,20200831,,,,,제주특별자치도 제주시 연동 303번지 16호,제주특별자치도 제주시 노연로 145 (연동),63123,2020-09-02 02:40:00.0
세븐일레븐제주남성로점,안전상비의약품 판매업소,20121108,,폐업,20141121,,,,,제주특별자치도 제주시 삼도일동 710번지 7호,제주특별자치도 제주시 남성로 119 (삼도일동),690811,2018-08-31 23:59:59.0
GS25노형드림점,안전상비의약품 판매업소,20121108,,폐업,20140918,,,,,제주특별자치도 제주시 노형동 944번지 13호,제주특별자치도 제주시 원노형남2길 39 (노형동),690802,2018-08-31 23:59:59.0
GS25 서사라점,안전상비의약품 판매업소,20121112,,폐업,20190923,,,,,제주특별자치도 제주시 삼도일동 531번지 1호,제주특별자치도 제주시 서사로 100 (삼도일동),63176,2019-09-25 02:40:00.0
씨유제주동광양점,안전상비의약품 판매업소,20170519,,폐업,20180720,,,,,제주특별자치도 제주시 이도이동 1174번지 5호,제주특별자치도 제주시 동광로 24 (이도이동),63213,2018-08-31 23:59:59.0
씨유 제주노형세기점,안전상비의약품 판매업소,20121109,,폐업,20200903,,,,,제주특별자치도 제주시 노형동 1062번지 10호,제주특별자치도 제주시 수덕5길 6 (노형동),63099,2020-09-05 02:40:00.0
씨유 제주서중점,안전상비의약품 판매업소,20121109,,폐업,20140801,,,,,제주특별자치도 제주시 노형동 1050번지 4호,제주특별자치도 제주시 월랑로10길 26 (노형동),690803,2018-08-31 23:59:59.0
지에스(GS)25 아라아이파크점,안전상비의약품 판매업소,20140618,,폐업,20170720,,,,,제주특별자치도 제주시 아라일동 6117번지 1호 아라지구 74블록2로트,제주특별자치도 제주시 인다8길 46 (아라일동),63247,2018-08-31 23:59:59.0
세븐일레븐 제주마리나호텔점,안전상비의약품 판매업소,20140620,,폐업,20170310,,,,,제주특별자치도 제주시 연동 310번지 7호,제주특별자치도 제주시 귀아랑길 5 (연동),63119,2018-08-31 23:59:59.0
CU 제주광평점,안전상비의약품 판매업소,20140620,,폐업,20180205,,,,,제주특별자치도 제주시 노형동 2590번지 6호,제주특별자치도 제주시 광평동로 20 (노형동),63103,2018-08-31 23:59:59.0
CU아라스위첸점,안전상비의약품 판매업소,20180305,,폐업,20191230,,,,,제주특별자치도 제주시 아라일동 6088번지 제주아라 KCC스위첸,"제주특별자치도 제주시 아란9길 22, 상가동 105호 (아라일동, 제주아라 KCC스위첸)",63237,2020-01-01 02:40:00.0
세븐일레븐 제주도남점,안전상비의약품 판매업소,20121214,,폐업,20160212,,,,,제주특별자치도 제주시 도남동 68번지 8호,"제주특별자치도 제주시 도남로17길 3, 1층 (도남동)",63221,2019-06-26 02:40:00.0
GS25하귀휴먼점,안전상비의약품 판매업소,20121204,,폐업,20150605,,,,,,제주특별자치도 제주시 애월읍 하귀9길 45-105,695900,2018-08-31 23:59:59.0
세븐일레븐고산점,안전상비의약품 판매업소,20121204,,폐업,20160202,,,,,,제주특별자치도 제주시 한경면 고산로 16,63008,2018-08-31 23:59:59.0
CU제주김녕점,안전상비의약품 판매업소,20121109,,폐업,20150101,,,,,제주특별자치도 제주시 구좌읍 김녕리 1653번지,제주특별자치도 제주시 구좌읍 김녕로 109,695971,2018-08-31 23:59:59.0
GS25 이도오복점,안전상비의약품 판매업소,20121109,,폐업,20140901,,,,,제주특별자치도 제주시 이도이동 1049번지 6호,제주특별자치도 제주시 고산동산5길 35 (이도이동),690825,2018-08-31 23:59:59.0
GS25  제주대학로점,안전상비의약품 판매업소,20121109,,폐업,20170623,,,,,제주특별자치도 제주시 이도이동 1768번지 21호,제주특별자치도 제주시 광양14길 4 (이도이동),63207,2018-08-31 23:59:59.0
세븐일레븐 삼도서광점,안전상비의약품 판매업소,20121121,,폐업,20141224,,,,,제주특별자치도 제주시 삼도일동 554번지 7호,제주특별자치도 제주시 홍랑길 7 (삼도일동),690846,2018-08-31 23:59:59.0
세븐이레븐 제주그랜드호텔점,안전상비의약품 판매업소,20121205,,폐업,20160922,,,,,제주특별자치도 제주시 연동 253번지 13호,제주특별자치도 제주시 연동4길 8 (연동),63132,2018-08-31 23:59:59.0
씨유 제주뉘메로점,안전상비의약품 판매업소,20121205,,폐업,20201028,,,,,제주특별자치도 제주시 용담삼동 2292번지,제주특별자치도 제주시 서해안로 516 (용담삼동),63114,2020-10-30 02:40:00.0
GS25 한림옹포점,안전상비의약품 판매업소,20140801,,폐업,20180625,,,,,,제주특별자치도 제주시 한림읍 한림로 494,63012,2018-08-31 23:59:59.0
씨유제주하추자도점,안전상비의약품 판매업소,20140509,,폐업,20180625,,,,,제주특별자치도 제주시 추자면 434번지,제주특별자치도 제주시 추자면 신양2길 28-5,63001,2018-08-31 23:59:59.0
GS25 도남방선문점,안전상비의약품 판매업소,20140618,,폐업,20151029,,,,,제주특별자치도 제주시 도남동 642번지 1호,제주특별자치도 제주시 복지로 72 (도남동),63234,2018-08-31 23:59:59.0
CU 제주도남점,안전상비의약품 판매업소,20140618,,폐업,20201217,,,,,제주특별자치도 제주시 도남동 80번지,제주특별자치도 제주시 연삼로 366 (도남동),63222,2020-12-20 02:40:00.0
세븐일레븐 제주진군점,안전상비의약품 판매업소,20170608,,폐업,20210719,,,,,제주특별자치도 제주시 노형동 761번지 8호,제주특별자치도 제주시 진군중길 27 (노형동),63089,2021-07-21 02:40:00.0
GS25 제주칠성로점,안전상비의약품 판매업소,20170620,,폐업,20190128,,,,,제주특별자치도 제주시 일도일동 1305번지,제주특별자치도 제주시 관덕로15길 15 (일도일동),63277,2019-01-30 02:40:00.0
비지에프리테일 제주아라파크점,안전상비의약품 판매업소,20131209,,폐업,20140707,,,,,"제주특별자치도 제주시 아라일동 아라지구A2블럭 아이파크상가동 105,106",제주특별자치도 제주시 인다15길 20 (아라일동),690121,2018-08-31 23:59:59.0
씨유 아라스위첸점,안전상비의약품 판매업소,20131209,,폐업,20180228,,,,,제주특별자치도 제주시 아라일동 2164번지 아라스위첸상가APT상가 105호,제주특별자치도 제주시 아란9길 22 (아라일동),63237,2018-08-31 23:59:59.0
씨유 제주부영한라점,안전상비의약품 판매업소,20121110,,폐업,20160713,,,,,제주특별자치도 제주시 노형동 754번지,제주특별자치도 제주시 과원북2길 18 (노형동),63090,2018-08-31 23:59:59.0
세븐일레븐 제주전농로점,안전상비의약품 판매업소,20170104,,폐업,20180430,,,,,,제주특별자치도 제주시 전농로 79 (삼도이동),63178,2018-08-31 23:59:59.0
GS25제주월랑점,안전상비의약품 판매업소,20180411,,폐업,20191230,,,,,제주특별자치도 제주시 도두일동 2280번지 2호,제주특별자치도 제주시 월랑로 93 (도두일동),63109,2020-01-01 02:40:00.0
GS25 제주일고점,안전상비의약품 판매업소,20121112,,폐업,20130214,,,,,제주특별자치도 제주시 노형동 737번지 2호,제주특별자치도 제주시 진군1길 13 (노형동),690802,2018-08-31 23:59:59.0
세븐일레븐 제주세화점,안전상비의약품 판매업소,20121231,,폐업,20140514,,,,,제주특별자치도 제주시 구좌읍 세화리 1424번지 4호,제주특별자치도 제주시 구좌읍 세화2길 11,695973,2018-08-31 23:59:59.0
지에스25 제주연문점,안전상비의약품 판매업소,20150520,,폐업,20170727,,,,,,"제주특별자치도 제주시 일주서로 7778, 1층 101호 (노형동)",63096,2018-08-31 23:59:59.0
CU제주남문점,안전상비의약품 판매업소,20150526,,폐업,20190430,,,,,,"제주특별자치도 제주시 서사로 35, 1층 (삼도이동)",63169,2019-05-02 02:40:00.0
씨유 도남중앙점,안전상비의약품 판매업소,20121110,,폐업,20130611,,,,,제주특별자치도 제주시 도남동 84번지 18호,제주특별자치도 제주시 도남로 63 (도남동),690807,2018-08-31 23:59:59.0
CU 제주종달점,안전상비의약품 판매업소,20121112,,폐업,20181128,,,,,,제주특별자치도 제주시 구좌읍 일주동로 3719,63364,2018-12-01 02:40:00.0
GS25 제주신촌점,안전상비의약품 판매업소,20121113,,폐업,20151203,,,,,,제주특별자치도 제주시 조천읍 신북로 75,63337,2018-08-31 23:59:59.0
세븐일레븐 제주북촌점,안전상비의약품 판매업소,20121210,,폐업,20170116,,,,,,제주특별자치도 제주시 조천읍 일주동로 1574,63339,2018-08-31 23:59:59.0
지에스25  제주광양점,안전상비의약품 판매업소,20131227,,폐업,20170824,,,,,제주특별자치도 제주시 이도이동 1772번지 23호,제주특별자치도 제주시 광양10길 2 (이도이동),63207,2018-08-31 23:59:59.0
세븐일레븐 제주칼호텔점,안전상비의약품 판매업소,20121210,,폐업,20201106,,,,,제주특별자치도 제주시 이도일동 1691번지 21호,제주특별자치도 제주시 삼성로 13 (이도일동),63194,2020-11-08 02:40:00.0
씨유 제주남일점,안전상비의약품 판매업소,20121210,,폐업,20161230,,,,,제주특별자치도 제주시 삼도이동 916번지 1호,제주특별자치도 제주시 중앙로14길 30 (삼도이동),63168,2018-08-31 23:59:59.0
세븐일레븐 제주현대오피스텔점,안전상비의약품 판매업소,20130121,,폐업,20170113,,,,,제주특별자치도 제주시 연동 2324번지 5호,"제주특별자치도 제주시 도령로 87, 104동 103호 (연동)",63127,2018-08-31 23:59:59.0
세븐일레븐 제주원남점,안전상비의약품 판매업소,20180307,,폐업,20180920,,,,,제주특별자치도 제주시 도남동 188번지 3호,"제주특별자치도 제주시 원남6길 49, 106동 101호 (도남동)",63234,2018-09-20 23:59:59.0
씨유 제주성안점,안전상비의약품 판매업소,20121110,,폐업,20150319,,,,,제주특별자치도 제주시 삼도이동 602번지 3호,제주특별자치도 제주시 서사로 59 (삼도이동),690850,2018-08-31 23:59:59.0
씨유 제주이도점,안전상비의약품 판매업소,20121110,,폐업,20190130,,,,,제주특별자치도 제주시 이도일동 1775번지 6호,제주특별자치도 제주시 서광로 283 (이도일동),63198,2019-02-01 02:40:00.0
씨유제주삼양해수욕장점,안전상비의약품 판매업소,20121112,,폐업,20190207,,,,,제주특별자치도 제주시 삼양일동 1657번지 7호,제주특별자치도 제주시 선사로8길 10 (삼양일동),63318,2019-02-09 02:40:00.0
씨유 제주제일점,안전상비의약품 판매업소,20121112,,폐업,20171101,,,,,제주특별자치도 제주시 일도일동 1047번지 4호,"제주특별자치도 제주시 신산로 16, 1층 (일도일동)",63264,2018-08-31 23:59:59.0
씨유 제주사라점,안전상비의약품 판매업소,20121112,,폐업,20140605,,,,,제주특별자치도 제주시 건입동 709번지,제주특별자치도 제주시 사라봉길 10 (건입동),690800,2018-08-31 23:59:59.0
레몬비위플점,안전상비의약품 판매업소,20180329,,폐업,20180718,,,,,,제주특별자치도 제주시 한림읍 일주서로 5125,63011,2018-08-31 23:59:59.0
세븐일레븐 제주일도대림점,안전상비의약품 판매업소,20180223,,폐업,20191115,,,,,제주특별자치도 제주시 일도이동 100번지 6호,"제주특별자치도 제주시 태성로 34-1, 1층 (일도이동)",63261,2019-11-17 02:40:00.0
씨유 제주구남점,안전상비의약품 판매업소,20121110,,폐업,20180629,,,,,제주특별자치도 제주시 이도이동 2028번지 5호,제주특별자치도 제주시 구남동6길 46 (이도이동),63233,2018-08-31 23:59:59.0
주코리아세븐 제주탑동점,안전상비의약품 판매업소,20121119,,폐업,20150729,,,,,제주특별자치도 제주시 삼도이동 1261번지 19호,제주특별자치도 제주시 탑동로 18 (삼도이동),690808,2018-08-31 23:59:59.0
GS25 제주인화점,안전상비의약품 판매업소,20121112,,폐업,20200106,,,,,제주특별자치도 제주시 일도이동 359번지 8호,제주특별자치도 제주시 동광로 113 (일도이동),63273,2020-01-08 02:40:00.0
(주)코리아세븐 제주본점,안전상비의약품 판매업소,20121113,,폐업,20210809,,,,,제주특별자치도 제주시 연동 300번지 1호,제주특별자치도 제주시 연삼로 38 (연동),63118,2021-08-11 02:40:00.0
세븐일레븐 제주방통대점,안전상비의약품 판매업소,20121113,,폐업,20190129,,,,,제주특별자치도 제주시 노형동 2529번지 10호,제주특별자치도 제주시 정존7길 37 (노형동),63102,2019-01-31 02:40:00.0
CU제주대동점,안전상비의약품 판매업소,20160509,,폐업,20190717,,,,,,제주특별자치도 제주시 일주서로 7651 (이호이동),63108,2019-07-19 02:40:00.0
씨유제주한라점,안전상비의약품 판매업소,20160512,,폐업,20180629,,,,,,"제주특별자치도 제주시 진군중길 1, 1층 (노형동)",63089,2018-08-31 23:59:59.0
씨유 케이티점,안전상비의약품 판매업소,20121112,,폐업,20160229,,,,,제주특별자치도 제주시 이도일동 1690번지 5호,제주특별자치도 제주시 전농로 115 (이도일동),63198,2018-08-31 23:59:59.0
