"동별(1)",동별(2),동별(3),2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"동별(1)",동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢)
"합계",노원구,중계4동,21841,1.70,12848,21324,1.70,12544,20752,1.70,12207,-,-,-
"합계",노원구,상계1동,41010,5.62,7297,40121,5.62,7139,39204,5.62,6976,-,-,-
"합계",노원구,상계2동,21624,0.61,35449,21220,0.61,34787,20692,0.61,33921,-,-,-
"합계",노원구,상계5동,26230,1.01,25970,25483,0.44,57916,24797,0.44,56357,-,-,-
"합계",노원구,상계8동,24427,0.67,36458,23953,0.67,35751,22963,0.67,34273,-,-,-
"합계",노원구,상계9동,22348,0.81,27590,21919,0.81,27060,21221,0.81,26199,-,-,-
"합계",노원구,상계10동,17021,0.80,21276,16619,0.80,20774,17631,0.80,22039,-,-,-
"합계",노원구,상계3.4동,26622,5.05,5272,25818,5.62,4594,27184,5.62,4837,-,-,-
"합계",노원구,상계6.7동,35480,1.11,31964,34648,1.11,31214,33642,1.11,30308,-,-,-
"합계",노원구,중계2.3동,37786,0.90,41984,36763,0.90,40848,35586,0.90,39540,-,-,-
"합계",노원구,공릉1동,39990,1.41,28362,39040,1.41,27688,38324,1.41,27180,-,-,-
"합계",은평구,소계,487666,29.71,16415,484546,29.71,16308,484043,29.71,16292,477173,29.71,16061
"합계",은평구,녹번동,34901,1.79,19498,38411,1.79,21459,37815,1.79,21126,-,-,-
"합계",은평구,불광1동,41585,3.13,13286,40917,3.13,13073,40022,3.13,12787,-,-,-
"합계",은평구,갈현1동,25191,0.97,25970,24536,0.97,25295,23396,0.97,24120,-,-,-
"합계",은평구,갈현2동,30692,0.96,31971,30150,0.96,31406,29239,0.96,30457,-,-,-
"합계",은평구,구산동,34132,1.38,24733,33804,1.38,24496,32997,1.38,23911,-,-,-
"합계",은평구,대조동,32608,0.85,38362,27910,0.85,32835,27579,0.85,32446,-,-,-
"합계",은평구,응암1동,26185,1.20,21821,25654,1.20,21378,31265,1.20,26054,-,-,-
"합계",은평구,응암2동,21086,0.78,27033,25466,0.78,32649,27776,0.78,35610,-,-,-
"합계",은평구,신사1동,28926,0.84,34436,28570,0.84,34012,27776,0.84,33067,-,-,-
"합계",은평구,신사2동,22247,1.00,22247,21875,1.00,21875,20945,1.00,20945,-,-,-
"합계",은평구,증산동,16412,0.81,20262,16172,0.81,19965,15487,0.81,19120,-,-,-
"합계",은평구,수색동,11266,1.29,8733,8952,1.29,6940,11258,1.29,8727,-,-,-
"합계",은평구,진관동,56487,11.53,4899,58006,11.53,5031,57256,11.53,4966,-,-,-
"합계",은평구,불광2동,29914,1.38,21677,29552,1.38,21414,28740,1.38,20826,-,-,-
"합계",은평구,응암3동,26417,0.63,41932,26081,0.63,41398,25553,0.63,40560,-,-,-
