"합계","서대문구",소계,계,의원,208,273
"합계","서대문구",소계,계,요양병원,3,436
"합계","서대문구",소계,계,치과병원,2,7
"합계","서대문구",소계,계,치과의원,125,-
"합계","서대문구",소계,계,한방병원,1,90
"합계","서대문구",소계,계,한방의원,89,20
"합계","마포구",소계,계,소계,730,779
"합계","마포구",소계,계,병원,2,179
"합계","마포구",소계,계,의원,370,126
"합계","마포구",소계,계,부속병의원,1,-
"합계","마포구",소계,계,요양병원,3,379
"합계","마포구",소계,계,치과병원,3,-
"합계","마포구",소계,계,치과의원,200,-
"합계","마포구",소계,계,한방병원,1,50
"합계","마포구",소계,계,한방의원,150,45
"합계","양천구",소계,계,소계,626,2622
"합계","양천구",소계,계,종합병원,3,1196
"합계","양천구",소계,계,병원,5,421
"합계","양천구",소계,계,의원,279,350
"합계","양천구",소계,계,요양병원,5,372
"합계","양천구",소계,계,치과병원,4,-
"합계","양천구",소계,계,치과의원,177,-
"합계","양천구",소계,계,한방병원,3,197
"합계","양천구",소계,계,한방의원,150,86
"합계","강서구",소계,계,소계,836,3976
"합계","강서구",소계,계,종합병원,4,974
"합계","강서구",소계,계,병원,17,1365
"합계","강서구",소계,계,의원,392,551
"합계","강서구",소계,계,부속병의원,2,-
"합계","강서구",소계,계,요양병원,4,658
"합계","강서구",소계,계,치과병원,3,-
"합계","강서구",소계,계,치과의원,219,-
"합계","강서구",소계,계,한방병원,4,312
"합계","강서구",소계,계,한방의원,191,116
"합계","구로구",소계,계,소계,559,4675
"합계","구로구",소계,계,종합병원,2,1277
"합계","구로구",소계,계,병원,8,663
"합계","구로구",소계,계,의원,259,264
"합계","구로구",소계,계,부속병의원,2,-
"합계","구로구",소계,계,요양병원,8,1895
"합계","구로구",소계,계,노인전문병원,1,404
"합계","구로구",소계,계,치과병원,1,-
"합계","구로구",소계,계,치과의원,166,-
"합계","구로구",소계,계,한방병원,2,128
"합계","구로구",소계,계,한방의원,110,44
"합계","금천구",소계,계,소계,356,2161
"합계","금천구",소계,계,종합병원,1,242
"합계","금천구",소계,계,병원,6,627
"합계","금천구",소계,계,의원,158,268
"합계","금천구",소계,계,요양병원,4,640
"합계","금천구",소계,계,치과의원,106,-
"합계","금천구",소계,계,한방병원,3,334
"합계","금천구",소계,계,한방의원,78,50
"합계","영등포구",소계,계,소계,756,5601
"합계","영등포구",소계,계,종합병원,7,2092
"합계","영등포구",소계,계,병원,8,869
"합계","영등포구",소계,계,의원,336,335
"합계","영등포구",소계,계,부속병의원,8,-
"합계","영등포구",소계,계,요양병원,12,2166
